0,Perk Name,Cost,Source,Description
64,It's Gold in Here!,400 CP,Modded Minecraft,"When exploring new places in person, you have a chance to find unique materials and resources from the Mythic Metals and Gobber mods for Minecraft - even if it doesn't make much sense for them to be there, and even though they definitely weren't there before you explored the area.

This effect only triggers in locations you explore personally, and its strength is inversely proportional to your prior knowledge of the area: the more you already know about a location before setting foot there, the less effective this perk becomes. You may toggle this effect on or off at will, or configure it to work partially - causing some materials to appear while others do not. Any resources generated will only appear in places similar to their typical generation conditions from their source mods.

This perk may be purchased multiple times. Each additional purchase (discounted to 200 CP) allows you to include materials from one other Minecraft mod you currently possess a perk for. If you have no other mod perks, you may instead choose to have this perk select a random source mod with material or resource content for you from all Minecraft mods list."
65,Almost Unified,100 CP,Modded Minecraft,"Inspired by the Almost Unified mod for Minecraft, this perk grants you exceptional expertise in the field of material science. You possess a keen intuition and a supernatural advantage when working to substitute materials in your creations with functionally similar alternatives.

If you find yourself lacking access to a specific exotic metal or rare component, you can devise special alloys or material equivalents using only the resources currently available to you. These substitutions will perform nearly as well as the original. At least, close enough that only a true expert would notice the difference. Although, there are limitations on how much can stretch thing."
66,Actually Additions,100 CP,Modded Minecraft,"""Use the Atomic Reconstructor and the Empowerer to turn minerals into powerful crystals that allow the creation of useful machines for processing and sorting items, lasers for wirelessly transporting energy, items, and fluids, renewable oil to generate power, and much more."" - You gain the knowledge and ability to construct and utilize all devices, tools, and systems from the Actually Additions mod."
67,Large Ore Deposits,400 CP,Modded Minecraft,"This perk grants you the power to perform a special ritual that creates a substantial ore deposit beneath your current location. By sacrificing a targeted material as a ""seed,"" along with several other components determined by the primary material, you can force the generation of a large underground vein containing raw ore inspired by the sacrificed seed.

The more esoteric, rare, or unique the material you wish to duplicate, the more elaborate, complex, and costly the ritual becomes - requiring rarer catalysts, more precise conditions, or additional steps. The ritual can only be performed once every 24 hours, and it carries a risk of failure if you are underprepared, interrupt the procedure, or make a mistake in its execution."
68,Forestry,500 CP,Modded Minecraft,"You gain access to the full breadth of content inspired by the Forestry mod for Minecraft and its various addons. You possess the capability to create, use, and even modify all devices, machines, and systems found within - including apiaries, multifarms, greenhouses, and tree breeding setups.

Unlike some other perks that grant extensive theoretical knowledge, this perk focuses on pure capability. You may not always understand the underlying principles of why something works, but you can make it work regardless. For example, it includes the skills of a supernatural beekeeper - allowing you to breed, crossbreed, and mutate bees in ways that defy conventional biology, producing remarkable hybrids with extraordinary properties."
69,Theurgy ,200 CP,Modded Minecraft,"You gain the knowledge and ability to utilize the mechanics of the Minecraft mod Theurgy and its various addons. This includes the skill to create all machines, devices, materials, and mystical apparatuses featured in the mod, allowing you to practice the art of alchemical transformation, mineral purification, and essence manipulation with confidence and precision."
70,TerraFirmaCraft,200 CP,Modded Minecraft,"You gain the comprehensive knowledge and practical skills needed to progress through the entire tech tree from the TerraFirmaCraft mod for Minecraft and its various addons. Starting with nothing but the raw materials nature provides, you can knap stone tools, process ores, craft advanced machinery, and gradually build the foundations of a thriving civilization from scratch. "
71,Silent Gear,150 CP,Modded Minecraft,"""This mod focuses on tools, weapons, and armor  (collectively called 'gear'). Recipes are modular, down to each individual piece used in crafting. Possible combinations for each gear type are practically unlimited.""

You possess the ability to create the full range of modular gear from the Silent Gear mod and its various addons. This crafting ability is enhanced by a supernatural component, allowing you to intuitively understand material properties, predict optimal part combinations, and forge equipment that exceeds normal expectations. You can mix and match components endlessly, discovering unique synergies and crafting gear perfectly suited to any task."
72,Jewelry and Baubles,300 CP,Modded Minecraft,"You become a master jeweler of exceptional skill, gifted with the special ability to create a wide variety of magical jewelry and baubles and to utilize them effectively. This perk encompasses the full content from several mods, including Iron's Gems 'n Jewelry, Jewelry (RPG Series), and Magical Jewelry, along with all their respective addons and expansions. You understand the intricate art of gemcutting, precious metalworking, and enchanting jewelry with potent magical effects. "
73,Modular Machinery,400 CP,Modded Minecraft,"""A modpack-maker's toolset for creating custom, massive, unique, and complex machines and recipes from scratch.""

This perk grants you extensive knowledge of modular machine design methodology, along with a supernatural advantage when designing and building modular modifications for any creation you already know how to make. Heavily inspired by the mod of the same name, this ability allows you to construct elaborate, multi-block industrial systems with interchangeable components, tailoring each machine to perform exactly the task you need."
74,"Extended Crafting
",400 CP,Modded Minecraft,"""Extended Crafting adds more ways to craft items, more items to craft with, and more utilities for crafting. The mod doesn't do much on its own and is intended to be configured heavily. All recipes and settings should be changed to fit the progression of the modpack it's in and how the modpack developer wants it to be used.""

This perk grants you great knowledge of extended crafting methodologies, along with a supernatural advantage when designing and applying modifications to any blueprint you already possess. It also provides the base blueprints needed to construct the fundamental machinery from the mod itself.

Essentially, this perk allows you to fundamentally change how you craft things: discovering new approaches, combining existing knowledge in novel ways, and creating entirely new production methods using only the resources and recipes you already have at your disposal. You are good at finding out how to create same things in different ways."
75,Advanced Generators,250 CP,Modded Minecraft,"This perk provides a mental compendium of blueprints for creating machines and devices from the Advanced Generators mod for Minecraft, along with basic construction skills and deep insight into general energy-generation technology and its applications.

More importantly, this perk grants you a fundamental understanding of how to adapt and integrate power systems. You find it significantly easier to tweak and modify various generators you know how to build, and you can devise clever ways to connect machines to power sources. Even when such connections would normally be incompatible. You simply know how to think about these problems and, more often than not, how to solve them."
76,Simple Generators,200 CP,Modded Minecraft,"This perk grants you the ability to construct the various power-generating machines from the Simple Generators mod for Minecraft. As the name suggests, these devices produce energy, but they function largely as tinkertech, reliable only in your own hands.

You gain exceptional skill and a supernatural advantage specifically when working with generators from this perk: building them, maintaining them, integrating them into systems, and keeping them operational. Outside of this narrow focus, your expertise does not translate. However, the perk does still provide you with some useful and unique theoretical knowledge about energy unorthodox generation solutions that can be applied more broadly. Even if the practical applications remain a bit elusive."
77,Psi Technology,400 CP,Modded Minecraft,"""Psi is a magical tech spell programming mod inspired by Mahouka Kokou no Rettousei. Don't worry if that doesn't make any sense.""

You gain the ability to utilize all devices from the Psi Technology mod, along with complete blueprints for every craftable item. More importantly, you receive an extensive theoretical foundation in the principles of psionic energy manipulation and spell programming, allowing you to understand why your creations work, not just how to build them. You also possess a natural talent for wielding this unique form of magical technology, enabling you to craft complex spell programs and integrate psionic devices into your existing arsenals with creativity and precision."
78,Desertification 'Infection',600 CP,Modded Minecraft,"This perk allows you to generate the Infectious Desert biome from the Minecraft Desertification mod, transforming the area within a few kilometers around you into this hostile landscape. The biome will spread slowly outward from the initial point of impact after generation using sand, though the speed and effectiveness of this spread depend heavily on the nature of the surrounding environment (including native flora and fauna), the resistance of local materials, and geographical features that may hinder or accelerate the infection.

You may hold this effect in storage indefinitely, waiting until you find a suitable location before unleashing it. This perk may be purchased multiple times, with each additional purchase (discounted to 300 CP) stacking another held activation for later use.

The first purchase of this perk also grants you encyclopedic knowledge about the nature, contents, and unique properties of the Infectious Desert biome, including any resources, creatures, or phenomena found within and how to take advantage of them."
79,Sculk Horde,600 CP,Modded Minecraft,"This perk allows you to spawn an active Ancient Sculk Node with an awakening Gravemind from the Sculk Horde Minecraft mod. Upon activation, the node will begin generating and spreading the Sculk ecosystem throughout the surrounding area, slowly expanding outward over time. The speed and effectiveness of this spread depend heavily on the nature of the local environment (including native flora and fauna), the resistance of local materials, and geographical features that may hinder or accelerate the infection.

You may hold this effect in storage indefinitely, waiting until you find a suitable location before unleashing it. This perk may be purchased multiple times, with each additional purchase (discounted to 300 CP) stacking another held activation for later use.

The first purchase of this perk grants you complete encyclopedic knowledge about the Sculk Ecosystem: its nature, properties, and contents. Additionally, you are rendered permanently immune to the infection and any harmful status effects the Sculk Horde might inflict upon you."
80,Fungal Infection,600 CP,Modded Minecraft,"This perk allows you to deploy an active Fungal Infection bioweapon from the Fungal Infection: Spore Minecraft mod. Upon activation, the infection will take root in the surrounding area and begin spreading slowly outward over time. The speed and effectiveness of this spread depend heavily on the nature of the local environment (including native flora and fauna), the resistance of local materials, and geographical features that may hinder or accelerate the fungal growth.

You may hold this effect in storage indefinitely, waiting until you find a suitable location before unleashing it. This perk may be purchased multiple times, with each additional purchase (discounted to 300 CP) stacking another held activation for later use.

The first purchase of this perk grants you complete encyclopedic knowledge about the Fungal Infection: its nature, properties, life cycle, and contents. Additionally, you are rendered permanently immune to the infection and any harmful status effects it might inflict upon you."
81,Scape and Run: Parasites,600 CP,Modded Minecraft,"This perk allows you to generate a Parasite-Infected Biome from the Scape and Run: Parasites Minecraft mod, transforming the area within a few tens of meters around you into a hostile, corrupted landscape. Once established, the infection will spread outward using mechanics inspired by the mod: expanding through organic matter, corrupting native life, and adapting to local conditions.

You may hold this effect in storage indefinitely, waiting until you find a suitable location before unleashing it. This perk may be purchased multiple times, with each additional purchase (discounted to 300 CP) stacking another held activation for later use.

The first purchase of this perk grants you complete encyclopedic knowledge about the Parasites: their nature, evolution, behavior, and the corrupted contents of the biome. Additionally, you are rendered permanently immune to the infection and any harmful status effects the Parasites might inflict upon you."
82,Potion Rings,250 CP,Modded Minecraft,"""This is a really simple mod, which adds rings that, when equipped in a baubles slot, provide a permanent potion effect. Wearing two of the same ring upgrades that effect to level two.""

You gain the capability to create and enchant rings that grant continuous potion effects while worn. This crafting method specializes in Minecraft-style potions and works best with vanilla effects - producing stable, reliable rings with predictable results. Wearing two identical rings will upgrade the granted effect to its second level.

However, this perk has limitations. Potions from other sources will generally not work with this enchanting method, and the rare few that do prove compatible may cause dangerous failures or unpredictable side effects during the creation process. Additionally, this perk does not grant you any ability or skill to brew potions themselves; it only enables you to embed existing potion effects into rings. You must obtain your potions elsewhere."
83,The Hallow Spreads,600 CP,Vanilla Terraria,"This perk allows you to generate the Hallow biome from Terraria, transforming the area within a few kilometers around you into lands of light and dangerous purity. Once established, the Hallow will spread slowly outward over time, though the speed and effectiveness of this conversion depend heavily on the nature of the local environment (including native flora and fauna), the resistance of local materials, and geographical features that may hinder or accelerate the transformation.

You may hold this effect in storage indefinitely, waiting until you find a suitable location before unleashing it. This perk may be purchased multiple times, with each additional purchase (discounted to 300 CP) stacking another held activation for later use. 

The first purchase of this perk grants you complete encyclopedic knowledge of the Hallow biome: its properties, creatures, resources, unique phenomena and to take advantage of them. You are also immune to the harmful effects of the Hallow, though this does not protect you from its native inhabitants."
84,The Crimson Spreads,600 CP,Vanilla Terraria,"This perk allows you to generate the Crimson biome from Terraria, transforming the area within a few kilometers around you into a fleshy, corrupted landscape of gore and horror. Once established, the Crimson will spread slowly outward over time, though the speed and effectiveness of this conversion depend heavily on the nature of the local environment (including native flora and fauna), the resistance of local materials, and geographical features that may hinder or accelerate the transformation.

You may hold this effect in storage indefinitely, waiting until you find a suitable location before unleashing it. This perk may be purchased multiple times, with each additional purchase (discounted to 300 CP) stacking another held activation for later use.

The first purchase of this perk grants you complete encyclopedic knowledge of the Crimson biome: its properties, creatures, resources, unique phenomena and to take advantage of them. You are also immune to the harmful effects of the Crimson, though this does not protect you from its native inhabitants."
85,The Corruption Spreads,600 CP,Vanilla Terraria,"This perk allows you to generate the Corruption biome from Terraria, transforming the area within a few kilometers around you into a purple, blighted wasteland of decay and shadow. Once established, the Corruption will spread slowly outward over time, though the speed and effectiveness of this conversion depend heavily on the nature of the local environment (including native flora and fauna), the resistance of local materials, and geographical features that may hinder or accelerate the transformation.

You may hold this effect in storage indefinitely, waiting until you find a suitable location before unleashing it. This perk may be purchased multiple times, with each additional purchase (discounted to 300 CP) stacking another held activation for later use.

The first purchase of this perk grants you complete encyclopedic knowledge of the Corruption biome: its properties, creatures, resources, unique phenomena and to take advantage of them. You are also immune to the corrupting effects of the biome, though this does not protect you from its hostile inhabitants."
86,By Hand,100 CP,Vanilla Terraria,"You possess extraordinary dexterous and steady hands, and the ability to craft items on the fly without the use of specialized instruments or crafting stations. This grants you a supernatural advantage when creating simple things that could hypothetically be made entirely by hand, using only the environment to assist you.

This perk comes with a complete mental compendium of all blueprints for items that can be crafted without a crafting station in Terraria, allowing you to produce torches, wooden tools, basic armor, and other essentials from raw materials, no matter where you find yourself."
87,Benched,100 CP,Vanilla Terraria,"You gain a complete mental compendium of all crafting station variations from Terraria along with the required degree of skill to construct them from raw materials. Additionally, you possess perfect knowledge of every item recipe that can be crafted using these stations, allowing you to produce their associated goods wherever you have the necessary materials, specific tools and a suitable surface to work upon."
88,I'm Smelting!,150 CP,Vanilla Terraria,"This perk grants you the ability to construct many furnace variants inspired by Terraria (inluding the Hellforge) along with a masterful degree of skill in smelting and extracting metals from raw ores using different furnace setups.

You possess a complete mental compendium of every recipe from the game that utilizes the Furnace and Hellforge as crafting stations, ensuring you know exactly how to transform your freshly mined ores into bars and alloys, and making some other miscellaneous items."
89,Heavy Metal,200 CP,Vanilla Terraria,"This perk grants you the skills needed to construct any pre-Hardmode anvil from Terraria, along with masterful skill in using them to work various metals into finished products. You possess a complete mental compendium of every item blueprint from the game that requires a pre-Hardmode anvil as a crafting station, allowing you to produce a wide array of tools, weapons, and armor from your carefully smelted metal bars."
90,Bottled Magics,300 CP,Vanilla Terraria,"This perk grants you the ability to practice the art of Terraria-style alchemical brewing, along with a natural talent for the craft and a scholarly intuition for its underlying magical principles. You gain a comprehensive understanding of the general theory behind the brewing process (from ingredient properties to extraction methods) and learn how to apply potions in both conventional and creative ways. You possess a complete mental compendium of every craftable potion and flask recipe from Terraria, as well as the skills required to construct all necessary tools and crafting stations."
91,Advanced Decorations,100 CP,Vanilla Terraria,"You gain the knowledge and skills needed to craft the various pieces of furniture and decorative items from Terraria that require a Sawmill and Heavy Assembler
as crafting stations. This includes bookcases, chandeliers, clocks, and other fine decorative pieces. It includes heavy decorations such as statues, masonry and chests. This perk also comes with a great sense of style and natural furnishing skills, ensuring your creations are not only functional but also placed right aesthetically, allowing you to turn any space into a beautifully appointed home. "
92,Cooking Pot,150 CP,Vanilla Terraria,"You gain the skills required to craft all cooking tools along with the knowledge to prepare any food item from the Terraria game. Any dish you create can be imbued with temporary positive effects, inspired by the food buffs found in Terraria. Additionally, you possess a natural knack for working with unusual or exotic ingredients, allowing you to experiment with local flora and fauna to discover new recipes and beneficial effects wherever your journey takes you."
93,Many Silks,150 CP,Vanilla Terraria,"You know how to construct a loom and possess the professional skill to use it in creating various cloth-based items. This perk provides a complete mental compendium of every fabric-based item from Terraria (including silk, banners, clothing, and accessories) allowing you to craft them from raw materials. Additionally, this perk includes the knowledge, skills, and a small degree of magical ability required to craft the full range of dyes and paints from Terraria. You can produce vibrant colors from local flora, fauna, and minerals, and you have the expertise to apply these pigments to your other creations with professional and stylish results."
94,Tinkerer's Workshop,300 CP,Vanilla Terraria,"You gain the ability to craft all types of accessories from the Terraria game (including unobtainable and hardcore variants). You possess a complete mental compendium of every accessory recipe, along with the enchanting skills needed to produce them.

You may attempt to craft these accessories using normal, non-Terraria materials, but doing so will cause the resulting items to function as tinkertech: unreliable, prone to malfunction, and lacking the full potency of a proper creation. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature and magical properties from other worlds.

This perk provides a significant boost to your skills only while you are actively working on accessories included within its scope. However, through repeated exposure to the crafting process, you may slowly learn some mundane, non-magical techniques that can be applied more broadly."
95,Hardmode Creations,700 CP,Vanilla Terraria,"You gain the ability to craft all items, equipment, and items from the Hardmode tier of the Terraria game including endgame weapons, armor, tools, and accessories. This perk provides a complete mental compendium of every Hardmode blueprint, along with the enhanced skill and knowledge required to produce them.

You may attempt to craft these items using normal, non-Terraria materials, but doing so will cause the resulting creations to function as tinkertech: unreliable, prone to malfunction, and lacking the full potency and magical properties of a properly made item. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature and magical essence from other worlds."
96,Summoning Altars,550 CP,Vanilla Terraria,"This perk grants you the ability and skills needed to create all pre-Hardmode boss-summoning items from Terraria, along with the legendary blade Night's Edge, the Void Bag, and the Void Vault - all crafted using Altars. You also possess the knowledge required to construct these Altars themselves.

Additionally, this perk includes sufficient magical aptitude to properly use boss-summoning items in rituals, allowing you to actually summon the corresponding Terraria boss. However, the success and behavior of these summonings may be somewhat limited or altered by the rules and metaphysical structure of your current reality."
97,We Are Rich!,100 CP,Vanilla Terraria,"This perk allows you to spawn (once) twelve fully stocked chests containing various coins, gems, and metal bars at a targeted location, without causing any damage or disruption to the surrounding area. If insufficient space exists for all twelve chests, fewer will spawn as space allows.

The chests contain currency and Terraria-type resources, each retaining their unique properties from the game. The quantity of specific materials scales with their rarity and usefulness: early-game resources appear in greater abundance, while late-game materials are comparatively rarer.

You may hold this effect indefinitely, activating it only when you find a suitable location. Stored activations can be stacked without limit, and this perk may be purchased multiple times to accumulate additional uses. If you possess perks for other Terraria mods, the chests will also include materials from those sources, appropriately mixed into the generation."
98,More Life,50 CP,Vanilla Terraria,"This perk grants you the equivalent of one Life Crystal or Life Fruit use, depending on how many times you have already purchased it. Each purchase permanently increases your life energy and enhances your ability to survive damage.

This perk may be purchased multiple times - up to 35 times in total. The first 15 purchases function as Life Crystal equivalents, providing a solid foundation of increased vitality. The subsequent 20 purchases function as Life Fruit equivalents, further enhancing your maximum life beyond the initial threshold."
99,More Magic,50 CP,Vanilla Terraria,"This perk grants you the equivalent of one Mana Crystal use, permanently expanding your magical reserves. The first purchase awakens your connection to Terraria-style mana, granting you access to this energy system for the first time. Each subsequent purchase makes your mana reserves a little bit larger. This perk may be purchased multiple times (up to 10 times in total) allowing you to build a substantial well of magical energy to power spells and enchanted items."
100,Summoned Help,300 CP,Vanilla Terraria,"You gain the ability to craft all items used for summoning pets and mounts from the Terraria game, along with the skills needed to command and control them effectively. Their special properties (including unique behaviors, abilities, and appearances) are preserved due to the supernatural component of this perk. You possess a complete mental compendium of every pet and mount summoning item recipe, along with the enhanced skill needed to produce them.

You may attempt to craft these items using normal, non-Terraria materials, but doing so will cause the resulting creations to function as tinkertech: unreliable, prone to malfunction, and lacking the full potency and magical properties of a properly made item. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature and magical essence from other worlds.

This perk provides a significant boost to your skills only while you are actively working on items included within its scope. However, through repeated exposure to the crafting process, you may slowly learn some mundane, non-magical techniques that can be applied more broadly."
101,Calamity Expansion,800 CP,Modded Terraria,"You gain the ability to craft all types of items from the Calamity mod and its various addons for Terraria (including unobtainable and hardmode-exclusive variants). Their special properties, including legendary effects, unique abilities, and devastating power, are preserved due to the supernatural component of this perk. You possess a complete mental compendium of every Calamity item recipe, along with the enhanced skill needed to produce them.

You may attempt to craft these items using normal, non-Terraria materials, but doing so will cause the resulting creations to function as tinkertech: unreliable, prone to malfunction, and lacking the full potency and god-slaying properties of a properly made item. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature, rarity, and magical essence from other worlds.

This perk provides a significant boost to your skills only while you are actively working on items included within its scope. However, through repeated exposure to the crafting process, you may slowly learn some mundane, non-magical techniques that can be applied more broadly."
102,Starlight River,500 CP,Modded Terraria,"You gain the ability to craft all types of items from the Starlight River mod for Terraria, including unobtainable and hardmode-exclusive variants. Their special properties, including unique effects, celestial abilities, and luminous qualities, are preserved due to the supernatural component of this perk. You possess a complete mental compendium of every Starlight River item recipe, along with the enhanced skill needed to produce them.

You may attempt to craft these items using normal, non-Terraria materials, but doing so will cause the resulting creations to function as tinkertech: unreliable, prone to malfunction, and lacking the full potency and starlight-infused properties of a properly made item. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature, rarity, and magical essence from other worlds.

This perk provides a significant boost to your skills only while you are actively working on items included within its scope. However, through repeated exposure to the crafting process, you may slowly learn some mundane, non-magical techniques that can be applied more broadly."
103,Redemption,500 CP,Modded Terraria,"You gain the ability to craft all types of items from the Redemption mod for Terraria, including unobtainable and hardmode-exclusive variants. Their special properties, including holy abilities, corrupted powers, and unique mechanical functions, are preserved due to the supernatural component of this perk. You possess a complete mental compendium of every Redemption item recipe, along with the enhanced skill needed to produce them.

You may attempt to craft these items using normal, non-Terraria materials, but doing so will cause the resulting creations to function as tinkertech: unreliable, prone to malfunction, and lacking the full potency and redemption-forged properties of a properly made item. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature, rarity, and magical essence from other worlds.

This perk provides a significant boost to your skills only while you are actively working on items included within its scope. However, through repeated exposure to the crafting process, you may slowly learn some mundane, non-magical techniques that can be applied more broadly."
104,Thorium,600 CP,Modded Terraria,"You gain the ability to craft all types of items from the Thorium mod for Terraria (including unobtainable and hardmode-exclusive variants). Their special properties, including class-defining abilities, unique set bonuses, and powerful effects, are preserved due to the supernatural component of this perk. You possess a complete mental compendium of every Thorium item recipe, along with the enhanced skill needed to produce them.

You may attempt to craft these items using normal, non-Terraria materials, but doing so will cause the resulting creations to function as tinkertech: unreliable, prone to malfunction, and lacking the full potency and thorium-infused properties of a properly made item. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature, rarity, and magical essence from other worlds.

This perk provides a significant boost to your skills only while you are actively working on items included within its scope. However, through repeated exposure to the crafting process, you may slowly learn some mundane, non-magical techniques that can be applied more broadly."
105,Spirit Expansion,700 CP,Modded Terraria,"You gain the ability to craft all types of items from the various versions of the Spirit mod for Terraria, including unobtainable and hardmode-exclusive variants. Their special properties, including ethereal abilities, spirit-infused powers, and unique class mechanics, are preserved due to the supernatural component of this perk. You possess a complete mental compendium of every Spirit mod item recipe, along with the enhanced skill needed to produce them.

You may attempt to craft these items using normal, non-Terraria materials, but doing so will cause the resulting creations to function as tinkertech - unreliable, prone to malfunction, and lacking the full potency and spiritual essence of a properly made item. For best results, you should use materials sourced directly from Terraria or resources sufficiently similar in nature, rarity, and magical properties from other worlds.

This perk provides a significant boost to your skills only while you are actively working on items included within its scope. However, through repeated exposure to the crafting process, you may slowly learn some mundane, non-magical techniques that can be applied more broadly."
106,Bottomless Shimmer Bucket ,200 CP,Vanilla Terraria,"This mysterious magical item can be used to pour out an infinite amount of Shimmer: a shiny, lavender-colored, pearlescent liquid with some rather special properties. Found within the depths of Terraria, Shimmer is known for its unique transmutative abilities, capable of transforming items, creatures, and even the environment itself in wondrous and unexpected ways. With this bottomless bucket, you will never run out of this remarkable fluid."
107,Engram Creation ,600 CP,ARK: Survival Evolved,"You possess the knowledge to create Engrams and implant them into the minds of others. These Engrams allow you to share recipes, blueprints, and crafting knowledge you possess with other people, including technology that would normally be uncraftable, such as tinkertech and similar creations from your other perks.

However, Engrams have strict limits on complexity; you cannot share the ability to construct every type of technology. This perk works best with technology from ARK, but you can gradually learn to encode creations from other perks you possess. Once implanted, a person can craft whatever technology you've included in the Engram as if they knew it themselves."
108,Tekgrams Creation,1000 CP,ARK: Survival Evolved,"You have mastered the creation of Tekgrams and their implantation into the minds of others. These Tekgrams let you share any recipes, blueprints, or crafting knowledge you possess, including uncraftable technology like tinkertech and similar creations from your perks. This serves as a direct upgrade to standard Engrams, allowing you to share the capability to build any technology you know, one Tekgram at a time. Requires Engram Creation. If you do not possess that perk, purchasing Tekgrams will automatically grant Engram Creation as well (for free), provided you have enough CP."
109,Low Engrams,50 CP,ARK: Survival Evolved,"You gain access to all engram recipes up to level 50 from the base ARK: Survival Evolved game, along with the basic skills needed to use these creations."
110,High Engrams,50 CP,ARK: Survival Evolved,"You gain access to all engram recipes from levels 51 to 100 from the base ARK: Survival Evolved game, along with the basic skills needed to use these creations."
111,Tek Recipes,200 CP,ARK: Survival Evolved,"You gain access to all Tekgram recipes from the base ARK: Survival Evolved game, along with the basic skills to use these creations and limited scientific understanding of the underlying technology."
112,Scorched Earth Engrams,50 CP,ARK: Survival Evolved,"You gain access to all engram recipes from the Scorched Earth DLC for ARK: Survival Evolved, along with the basic skills needed to use these creations."
113,Aberration Engrams,50 CP,ARK: Survival Evolved,"You gain access to all engram recipes from the Aberration DLC for ARK: Survival Evolved, along with the basic skills needed to use these creations."
114,Extinction Engrams,100 CP,ARK: Survival Evolved,"You gain access to all engram recipes from the Extinction DLC for ARK: Survival Evolved, along with the basic skills needed to use these creations."
115,Genesis Engrams,100 CP,ARK: Survival Evolved,"You gain access to all engram recipes from Genesis: Parts 1 & 2 DLC for ARK: Survival Evolved, along with the basic skills needed to use these creations."
116,Bag of Wheat Seeds,100 CP,Stardew Valley,"One of the most widely cultivated grains. Makes a great flour for breads and cakes. You gain a full bag of wheat seeds of random quality from the Stardew Valley game. You can hold off releasing the bag into the world for as long as you like. They work like normal plants if left to grow in the wild. However, if someone or something plays an active role in cultivating and tending to this wheat, it starts to grow abnormally fast (maximum speed of 4 days to fully grow in perfect conditions). It still exhausts the soil just as much as normal plants do. So it's probably a bad idea to harvest wheat every week. It is a summer/fall crop - its supernatural effect is most effective in summer and autumn. This perk can be purchased multiple times."
117,Bag of Tomato Seeds,100 CP,Stardew Valley,"Rich and slightly tangy, the Tomato has a wide variety of culinary uses. You gain a full bag of tomato seeds of random quality from the Stardew Valley game. You can hold off releasing the bag into the world for as long as you like. They work like normal plants if left to grow in the wild. However, if someone or something plays an active role in cultivating and tending to this tomato plant, it starts to grow abnormally fast (maximum speed of 4 days to fully grow in perfect conditions). It still exhausts the soil just as much as normal plants do. So it's probably a bad idea to harvest tomatoes every week. It is a summer crop - its supernatural effect is most effective in summer. This perk can be purchased multiple times."
118,Bag of Sunflower Seeds,100 CP,Stardew Valley,"A common misconception is that the flower turns so it's always facing the sun. You gain a full bag of sunflower seeds of random quality from the Stardew Valley game. You can hold off releasing the bag into the world for as long as you like. They work like normal plants if left to grow in the wild. However, if someone or something plays an active role in cultivating and tending to this sunflower plant, it starts to grow abnormally fast (maximum speed of 8 days to fully grow in perfect conditions). It still exhausts the soil just as much as normal plants do. So it's probably a bad idea to harvest tomatoes every week. It is a summer/fall crop - its supernatural effect is most effective in summer and autumn. This perk can be purchased multiple times."
119,Bag of Squash Seeds,100 CP,Stardew Valley,"A curved yellow squash that is harvested while immature, and still tender. You gain a full bag of squash seeds of random quality from the Stardew Valley game. You can hold off releasing the bag into the world for as long as you like. They work like normal plants if left to grow in the wild. However, if someone or something plays an active role in cultivating and tending to this squash plant, it starts to grow abnormally fast (maximum speed of 6 days to fully grow in perfect conditions). It still exhausts the soil just as much as normal plants do. So it's probably a bad idea to harvest squash every week. It is a summer crop - its supernatural effect is most effective in summer. This perk can be purchased multiple times."
120,Bag of Spangle Seeds,100 CP,Stardew Valley,"A tropical bloom that thrives in the humid summer air. Has a sweet, tangy aroma. You gain a full bag of spangle seeds of random quality from the Stardew Valley game. You can hold off releasing the bag into the world for as long as you like. They work like normal plants if left to grow in the wild. However, if someone or something plays an active role in cultivating and tending to this spangle plant, it starts to grow abnormally fast (maximum speed of 8 days to fully grow in perfect conditions). It still exhausts the soil just as much as normal plants do. So it's probably a bad idea to harvest spangle every week. It is a summer crop - its supernatural effect is most effective in summer. This perk can be purchased multiple times."
121,Bag of Starfruit Seeds,100 CP,Stardew Valley,"An extremely juicy fruit that grows in hot, humid weather. Slightly sweet with a sour undertone. You gain a full bag of starfruit seeds of random quality from the Stardew Valley game. You can hold off releasing the bag into the world for as long as you like. They work like normal plants if left to grow in the wild. However, if someone or something plays an active role in cultivating and tending to this starfruit plant, it starts to grow abnormally fast (maximum speed of 13 days to fully grow in perfect conditions). It still exhausts the soil just as much as normal plants do. So it's probably a bad idea to harvest starfruit every two weeks. It is a summer crop - its supernatural effect is most effective in summer. This perk can be purchased multiple times."
122,Bag of Red Cabbage Seeds,100 CP,Stardew Valley,"Often used in salads and coleslaws. The color can range from purple to blue to green-yellow depending on soil conditions. You gain a full bag of red cabbage seeds of random quality from the Stardew Valley game. You can hold off releasing the bag into the world for as long as you like. They work like normal plants if left to grow in the wild. However, if someone or something plays an active role in cultivating and tending to this red cabbage plant, it starts to grow abnormally fast (maximum speed of 9 days to fully grow in perfect conditions). It still exhausts the soil just as much as normal plants do. So it's probably a bad idea to harvest red cabbage every two weeks. It is a summer crop - its supernatural effect is most effective in summer. This perk can be purchased multiple times."
