0,,CP Cost,Name,Jumpchain,Description,PERKS,COVER,59
40,,400,Misty Island,Fate/Legends: Vive la France,"Like the famed count of Montecristo, you’ve had an eventful life. A life that has led you to fortune, power and some amount of fame. Whether a similar story as the count himself or through more rightful means, you’ve come into the possession of a small island like Montecristo, with a decently sized manor home, grounds and dock present. The title of Baron comes with the island, a Baron of France, as well as quite the significant fortune. You’d be known as a fairly wealthy noble even in France’s noble heyday, though far from the richest. You’ve not unknown to the French social scene, believed to be a powerful but mysterious man with whom currying favour with could return great rewards. But the secrets hidden within your island, in tombs and lost caves, are perhaps much more valuable. The island holds fourteen treasures spread throughout, together creating a magical field that massively enhances the potency of any powers that are based on or drawn on grudges and hatred, increasing many times over. Even powers merely linked to darkness or negative emotions find significant growth, if lesser so. With time and study, one could perhaps even learn to focus these relics and create a unique magical circuit/crest combination, one which can create lesser versions of the King of the Cavern in your subjects. Perhaps you could even create a stronger version or enhance an existing one, if you found a source of hate or grudges of enough magnitude. In future jumps, you’ll be able to inherit or quickly gain a similar title and fortune, though the land will come with you as it is here now.",,,
41,,400,Pillar House,The Holy Man of The Church Creek,"It appears that you belong amongst the Nobility as you are the Lord or Lady of your own House. This title grants you a number of boons in the Underworld. First, you are considered a Noble with all that is entitled including a massive amount of land, political power, a loyal army, and the service of a few hundred thousand devils. Most of them will likely be Low-Class, but that may vary depending on how you treat your territory.",,,
42,,400,The Vatican,The Holy Man of The Church Creek,"The Vatican is the spiritual epicenter of the Church on Earth. By purchasing this option, you gain ownership of the Vatican or a faithful replica of it. This sacred territory holds immense significance and offers three key advantages. Firstly, it stands as a holy haven, a bastion of divine energy that naturally suppresses demonic forces. Its sanctified grounds provide shelter to a community of several thousand people who share unwavering faith in your cause.

Within the Vatican, you will find a cadre of powerful Exorcists, the elite defenders of the Church. These devout warriors, among them three individuals equal in strength to Vasco Strada and Dulio Gesualdo, pledge their unwavering loyalty to you. Their unmatched combat skills and unwavering dedication will bolster your cause, ensuring the triumph of righteousness over darkness.

Furthermore, the Vatican houses a treasury of priceless artifacts bestowed by Heaven itself. While sifting through this vast collection, you will uncover extraordinary relics, each possessing its own unique power. These artifacts, blessed with celestial energy, stand ready to aid you in your divine mission. Lastly, you may turn the city into a warehouse attachment, and import it into future jumps.",,,
43,,400,The Lands of White,Vasto of White,"Inspired by Shirou's desire to protect everyone, you can now create a similar territory for your own use with this option. The Lands of White is a safe haven within Hueco Mundo, where Hollows can grow stronger without fear of conflict. The sheer amount of spiritual energy generated by your powers and abilities allows those within to grow at an incredible rate.

In addition to the vast spiritual energy, this land is protected by numerous defenses, including a massive army of elite Hollows, among whom there will be a few Vasto Lords, each loyal to you. These defenses are strong enough to deter any invaders and ensure the safety of those within. Moreover, the territory is replete with resources, ranging from rare materials to spiritual artifacts. As the owner of this land, you have complete control over its governance and can dictate the conditions of entry and residency. You may even extend your protection to other beings or factions that align with your goals.",,,
44,,400,Planet Artoria,Fate/Saber Wars,"You’ve struck gold now! While prospecting out in the deep regions of space, you found a miracle reserve, a gas giant planet with a massive core of pure Artorium. There’s surprisingly solid ground down there, for a gas giant, so you managed to slam down a few handy space elevators and get the mining operation going. There’s enough Artorium here to power a civilisation for centuries and make you an extremely wealthy Servant if you don’t wanna hoard it all to yourself. That’s not even getting into how much magical energy can probably be extracted from the shining gold orb at the core of the planet.",,,
45,,400,Temple of Solomon,Fate/Legends: Oasis of Fantasy ,"A place that has long been abandoned or, at least, a replica of the one currently in use. The Temple of Solomon is perhaps the grandest magical workshop ever to be created, one so great that it does not even exist in the mundane world. Sealed away in imaginary number space, it is only accessible to others through highly complex and difficult magical workings, though you can enter your hidden base with nothing but a thought provided you are not blocked by some means. The temple itself is quite large, with the small dimension covering several city blocks of area and the building being the size of a large mansion. Within is almost every one of Solomon’s personal notes and research on magecraft and magic, along with a great deal of lore from other famous magicians of his time and from later on as well. The small dimension has been connected to a replica of Solomon’s created magical circuits which empower the framework the workshop sits on, serving to provide a immense magical fuel source for any project you might wish to run within this space as you can freely draw on the amount of energy the King of Magic had while alive when you are in here. Finally, death in this realm is not permanent and it is far easier to bring back those who die when it is within this place. For your purposes, this means that dying in this temple will not count as an end to your chain. You may import an existing structure into this role.",,,
46,,600,Building Site,Fate/Apocrypha,"You have land to build on, one that could fit a good-sized fortress on, hidden from the surrounding area by trees and general isolation. Isn’t that enough? No? Alright then, this is fiat-backed prime real estate for building. Namely, you can build absolutely any structure here. So long as you somehow own the materials, or at least are able to immediately pay for them with your own money, you can construct pretty much any building you know how to construct, the material somehow disappearing from its place of origin and appearing here, with further costs to you varying for any specific construction approaches. Nobody will find this strange unless you point it out, and while there is a paper trail if you need one for any reason it will also become impossible to track down if that’s more convenient. Curiously, time of construction only appears to be instant for those observing, as from the construction’s perspective it seems to take as long as it would to realistically occur. If unoccupied, the structures within this Building Site can be modified in a similar manner, such as adding extensions or other improvements. If you want, willing people can share this perspective, though they don’t physically change or age with the pseudo-time passing so it can’t be used as some sort of time-accelerating exercise chamber, but could be used if someone happens to enjoy building work and ordering around ghostly construction workers. While this might seem oddly specific, it could be useful for structures that get more powerful the more time and effort is invested into them. Additionally, while the properties of the Building Site only apply to structures within it that are on the ground, there’s nothing stopping a structure intended as a building from being moved out of the Building Site by some means...",,,
47,,600,New Agency,Kara no Kyokai,"What is there for those who have no interest in reaching the Root, who look at the goal of all Magi and think it’s just a big waste of time? There’s money. Turning magecraft to mundane profit can be quite lucrative, as can be said for psychic powers or unnatural talents. You have a business of some sort that’s well suited towards your particular talents in this jump or will come into the ownership of one on adulthood. It’s already got a building to itself, some four storey and relatively well furnished if dusty location. A storeroom, a nice office and space for workshops if you have the time to set one up. It might be a private investigator agency, a mercenary outfit, an ancient antique shop or a exotic animal store. What makes the business special is the employees, rather than the location itself. The business naturally attracts employees in situations that have great need of employment outside of the usual channels. More importantly, they often have quite unique abilities. Usually moderately powerful psychic abilities, Demon Hunter heritage or even lesser non-human creatures like a few fairies that spy on others in exchange for sweets. Every few years, you’ll be able to take on a more valuable ally. Someone with a powerful pair of mystic eyes, a Dead Apostle that wants to live among humans or some other powerful entity. They’re easy to get along with and gain the loyalty of, potentially even coming along with this business as followers if you can gain their trust and devotion. If you merely desire a ordinary business without the penchant for attracting unnatural allies, you can buy one that otherwise works the same as the above for 300CP instead, still discounted to students.",,,
48,,600,Amazoness.com,Fate/Saber Wars,"In the new issue of the Gordes 500, they put your face on the front cover. That’s because you’re the head of Amazones.com, a galactic corporation that handles a large portion of all online commerce and deliveries in the region. Made and run by the battle hardened amazon tribes, these endlessly hard working Servants can deliver almost anything to almost anywhere. The company, through it’s many contacts with other businesses and Evil Gods, can source practically anything in time. Doujin goods from the early 2000s, humanity circuits for rogue AI, entire prefabricated mecha factories, pizzas, it’s all possible to buy and receive from Amazones. 

While you own the company as a whole, it is run by the hard working CEO, a white haired woman who relentlessly pursues efficiency and profits. She’s friendly, as long as you don’t talk about green haired Greek men around her. Additionally, as head of Amazones, you can draw on the power of the CEO spirits of the past. When drawing on this power, you quickly go bald, become even more obsessed with space and gain the ability to summon any product sold by your company in an instant. And there’s probably some extra magical power in there or something. 

For 200,000CP instead, you can simply subscribe to the Alpha Amazones service instead. You won’t own the company but you will be able to order from it anywhere and anywhen, even in future worlds. Almost anything that isn’t entirely unique can be obtained, as long as you’ve been to a world where it probably existed, but it’ll get pretty costly the wilder the purchase and cross-world delivery costs are just obscene these days.",,,
49,,600,King In Your Own Right,Fate/Legends: Empires of Antiquity,"You’ve taken charge of your own kingdom in full. While it may not be an equal for mighty Rome, it is no backwater kingdom either. You rule over a sizeable, wealthy and fairly powerful kingdom, one similar to the more powerful states of Greece or a smaller district of the Roman Empire. Your kingdom has a high propensity for bringing about heroes of varying levels as well, more often than not ones quite loyal to your kingdom. Someone like Heracles isn't likely to show up more than once a few generations but lesser heroes are quite common. While small now, the kingdom may be expanded and improved through your efforts and will retain those changes as you bring it forward to new worlds, where it will slot in to the world, fitting into history or appearing from nowhere.",,,
50,,600,Camelot,The Holy Man of The Church Creek,"The legendary realm of Camelot, birthplace of heroic tales and noble knights, beckons to you. Through the acquisition of this option, you ascend to the throne of Camelot, claiming both the land and the loyalty of its inhabitants. With this privilege, you hold sway over the legendary figures of Arthurian lore, including the valiant Artoria, the Knights of the Round Table, Mordred, and their allies. You have the power to determine the nature of your relationship with each of these illustrious individuals, shaping their allegiance to align with your vision.

Beyond the famed Servants, the realm of Camelot boasts a vast army of skilled knights and a thriving populace. These loyal subjects rally behind your banner, ready to fight for the ideals and honor of Camelot. The realm becomes a sanctuary, a bastion of chivalry and righteousness under your rule. Camelot itself possesses a richness of history and a wealth of resources. Lastly, you may turn Camelot into a warehouse attachment, and import it into future jumps.",,,
51,,600,Fenis Chaldea,Fate/Grand Order: SkyrimAnon,"The Security Organization For The Preservation Of Humanity is the magnum opus of a certain Marisbury Animusphere. Constructed over the course of a decade with aid from the wish of a Holy Grail, this little facility is one of the most important places in the World at the moment. And with this purchase, you shall be inserted into a position that will make you the director of Chaldea after the death of Olga Marie Animusphere, Marisbury’s daughter. As the director, you of course decide the direction of Chaldea as an organization, although it’s still recommended you point the Last Master of Chaldea at the Singularities and help them defeat Goetia.

Now, some elaboration on what this facility entails. First, Chaldea lies in Antarctica, built into a mountain 6 km above sea level. The very core of the facility is CHALDEAS, a conceptual model of the Earth. It is such a faithful recreation that it projects a magnetic field that protects the whole facility (and the mountain it’s in) from destructive cosmic forces, such as the entirety of time being incinerated. In future jumps, you’ll find that the facility will survive any form of cosmic disaster or destruction (as long as it’s not specifically targeted), and provide you with an opportunity to repair the damage done to the universe somehow, as hopeless as it might seem sometimes.

There might be something weird going on with CHALDEAS too, but nothing will really happen during your stay in this jump if you don’t use the Cosmos In The Lostbelt Addon, and without utilizing the Addon, you’ll find out that nothing comes of the pseudo-Planet’s weirdness in future jumps.

Another important thing is the Near-Future Observation Lens, also called Sheba. Aside from operating as a surveillance system for the facility, it is also used to observe CHALDEAS, observing the true Planet Earth by proxy. It is with this Observation Lens that the staff at Chaldea can observe the timeline and obtain coordinates for Rayshift destinations. Additionally, it comes with Rayshifting technology, and enough Rayshifting Coffins to transport a few dozen people. Well, used to at least, as most of the Coffins were heavily damaged in the explosion that sabotaged the first mission.

Additionally, it also comes with simulation technology, able to simulate any battle you have data for, and thanks to the spiritron nature of the simulation, able to have your enemies drop real magical materials on defeat. Perfect for grinding, no? Chaldea’s summoning system can also record the Saint Graphs of powerful people you meet, although if they are too powerful, they might not be summonable at their full power. On top of this, it has databases that can store the Saint Graphs and bonds of Servants you’ve summoned or even simply made contracts with, so that you don’t lose your friends even if you have to unsummon them. You can also simply have your Servants roam around the facility in low-power mode, as weak as a human but requiring next to no upkeep. And finally, all this is powered by the Fire of Prometheus generator, a magical energy generator that strangely always seems to be able to provide as much energy as the Chaldea facilities require. Perhaps a certain immortal mage is behind this. As the director of Chaldea, you’ll be in the middle of the coming conflict. Stay safe, and remember to take care of your new facility.",,,
52,,600,Wizard's Tower,Fate/Legends: Garden of Avalon,"Avalon is the land of the fairies, an almost unreachable realm that has only seen a handful of human, partially or fully, visitors in all of time. Within Avalon, there can be found smaller realms, such as the one that Merlin will eventually come to be imprisoned within. The realm you find yourself with access to is similar to that realm but does not imprison you. This place, a small dimension measuring a few miles across, is filled with a field of gorgeous flowers. In the centre of the dimension is a tall wizard’s tower. There are many rooms, workshops and laboratories within this tower, filled with extremely rare materials, resources, reagents and magical curios, as well as a fair few creature comforts and luxuries. Many of these resources will replenish in time too. There are even a great deal of books written on various magical subjects, some by Merlin himself and some by those much older than even him. You may enter this realm with just a thought, through all but the most powerful and thorough of preventions against dimensional travel, and exit out into any location without those most powerful protections. While others can potentially invade your dimension should they find out about it, the tower realm has protections against invasion on a similar level to the sheath Avalon does when activated.",,,
53,,600,Dun Scaith,Fate/Legends: Land of Shadows,"A dark land, one where monsters roam and the great hermits that grew beyond the mortal world have come to call home. The Land of Shadows has granted access to you and unlike many of it’s inhabitants, you may come and go as you please. You posses an enormous castle in this sunless dimension, one the size of a small city in the world of mortals. Not that anyone else lives there but it makes for an impressive home. There are many strange beings in this land that unlike normal, avoid you unless you go looking for them. Mighty beasts with which to hone your skills and power against, ancient and immortal hermits with almost no end to the skills and knowledge they could dispense should you prove an interesting disciple. Perhaps even a travelling partner could be found here, a woman who seeks something to spice up her life after so many years of only wanting it all to end. For a supposedly dead land, there are many great resources to be found. Additionally, you also have the ability to summon the Gate of Skye, a massive ghostly projection that leads to and from the Land of Shadows. Unless they come with your permission, being in the presence of this Gate when it opens is a terrible idea, as it sucks away the life force of those caught in it’s vicinity in just seconds, requiring immense magical energy reserves or supernatural luck to avoid such a thing happening. This cannot be imported into. The occupants, monsters and people, of this land are new in each world, fitting to where you find yourself.",,,
54,,600,Dark Maana,Fate/Saber Wars,"That’s no moon! It’s the Dark Maana! That huge dark orb in the sky is a massive space station, constructed with cutting edge technology and a core of primordial mystery from the previous universe. That mystery provides immense power for the station, letting it run all the technology and facilities found within. The fortress itself is almost unbreakable due to this construction, holding up to anything less than a powerful Noble Phantasm without a scratch. 

It’s literally a city inside, able to house the headquarters of a galaxy spanning evil organisation, and already has the thousands of minions needed to run the space station itself. A fleet of over fifty powerful warships patrols the sphere, only a portion of what the station could dock as there are multiple airports and launching pads throughout. The base itself is heavily guarded, externally and from within, letting it serve as the perfect homebase for any kind of faction. 

Additionally, due to the way it was made, the Maana is an extremely potent site for all magical rituals. Not only does it act to vastly enhance the power of such things, it can even alter their parameters, changing targets or the rules to be significantly more in your favour. A ritual to resurrect a primordial goddess could instead focus all her power into a suitable host, leaving out the unneeded personality.",,,
55,,600,Demon Empire,Grand Foreigner,"When Ainz asked Baal what his deepest desire was Baal told him that he wanted to create a kingdom for his people. Admittedly this was mostly due to him proclaiming that he can’t actually be a king if he lacks a kingdom. This is an entire planet designed to be inhabited by Demons. It is filled with various demonic entities of all types. There are a couple billion demonic beings throughout this world. This world comes with fully developed cities and all of the other infrastructure needed to fully support this population. You are considered the ruler of this world and have the absolute loyalty of all the demons here. Post-jump you may turn this empire into a warehouse attachment. Lastly, if you purchase this item multiple times then you may either merge the planets into one super-sized kingdom or effectively create your own solar system with multiple demon worlds.",,,
56,,600,Hueco Mundo,Vasto of White,"Hueco Mundo is a unique dimension created by Shirou using his Reality Marble to forge it into existence. This world was originally intended to be a safe haven for Hollows, where they could live and grow without fear of persecution. By purchasing this item, you can create your own version of Hueco Mundo and become its master. This world will be a sanctuary where you can enhance your powers and the powers of those within it. While in this dimension, your abilities will be supercharged to an incredible degree. In addition the world itself can be used as a weapon. Both Shirou and Yhwach used their respective realms as powerful weapons when it finally came time for each of them to fight. 

This world has the ability to naturally give birth to and enhance those within it. By default, the world will be suited for Hollows and Arrancar, but you may customize it to be suited for other beings if you wish. For example, if you desire a world that is suitable for the Shinigami, you may modify it to be so. This item can be purchased multiple times if you have the resources to do so, allowing you to create multiple versions of Hueco Mundo with different characteristics.",,,
57,,600,Upon the Fields of Avalon,Fate/Hollow Ataraxia,"As an immortal spirit, you have fought long and hard for your cause. You have earned your place among the heroic spirits, but even then you have earned far more. You may create your own version of an afterlife with this perk. You may design it however you want, but nothing done, seen, nor heard can be taken out of it. This means that, should you exit this “afterlife,” you will remember nothing of what took place while you were in it. You can only enter this afterlife upon death; if you have perks that allow you to come back to life, you may choose to be resurrected when you are done living in your afterlife. Time stands still while in the afterlife if you are not permanently dead (otherwise it’s 1-1 with your reality), so no time will pass aside from what happened once you died to the point that you come back to life. It is possible for others to enter your version of the afterlife, but in order to do so they must qualify for heroic spirit status, and even then... Should you actually die permanently, you may choose to abolish this “afterlife” if you so desire. Every time you end up in the afterlife, you will regain your memories of time spent previously in it (as well as any and all memories you may have forgotten or lost somehow). Note that this “afterlife” does nothing to help bring you back to life (you must already possess a way to resurrect before dying or have someone in the real world resurrect you). This perk does absolutely nothing on its own to prevent your chain from ending. People in your afterlife may leave it whenever they desire but will be ineligible to come back unless they left because they came back to life. To be clear, your afterlife can be most anything that you want (so long as you’re not trying to abuse this perk somehow to gain far more than what is clearly intended).

Capstone: Your custom “afterlife” has now become an alternate dimension instead. While able to function as the above if you so desire, you can now enter and exit it freely. Those who qualify may also be brought along, though the restriction on bringing or taking things from the afterlife still exists. While you won’t be able to remember what happened during your time in this dimension, you will be able to access vague memories through your dreams (this can’t be affected by any perks; the memories will always be vague). Additionally, should you acquire or already possess a full fledged religion of your own, you may make this afterlife an official afterlife of your religion where all of your followers go when they die. You may optionally section off your afterlife into divided spaces based off of whether someone was eligible to be a heroic spirit or not (you may also connect these divided spaces as you desire).",,,
58,,600,The Forbidden Library of Bibliotheca,The Holy Man of Church Creek ,"The Forbidden Library of Bibliotheca stands as the pinnacle of knowledge, a vast repository that transcends time and space. Created and curated by the Great Demon Dantalion, this magnificent library holds within its hallowed halls the sum total of all knowledge that exists in the known and unknown realms. Within the grand architecture of Bibliotheca, countless shelves stretch to infinity, adorned with tomes, scrolls, and manuscripts that contain the accumulated wisdom of civilizations past and present. Every subject, from history to science, magic to philosophy, is meticulously documented within its vast collection. No matter the query or curiosity, Bibliotheca holds the answer.

Beyond conventional knowledge, the library delves into forbidden secrets and esoteric lore. Hidden among the shelves lie forbidden tomes, manuscripts of arcane rituals, and writings that resonate with the very essence of the universe. These pages whisper ancient truths and unlock the mysteries that lie at the roots of reality itself. Here, the seeker of knowledge can uncover the forbidden and explore the depths of forbidden wisdom. Post-jump, it seamlessly expands its collection to encompass the knowledge of the new setting. It becomes a nexus of understanding, absorbing the wisdom and lore of each world it enters.

Lastly, the library will come fully staffed by a group of faithful librarians. These librarians possess extraordinary expertise in various fields of study, they can tirelessly seek out and organize the vast expanse of knowledge within Bibliotheca, making it readily accessible to those who seek enlightenment. The librarians of Bibliotheca are devoted and knowledgeable guides in the pursuit of knowledge. They are not only adept at locating information swiftly but also possess the ability to conduct research and decipher the most cryptic of texts. With their assistance, you can delve into the depths of ancient mysteries, uncover hidden truths, and explore the untapped potential of forbidden knowledge.",,,
59,,600,The Kingdom of Heaven,The Holy Man of Church Creek,"Welcome to the ethereal realm of the Kingdom of Heaven, a majestic city that floats gracefully amidst the billowing clouds. This celestial kingdom is composed of the Seven Heavens, each embodying its own unique purpose and grandeur. Ascending to the First Heaven, you will find yourself amidst the shimmering realm where reincarnated souls and lower-level angels dwell. This heaven serves as the primary bastion, fortifying the defenses of Heaven itself against all threats that may arise. It is a realm where the harmony of souls resonates, forming an unbreakable bond. Venturing further into the Second Heaven, you will witness a domain of imprisonment, designed to confine the traitors of Heaven and those who pose the greatest threats to its sanctity. Here, the eternal flames of justice burn, forever warding off discord and treachery.

The Third Heaven unfolds before you, a vast and immeasurable realm that houses the souls of devout worshippers. Stretching to the farthest horizons, this divine realm embraces the Tree of Life, a symbol of eternal vitality and the interconnectedness of all living beings. Behold the Fourth Heaven, a realm of unparalleled beauty and serenity, where the mythical Garden of Eden flourishes in all its glory. Here, you shall discover the sacred Tree of Wisdom, its branches reaching towards the heavens, bearing the fruits of unparalleled knowledge and enlightenment.

In the Fifth Heaven, the vast expanse transforms into an unparalleled research center, where the inquisitive minds of the Grigori delve into the mysteries of the cosmos. Laboratories of unimaginable complexity and sophistication pave the way for groundbreaking discoveries and inventions that shape the very fabric of existence. Ascend to the Sixth Heaven, the beating heart of the celestial realm, where the majestic Seraphs reside in their radiant glory. This celestial core is fortified by a formidable barrier, impervious to all but the mightiest of Skyfathers. Within its protective embrace, the Seraphs safeguard the essence of Heaven and embody the pinnacle of celestial power.

Finally, reach the Seventh Heaven, the celestial abode of the divine Creator itself. This sacred realm serves as the dwelling place of God, the ultimate source of all creation. Within its sacred halls lie the intricate systems that govern the celestial realms, weaving the tapestry of existence itself. Accompanying your acquisition of the Kingdom of Heaven is a formidable host of angels, an awe-inspiring army led by a dozen Seraphim. These celestial warriors stand as paragons of strength and virtue, ever ready to defend the sanctity of Heaven and serve you should you call upon them. You may freely design any of these Angels including their appearances and personality if you wish.",,,
