0,,CP Cost,Name,Jumpchain,Description,PERKS,COVER,69
,,400,I Wish To Live As A Man,Fate/Grand Order,"God himself could come down from the Heavens and tell you your purpose...and you’d be able to tell him to jog right on. Your life is your own, not bound to anyone else’s’ desires or beliefs about how you should proceed. Your fate and destiny is unalterable by the unnatural influence of any other being, even He Himself, and you are free from any feelings of obligation that you do not willingly take on. Merely having abilities that grant power will never make you feel like you should need to use them nor will anyone ask for you to do so or expect it. Everyone around you understands that the actions you take will be those you decide to do and that the only way to change that would be to forcibly take control of your mind or body away from you.",,,
,,400,Saint of the Shield,Fate/Legends: Oasis of Fantasy ,"Faith alone cannot protect someone from all the evils that are present in this world. Believing that you cannot be harmed because you are faithful is just arrogance dressed in religious finery. But believing that there are heroes who can stand up to those evils? Perhaps even faith that you could protect others from them? That’s some true power. You have become a nigh-invulnerable fortress. Your body is now hundreds of times tougher than it would normally be, such that a normal human would be impervious to anything short of a powerful wizard or magical warrior. Your resistance to the foul sorcery of witches and dark beings is now such that only the Grandest wizards will be able to affect you. Even should you be harmed, your body can continue on through any battle.

Even starving, exhausted from a week of battle, with your skull split open by an axe and your body barely holding itself together with mere threads of flesh and bone- you would not break nor bow nor cease to fight at your fullest capability. There is yet work to do in the name of good and if you fell here, there’d be one less hero to save those in need.",,,
,,400,High Tier Physical Immunity,Grand Foreigner,"High Tier Physical Immunity is a skill that virtually everyone acquires in Yggdrasil once they reach a high enough level. This skill protects them from any damage. You cannot be harmed by any attack of A rank or lower. Normal damage, Noble Phantasms, and any other attack must be of a certain level to affect you in any way. For example, aside from threats such as powerful Noble Phantasms and Servants no one can hurt you in this world with this perk. Granted this only prevents them from affecting you.

So for example if Artoria used Excalibur on you this perk wouldn’t offer any resistance to the attack. The most important part of this perk is that it will scale with your strength. Once you reach a high enough level it will automatically block anything that is 80% of your full power or below. So if your full power was equivalent to level 1000 then only attacks at level 801 or higher would even be capable of touching you.",,,
,,400,Barrier Master,The Holy Man of The Church Creek,"Through your deep connection to energy and your understanding of defensive arts, you possess an exceptional talent for creating powerful wards and defensive barriers. Your abilities in this realm extend beyond conventional limitations, allowing you to erect formidable defenses that can repel and restrain a wide range of adversaries. With this perk, you gain the expertise to create barriers and wards tailored to your specific needs. You can infuse these defenses with your own energy, amplifying their effectiveness and imbuing them with potent power. Your barriers can become impervious to many forms of attack, standing as impenetrable fortresses against those who seek to harm you or your allies.

 Furthermore, your mastery of defensive arts allows you to customize your barriers to target specific types of beings or phenomena. Whether it is demons, supernatural entities, or any other specific threat, you can strengthen your defenses against their particular abilities and vulnerabilities. Your barriers become especially effective against these chosen adversaries, offering increased resistance and preventing their entry with greater efficacy. Your expertise in barrier magic also extends to warding against divine opposition. Your defensive structures have the power to repel and cause discomfort to those who bear ill will towards your allies.",,,
,,400,Little World Maker ,Fate/Legends: Empires of Antiquity,"There’s a reason many witches come to be quite sedentary with their lives, especially as they become older and more skilled. It’s the same reason few dare to approach the fortress you may call home, your enormous talent for creating magical territories. You’ve got extreme, almost unheard of, ability to create Bounded Fields, areas filled with magical energy that can apply a variety of magical spells to those within, and similar magical constructs, as well as the knowledge to apply a huge variety of effects. Fields to alert you of intruders and provide information on them, to greatly buff your powers while decreasing those of your enemies, that automatically attack intruders with preset spells and more. Your fields are significantly stronger than normal for the energy that you put in and much larger in scale as well, such that any decent witch could cover a small town in a single field without an issue and a great one could surround a sizeable island in many at once. You find it easy to enchant your fields with spells or magic that you know and can effortlessly link your fields to aspects of the environment they are on or around, such as to leylines to power them independently from you or even to people to create mobile fields. Should you have the time and resources, you can make a home base that is almost impenetrable to any hero. Eventually, with enough skill in other fields of magic, it may even be possible for you to turn the Bounded Field magic into something approaching the rather more impressive Reality Marbles.",,,
,,500,Nightengale's Pledge,Grand Foreigner,"Nightingale’s Pledge is a Noble Phantasm used by Florence Nightingale to heal others. While activating this Noble Phantasm the user will summon an angelic construct in a doctor's outfit. Upon activation the surrounding area is declared a safe zone. Within this zone it is impossible for sickness, injuries, pain, or any form of violence to occur. It is quite literally impossible for anyone to hurt another making it the ultimate form of pacification. For example, you could stab someone with a sword, but the blade would be unable to pierce or even bruise the target.",,,
,,600,Incorruptible,Fate/Kaleid Liner Prisma Illya ,Something about the nature of your existence is different. You can draw on powers that would corrupt others instantly with no negative repercussions. Your mind is your own and no powers you use will alter it in any manner without your agreement.,,,
,,600,Perfect Vessel,Fate/Zero,"Through nature or by design, you are the perfect container for any sort of energy or spirit or corruptive substance. Whether it be All the Evils of the World or a truly staggering amount of magical energy or even another soul, you can contain it all within yourself and safely too. There is no limit on the amount that can be sealed within you or the sorts of energy or substances. Once it is sealed within you, whatever it is, the only way it can be removed is with your own willing cooperation. The only limits are that, so long as it is affected by the protective feature of this ability, you cannot use what is stored within you by any means, no matter what. The moment you access any energy, being or material sealed within you, it loses the protection of this ability and becomes potentially able to harm you if it normally would. Secondly, you must possess some manner of sealing ability to make the best use of this perk, as it does not come with any of its own.",,,
,,600,I Am Here,Fate/Grand Order,"Do they think that just because you’re fictional, you have any less right to exist? That you’re just going to fade away once your time in the limelight is over, to be forgotten for the next big, exciting character? They’ve got a whole different thing coming if they think you’re just going to roll over and disappear. You don’t need anything or anyone else to exist and will do so no matter your state, even if the Gods themselves disapprove of you continuing to do so. You require no energy to maintain your existence, though you may still need to eat to have energy to let your body work, and you will be able to exist even if you lack supposedly necessary components to do so. A Servant would need no master, grail system and no mana to continue to exist as normal. Even if you were an entirely fictional being from a fictional world, you could live in the real world without any issues at all. And of course, it is impossible to simply negate your existence. You can be killed but if someone wants that, they’ll have to at least acknowledge your existence as they do so.",,,
,,600,Lord Camelot,Grand Foreigner,"Lord Camelot is the Noble Phantasm of Mashu and Galahad. This Noble Phantasm can summon the main fortress of Camelot turning it into a powerful barrier. This power lacks any offense in capabilities, but it is considered to be one of the most powerful defenses that any Servant can call upon as its strength is dependent upon the will power of the user. Even most destructive Noble Phantasms such as Excalibur would have extreme difficulty even damaging this barrier. Though the cost of resisting such a powerful attack can greatly drain the user's energy and will power/concentration.",,,
,,600,Observed Universe,Fate/Extra CCC,"Time works thus; the past has passed, the future is yet to be determined, and all that truly matters is the present. It is in the present that the future is decided, and you won’t let no godly machine dictate what will happen to you. This may or may not be a correct statement on the mechanics of timelines, but when you act, it sure seems accurate. No fate can hold you down, no prediction can accurately calculate your actions, no amount of enforcement of a specific timeline is able to stop you from truly changing the future. You would utterly baffle the Moon Cell’s logical processing of possibilities, and as long as you are able to arrive at the time of an ascension, you could outright undo any retroactive changes to the timeline.

Of course, actually being able to make a change will depend entirely on you. Being able to change the future through your actions in the present won’t mean anything if you don’t have the might to actually change things in the first place. And, well, most being that this sort of thing would be useful for are quite powerful indeed, aren’t they? But should you gain the power to make a real difference, the absolute commandments of the gods are no longer as absolute as they seemed.",,,
,,600,Armor of Fafnir,Grand Foreigner,"The Armor of Fafnir also known as the Blood Armor of the Evil Dragon is a Noble Phantasm used by Seigfried. This phantasm embodies his legend of bathing in the dragon’s blood making the user invulnerable to all weapons. Any attack be it a weapon, spell, or ritual equal to B-rank will be canceled out. Additionally should an attack pierce this barrier the damage that should have been blocked will be subtracted weakening it. For example, the average A-rank attack will be weakened to an E-rank attack. Lastly, since you are paying for this ability it will lack Seigfried’s weak point. This means that if someone wants to kill you they are going to have to do it properly.",,,
,,600,Andreias Amarantos,Fate/Legends: Empires of Antiquity ,"Having been bathed in holy flames blessed by the Gods of Olympus when you were younger, you share a similar blessing as Achilles. Your body has become invincible, at least in regards to those that lack the divine. Any attack, no matter the power or nature, will fail to harm your body should it not be delivered by a divine weapon or a divine being, even magic or powerful conceptual weapons. To truly pass this defense, the divinity must be equal to that of at least a demigod with one powerful parent or the equivalent, and lesser amounts of divinity will result in only a small percentage of the incoming attack being able to affect you. It is also possible for enemies to trick their way past this blessing, by attacking with an ‘act of friendship’, such as being bitten by a vampire who intends to turn you into a vampire like them. Finally, your one true weakness that all can strike at, is that one of your heels were unable to be covered in the fires and not only does that heel lack your invincibility, specifically striking it with enough power to damage the heel will result in your invincibility being deactivated for a full day.",,,
,,600,Master of Many Resistance EX,Grand Foreigner,"Master of Many Resistances EX is a skill that grants the user immunity to nearly all status effects. Everything from resistance to specific diseases, to special weapons can be gained with this skill. Though the more general this protection is the less effective the skill becomes. For example, you could acquire complete protection from a single specific type of attack, or you could have a decent resistance against everything. You may freely shift this parameter at will, but you will only retain your active resistances.",,,
,,800,Nega Messiah,The Holy Man of The Church Creek,"You have absorbed the essence of Beast VI/L, the incarnation of ruin and the harbinger of the apocalypse receiving his Nega-Skill. The Nega Messiah skill grants you unparalleled defensive capabilities, allowing you to nullify any attack intended to harm you. Like a boundless shield, a constant bounded field surrounds your body, effortlessly negating any offensive action directed towards you. Just as Beast VI/L was capable of passively accepting and absorbing the destructive power of its attackers, you possess the ability to effortlessly absorb and nullify the harmful intent and energy behind any assault aimed at you. No matter the strength or nature of the attack, it will be rendered futile against your impervious defense. Lastly, your very presence signifies the approaching end of all things, as you embody the entity that brings about the apocalypse. This grants you an aura of undeniable foreboding, instilling fear and hesitation in your adversaries. Your opponents will likely find themselves questioning their ability to challenge you in the face of your overwhelming destructive potential.",,,
,,1000,God Hand,The Holy Man of The Church Creek,"This is the legendary Noble Phantasm of the mythic hero, Heracles - the God Hand. Your body will become on par with divine-class conceptual armor, rendering you nearly invulnerable. The unique aspect of God Hand is that any method that manages to kill you once will be rendered ineffective against you in subsequent encounters, granting you a total of eleven lives.

In addition, these boons will be permanent, making you a constantly growing warrior. It symbolizes the monumental achievement of Heracles' twelve labor in Greek mythology, granting you the ability to endure and overcome any obstacle that stands in your way. With this ability, death is not the end but the beginning, and you will emerge from each battle stronger than before. Lastly, these lives will be restored every ten years or once per jump whichever is shorter",,,
