0,,CP Cost,Name,Jumpchain,Description,PERKS,COVER,46
40,,600,National Deity,Fate/Legends: Strange New World ,"Gods can grow and change with the right impetus, even their vaunted authorities are not as static as many might like. But none have the control that you seem to have. This perk grants an extra Authority of the Gods, perhaps even your first if you were not a God already. Equal to your other Authorities if you had some or around the level of a lower level God if not, such that offensive use of the Authority could destroy a small mountain at best. What is unique about this Authority is that you are able to change it and attach it to groups of things that you have fully created or majorly contributed to the creation of. A country that you founded, a faction that you were part of the founding members, lands that you formed and populated, even a family line that was first birthed from you.

Your ‘floating’ Authority can attach to one of these things at a time, allowing you to control and manipulate it. The Authority will grow in power as it’s subject grows, depending on what it is. A country will expand your Authority as it grows in size, military power, economic power, political influence and more. A family Authority may expand as the power of loyal family members grows or the size of the family does. Uniquely, as your Authority grows, it will also improve your physical and magical power as a God to match and even, at a much smaller rate, grow other Authorities you possess so that they are at least in the same range of power as your floating Authority from this perk. When you swap the target of this Authority, it will reset the power of this Authority but the growth
to your personal power and your other Authorities will remain, though they will not grow again until your custom Authority reaches the power it had before swapping.

Finally, you are able to split off fragments of your custom Authority and with it fragments of your other powers. This allows you to gift them to other beings, imbuing them with not only minor Authorities over this concept themselves but also enhanced or entirely new abilities elsewhere. Prophets of God, as it were. These can be recalled at any time.

A section at the end gives further details to Authorities",,,
41,,600,Hack the World,Fate/Extella,"The right position and enough time taught you far more than the Moon Cell may have intended for you to gain access to. The Moon Cell is nothing more than a hyper-complex computer system when you get to the very basics, a system you’ve become able to manipulate. A form of wizardry far and away beyond modern magus code casts, you’ve learned to hack into the reality around you. While large scale operations are time consuming, and difficult in a time when the Moon Cell isn’t being distracted from correcting your changes, you are very skilled in altering reality on the local scale. Replicating most magical effects is easy, even high level spells such as dimensional shields that can protect against anything short of a powerful Phantasm release. Changing how the laws of physics are working, directly upgrading or altering a Servant’s spiritual core and more. It only takes a bit of time to apply your newfound abilities to the reality outside of the Moon Cell. A benefit to how faithful the Moon Cell is to reality.",,,
42,,600,Saver,Fate/Legends: Nirvana Yuga,"At the origin of the world, there lies truth. Only through a perfect understanding of yourself, the world around you and the nature of existence can it be reached. A level beyond mere enlightenment in a religious sense, it is an achievement of spirituality that only Shakyamuni has truly reached. And now one other. The universe is forced to acknowledge what you are now, a golden light emanating from your presence that brings all things to peace before you. Demons are reduced to the strength and will of babes, the chaos of the natural world calming before your path and the flowers of the lotus blooming in your footsteps. Only those with enlightened natures of their own, for peace or perversion, and those of enough strength to operate at the level on the scale of celestial objects themselves can resist this light fully, though those of a inhuman nature are less effected than full humans. 

Towards your inner self, your enlightenment has also led to an understanding between your body and the rest of the world. Offence against you, from normal blows to conceptual attacks or magic, finds itself reduced in power by your own overall endurance before it is allowed to strike you. In effect, if something cannot kill you in one strike at least, it will not hurt you at all, and would need to do so twice over to kill you. An effect of this protection that reaching Humanity’s truth has granted is that outside forces are unable to interfere with your mind at all and those who are named as the Beasts of Humanity, and their like, can be understood and connected with in ways not normally possible for the mad creatures. 

To know Truth as you do is to rule, to be placed at the throne of existence. Because of your nature and the light that shines from you, you have the right of governance over reality around you. Through the light of your sagacious soul, you command the universe to act in your wishes and it responds with eagerness. Reality itself warps, in similar ways to the use of the powerful Authorities of the Gods, though your governance takes precedence over even their commands. Your rights extend to the scale of the entire Solar System, allowing you to manipulate events within such an area and on the scale of whole worlds. However, this is true governance, not only your powers. It relies on you requesting this of the world around you and while it will listen, it can struggle to act on an incredibly fine scale. Yours is a being that exists beyond human imagination and that can cause conflict if you wish to interfere in the lives of individual humans, your powers struggling to go beneath the scale of a village in what they effect. However, because it is the universe acting in response to your commands, it is a simple matter to give many orders in quick succession, as it is carried out in accordance to your will by reality. Commands could even be set up to have conditions or go into action at a certain time. And, as before, those who share enlightenment in their own right can resist or fight back against this control, perhaps using their own powers in spite of your abilities.",,,
43,,600,Wishcraft,Fate/Revelation Online,"In the world of Fate, the concepts of the Holy Grail and wish granting go hand in hand. Regardless of how it happened, you now possess the ability of Wishcraft, and can now grant wishes, should you so desire. Wishcraft, specifically, is a mix of Magecraft and a Sorcery Trait. It specifically allows its user to substitute knowledge of how to perform a spell with power. In more subtle applications, you can use Wishcraft to cut corners on spells that you are still working on, or bridge gaps you have in your knowledge base, and all for a slightly larger spell cost. If you are a spell developer, you could also study the Wishcraft cast version and then try to reverse engineer the method that Wishcraft used and improve upon it. However, this isn't the perception people usually have of Wishcraft. It's more famous aspect is about large and flashy acts. If provided with enough power, Wishcraft can achieve almost anything. While more understanding, even vague directions or concepts, can drastically decrease the power cost, Wishcraft can achieve most things with just a goal. In general, the more understanding you have about how to achieve your goal, and the simpler, smaller scale, and more objective the goal is, then the easier it is to use Wishcraft to achieve that goal. Inversely, complicated, large scale, and vague goals that you have no concrete method of achieving are incredibly hard to achieve with Wishcraft. Still, even with that, Wishcraft is an incredibly useful and powerful ability to have, and has nearly limitless applications",,,
44,,800,Id_es,Fate/Extra CCC,"How dirty. Not even pretending you’re following the rules, are you? It is unclear on how you have obtained such a thing, but now you get the option to obtain one of the so-called “id_es” skills, complete cheats made by transforming and empowering a skill into complete absurdity, to the point they could rightfully be called cheat skills. If you want, you may pick one of the existing id_es skills shown. From Passionlip’s Trash & Crush which can reduce and compress anything at all into a 5x5x5 gray cube, even the mass of the target being reduced to 1/10th of what it was, evolved from the Skill ‘Monstrous Strength’. Perhaps you want the All Drain, which lets Meltryllis absorb anything with a solid form she can inject her “honey” into, stealing the target’s abilities, power, and self, and maybe even turn others into copies of you, evolved from the Skill ‘Absorption’. Perhaps you’ll want Crack Ice, letting Violet completely paralyze anything within her field of sight, although it won’t extend to stopping the minds of your targets.

If you possess some other ability you are fond of, you may choose to transform and empower that ability instead, elevating it into a similar level of absurdity as the examples given. Well, these skills aren’t unbeatable. Meltryllis was defeated by tricking her into absorbing a poison developed from her own virus, and Trash & Crush will take longer than an instant against objects larger than a Sakura Labyrinth floor, so pay attention to what kind of id_es you obtain, and keep in mind any weaknesses.",,,
45,,800,Divine Origin,Fate/Extra CCC,"The cause of your birth, and what you will return to in the end. That is the Origin of being. You are not merely what you seem to be, for you have great potential in you, potential able to contest even against the absolute. Should you perform the right ritual, involving letting someone dive into the deepest recesses of your own soul, and defeating the incredibly powerful guardian within, you will unlock a power beyond even the most powerful Servants. You would be able to contest against the Moon Cell itself on equal terms with such power, and any abilities that reject events, such as the Domina Coronam, will be unable to deny you. Additionally, you have a greater self, of sorts, a being even more powerful than even your unlocked potential, on the scale of the Goddess of the Sun, Amaterasu herself. There are caveats to both of these paths to your potential.

First, unlocking your Origin is a power greater than yourself. Without some way to upgrade your form, your soul, your mind, using the power of your Origin will strain you greatly, and you’ll only be able to use it once a fight in every jump lest it destroys you. Surely not a great downside, unless you are ambitious. Second, your Origin provides raw power, not scale or versatility. It’ll let you fight against the Moon Cell’s power concentrated into a single form, but the Moon Cell’s capacity to witness and record the past, present, and future, and to maintain an entire digital reality, are things your Origin has nothing to do with. Third, growing into your greater self will render the power of your Origin redundant, yet will require more than a simple ritual to obtain. An unbroken thousand years of daily effort will be required to reach the daunting scale of the Sun itself. Fourth, even after reaching the scale of a true Star, you might find some of your limbs obtaining minds of their own, based on fragments of your own personality, who will possess a measure of your own power. They are not guaranteed to be loyal or even able to get along with you, or each other, but they are based on you, so surely you wouldn’t be the kind of person to be intolerant of other instances of yourself? You could eject them from your being, but that would diminish you, and they might come back, angry at the betrayal. Perhaps it’d be best to learn how to get along.",,,
46,,1000,Noble Phantasm (Innate),Generic Nasuverse,"You may select an innate Noble Phantasm of rank A or below from any servant. Innate Noble Phantasms aren't necessarily stronger than item type Noble Phantasms, but they usually are. Even if they aren't, they're often more flexible.

You may choose to make minor cosmetic changes to it, if it has some form of physical manifestation, and to change the true name of the Noble Phantasm, but the actual functions and abilities of the Noble Phantasm will remain the same.",,,
47,,1000,Protogenoi,Fate/Myth,"You are one of the oldest Gods or Goddess, your brothers and Sisters have long ago passed from this world. The Earth Mothers, Sky Fathers, the first primordial gods were those that you called your siblings and like them you have great power. Choose one thing, and you are tied to it, From “The Heavens” to “Water” to “Earth” as long as this exists so too, will you. Someone must destroy this thing or sever you from your power or connection to truly kill you. This “Domain” if you can call it something so mundane can be controlled at a Solar System level. You also cannot be simply “Unmade” or other such nonsense unless the being doing so can “Unmake” your very concept. You’ll find all godly or holy powers being boosted to at least the level of a highly powerful god, such as an Olympian or similar being. As well As tapping into the faith of your followers to either boost your power, or to substitute their faith in you for other matters that need faith(Such as Dark Soul Miracles or a special door only opening if you have enough faith, whatever)",,,
48,,1400,Artificial Swirl of the Root,Generic Nasuverse,"Eastern Philosophical magecraft uses an Artificial Swirl of the Root as the foundation for itself. This Artificial Root, also known as the Philosophy Foundation, was built by gods known as Xian. It's essentially a supermassive mystic code fused into the planet.

Eastern mages use their version of Magic Crests, known as Philosophy Keys, to access sections of this Artificial Root. This gives them the ability to learn and use certain forms of magecraft. Different keys give access to different Mysteries.

But that's not important. What's important is that this is an Artificial Swirl of the Root built directly into you. It records all knowledge, magic, and Mystery you come into contact with, sorting and categorizing it. More potent, complex magic and knowledge needs more exposure to be fully recorded compared to basic magic and knowledge.

You can learn anything stored within this Artificial Root without suffering any abnormal effects. For example, a magic that normally drives people insane when they learn it could be learned without issues. But a ritual that uses your life force as a component in the ritual would still suck out your life force when you use it.

More than acting as the ultimate library, it also acts as a source of magical energy. At base, it gives 1,000 units of magical energy. But this number grows as the Artificial Root develops over time and through recording and cataloging more information.

This growth will be rapid at first, reaching 3,000 units within a few years (assuming you're being exposed to plenty of magic). But it tapers off as it learns all the easily acquired information and needs more time to unravel the more complex nuances.",,,
49,,1500,True Magic,Generic Nasuverse,"The modern True Magics didn’t exist during the Age of Gods. Since mages from the Age of Gods could learn and use other powerful Mysteries that would allow them to mimic the power of the modern True Magics, the price has been lowered for the Age of Gods. However, they would still be very powerful Mysteries even back then. Hence why they’re still expensive.

You may purchase this multiple times.

Select one of the True Magics. You now have the innate ability to use that Magic and an instinctive understanding of what can and can't be done with it. However, that's only a general understanding. Discovering precisely what you can and cannot do requires you to practice with it and to push yourself, as does truly mastering the Magic.

In other words, you won't be able to immediately travel to other worlds or draw infinite magic from the Kaleidoscope of Worlds if you pick the Second Magic. You'll have to actually train and practice to reach that level.

Only the Second and Third Magics have been properly explained and expounded upon. So for the other three magics, their descriptions will be more along the lines of educated guesswork than solid facts.

First - Denial of Nothingness:
Nobody is entirely certain what the domain of the First Magic is. However, it’s known to be related to the spontaneous creation of ether clumps. Ether clumps are essentially the building blocks of all that exists. So it’s a reasonable guess to assume that the First Magic governs the Creation of Something From Nothing.

Second - Kaleidoscope:
The Operation of Parallel Worlds. That is, to draw information, objects, knowledge, skills, and magical energy from parallel worlds and the space between worlds. It also allows for time travel, moving through space, and traveling to parallel worlds. There’s probably some other fancy stuff you can do with it, but that’s what we know it can do.

After acquiring your Spark, this would extend to all worlds, rather than being limited to the set of parallel worlds you currently exist in.

Third - Heaven's Feel
The Materialization and Manipulation of the Soul. Most notably, this allows you to turn your own soul into a spontaneous mana generating machine. That is, you can generate magical energy spontaneously. It also allows you to bring back the dead, to a certain extent. So long as the soul hasn’t fully returned to the Root, you can draw it back out.

The Third Magic is what is used to summon Servants from the Throne of Heroes. It’s also capable of granting a form of true immortality and manifesting your soul as a physical body (like what Servants are). There’s probably some other fancy stuff you can do with it, but that’s what we know it can do.

Fourth - Unknown:
For the purposes of this document, the Fourth True Magic is considered to be the absolute reduction of all things to nothingness. It is the exact opposite of the First Magic. With it, one is able to destroy something Eternal and to kill those with no concept of death. At higher levels it allows one to even affect concepts. For example, erasing your own concept of death to make yourself immortal.

Fifth - Magic Blue:
It’s unknown what the precise domain of the Fifth Magic is. It’s possible to use it to travel through time, but it’s also thought to be more than that. It’s strongly suspected to have a connection to Consumption and Extinction.

Sixth - ???:
You may choose to create your own True Magic. This is something that modern mages have theorized is possible, but haven’t thought would ever happen. The only restrictions on creating your True Magic is that it governs a single aspect of reality (you can apply it in however many ways you want, just so long as it only governs one thing) and that it’s something utterly impossible to reproduce using science or magecraft.

(AG Note - Since the AG does not work like a Jumpchain you do not need to wait for a Spark to use the Kaleidoscope to travel to other worlds. Rather it is merely a matter of skill and expertise at using the Kaleidoscope.)",,,
