0,,CP Cost,Name,Jumpchain,Description,PERKS,COVER,62
51,,600,Favoured Heiress,Witch on the Holy Night,"You know, it’s not always about hard work? Some people just have all the luck. Like you. You could be some ordinary girl who just happens to share a bloodline with a powerful magus family, and the patriarch would name you heir to his Magic. Or you could go off to apprentice under someone else to actually learn magecraft from, and luck into not only a mentor who surpasses conventional magecraft understanding but is actually a pretty great friend...in her own idiosyncratic way. Last but not least, you have a tendency to bump into people with a significant role to play in the world-and make a good first impression. If you ever need a favour beyond even your own considerable power, you’ll have plenty of capable folks to call in. Whether you’re scrounging for useful Mysteries or angling for a promotion in the Magus’ Association, the powers that be seem happy to give you leeway with underwhelming qualifications and you often bumble into first pick of the loot. Just remember, AN EASY LIFE IS NOTHING WITHOUT A RESPONSIBLE ATTITUDE",,,
52,,600,Bloody Valentine,Kara no Kyokai,"It is not always great leaders who gather a fanatical following. Sometimes a blank mirror can work in much the same way, reflecting the desires of madmen back on themselves, a never-ending loop of increasing fascination. People you know having a tendency to get extremely attached to you. Even if you yourself are quite bland, most of the people you know come to feel some more intense emotions for you. An ordinary ally might eventually see you as a close friend after a few months of working together, even if you’ve done nothing to normally make that happen beyond simple courtesy. But people that are already unhinged in some way will receive a far more potent effect. What might be an unsettling acquiantance may eventually come to see you as their dearest friend, whereas someone with a creepy crush might come to obsessively love you. While it isn’t just limited to intensifying positive emotions, it does make those who feel strong negative feelings towards you have a sort of reluctance towards your death. Perhaps the one they hate so much needs to see them succeed, so they can’t kill you for a while yet?",,,
53,,600,I am No One's Tool,Fate/Stay Night,"Most people, when faced with the sorts of tortures that just hearing about would give one nightmares, simply break under the pressure and misery. A rare few with the right sort of will might bend, damaged yet not broken. You? You don't even notice it. Even if you were viciously humiliated and abused for hours every day for years on end, you wouldn't budge an inch. Not only is your willpower so great, your physical endurance matches it as well. An entire day spent being beaten and forced to do hard labour would see you as energetic and chipper the next morning as if you had a full meal and rest. Only the absolute worst of pain would cause you to cry out and you'd easily be able to power through any shame or humiliation others cause you. Finally, even if someone committed the utterly vile acts it would take to break your spirit, you will always manage to pull yourself back together on your own, though it may take a bit of time.",,,
54,,600,One That Will Never Hurt Others,Kara no Kyokai: Ammy Edition,"You are a good boy, an exemplar of human kindness and decency only matched in sheer goodness by one Mikiya Kokutou. To start you're simply a good person; compassionate, empathetic, diligent, polite, and just a joy to be around, having a sort of down to earth charisma, not the “able to get people to do what you want” kind, but the kind that just helps people relax around you. 

You also have a sort of aura of normalcy, within which people are calmer, magic is slightly less effective, and peoples mental issues are lessened, though these effects will slowly reverse upon leaving its range. Each effect is toggleable.

	「　」 Boosted:
Well, it seems emptiness suits normal pretty well. Your aura of normalcy has evolved. Magic and the supernatural begin to peter out in your presence if you so choose, and people’s mental issues lessen faster. Uniquely, any issues affected by this aura don’t come back even if the person leaves the aura’s vicinity, allowing you to slowly heal the mentally disturbed permanently with your presence alone.",,,
55,,600,Modern Hero,Lord El-Melloi II Case Files,"You have the vanishingly rare traits necessary to become a Heroic Spirit in the Information Age. Indeed, you seem almost destined for it. You are more bold, more cunning, and more powerful than your attributes imply, and since you have the mind, body, and spirit of a true warrior, they imply quite a bit. You have the Luck to shape your own destiny, your actions have increased historical impact, and you can reach comparatively ridiculous heights of power through training and adventure, which never traumatizes you. Fame is also helpful, but martial achievement will allow you to develop great strength and wisdom, often in defiance of social and magical conventions. Furthermore, you have a unique, Sybil-like connection to the Heroic Spirit you have not yet become, and may call upon the Noble Phantasms and Skills you have already earned, from your own linear perspective.",,,
56,,600,Scarred Path,Kara no Kyokai,"Limitations are just barriers to be conquered. Every misery that is thrown down in your path is a step to rise even higher, to use the flaws that cripple your body to enhance your magic ever further. You find that when your body suffers and parts are lost to you, your magic will soon compensate, providing not only additional talent in a related field of magecraft to whatever part of you has been crippled but a sudden breakthrough to effectively replace it. The loss of your sight may result in developing a sudden breakthrough in clairvoyant spells or magecraft that allows for ESP that not only replaces your lost sight but may outright surpass it. A mangled arm may provide the inspiration to greatly increase your level of skill with telekinetic magecraft or some other kinetic field, allowing you to manipulate things from afar with natural ease and immense force, seemingly costing little energy to do so. It takes time, weeks or even months, for these talents to bloom but once they do, they will remain even if you regain what you originally lost.",,,
57,,600,Worthy Luck,Fate/Legends: Vive la France,"Charlemagne’s paladins would not have survived even a half of their adventures without the luck of heroes, particularly that seemingly inept young man called Astolfo. Luck takes a special form for the heroes like these, not solving issues for you but providing to you the tools that let you solve things yourself. At least, most of the time. Your great amount of fortune focuses on this, ensuring that enemies accidentally leave behind their magical blades for you to use, friends loan you just the obscure trinket you need before you go on an adventure that reveals a desperate need for it or you ‘accidentally’ seduce a village girl who turns out to be a noblewoman that can get you out of trouble later, should you prove your affections again in the jail cell you’ve been held in.

The greater the danger, the greater the benefit your luck will bring to you, though these uses must remain in the realm of what could be possible, and even in truly dire situations, where just an added tool or ally might not help, your luck can even temporarily bend what is possible. A sword strike might suddenly skip your neck instead of cutting it off, an ally moves faster than should be possible or you seem to have just enough energy for one last attack even after you already did your one last attack. These sudden surges of fortune are a staple of heroes when pushed to the edge but appear infrequently, no more than a handful of times each adventure. A hero relies on themselves after all, the luck is just an added bonus to smooth the edges over.",,,
58,,600,Ordinary Man,Fate/Grand Order,"You weren’t born with magical powers. You didn’t discover a mighty artefact. You didn’t have some magic old man to make you a king. You had yourself, your own human body and whatever weapons you could find. In a world of legendary heroes and terrible monsters, the odds say you should have died. Yet here you are, having earned your spot in the ranks of mankind’s legends. How? You got so damn good that you made the mundane become magical. Your ordinary fists went so far beyond the limits of human possibility that they become weapons of legend. Your skill with a gun so awe inspiring that the World itself can’t comprehend it as not being magical. Your swordsmanship literally warping space and time to try and keep up with your skills. You’ve got no limits on how far you can take any skill and the further you take any skill, the more magical it becomes. Become a great enough master and you might even see those ordinary skills forming into Noble Phantasms in their own right.",,,
59,,600,Just An Ordinary Human,Fate/Grand Order: SkyrimAnon,"The Last Master of Chaldea is allegedly a normal human person, yet somehow this ‘ordinary’ trait of theirs gets them in the good graces of nearly every person they come across, from arrogant rulers, to smug deities, and even actual monsters. Now, you've come to share this unique trait of theirs. The main thing this does is make you a very amiable person to essentially everyone, unless you're specifically spurning someone. Perhaps amiable is not a strong enough word, however. More accurately, you have a talent for getting along with anyone, from usually hostile man-eating monsters to otherwise indifferent gods. As a side note, you have an odd tendency to find attractive members of your preferred sex in quite unlikely places, such as an embodied Calamity that somehow came to desire for a wholesome romantic human marriage, despite their nature. These unlikely ‘waifus’ are almost always in positions that make them very valuable allies, too.

Additionally, this effect is seemingly orders of magnitude more potent with those who are ‘on your side’ in conflicts, whether as allies or merely friends, although if they are neutral this effect will be lessened, and you will need to defeat your enemies first before this works on them. Mere weeks of interacting with others would be enough to forge a strong friendship or brotherhood, even with those who are usually quite antisocial or unwilling to respect others as equals. A month or two would see such relationships become even stronger, potentially becoming a valued lover or an invaluable friend, and with some more work your bonds may become unbreakable, the kind of thing that could be termed true love or at least on its level. Fortunately for you, the more important you are to someone, the more easily you can get them to mellow out, so to speak. Genocidal goddesses hellbent on getting their revenge on humanity as a whole would be reduced to simp- I mean, focus their positive attention entirely on you to the degree they can't plot genocide on a large scale. Likewise will said positive attention be genuinely harmless to you, as even beings that would normally have a twisted view of affection will somehow come to learn of normal human intimacy and gleefully engage in it. Do be careful with the jealous ones.",,,
60,,600,Utterly Human,Fate/Extra CCC,"Humanity is destroying the world. It is slowly degrading into a dystopia of sorts, and this timeline is definitely not one of the good ones, with wars and destruction ravaging the Earth. And yet. There’s something about the human qualia that seems entrancing to the inhuman beings of this solar system. From gods, to demons, to monsters, and so on, time and time again humanity has not only triumphed, but sometimes even tamed such things, and the human quality of an iron will that moves forwards and prevails against even the most insurmountable odds wins the hearts of the inhuman and transforms them in the image of humanity time and time again. And now, you are human.

Not only a nigh unbreakable willpower to persist even in the face of absolute defeat, but you also seem to possess a strange form of luck. Impossible to predict by any logical process, as long as you keep moving forwards, as long as you raise your head in defiance of anything that might hold you down, you will always have an opportunity to prevail over any obstacle. Whether being thrown into an endless empty hell, faced with the worst the world has to offer, or simply having all chances of victory crushed in front of your very eyes, you will find a way to snatch victory from the jaws of defeat. However, you only get one opportunity. Should you falter in those important moments where the will to shape your own future is the most important, your luck will fail and your luck will run out. Don’t let the world hold you down, and always remember to keep moving forwards.

As a side note, due to this persistent quality of yours, or perhaps a questionable aspect of your plot ar-luck, you are oddly fortunate when it comes to romance. Perhaps too much so, even. You’ll be able to make good friends with essentially anyone you meet, but with those of your preferred gender especially, you are somehow an ideal partner. Simply by being yourself and interacting with plenty of people you’d build quite a sizable group of individuals enamored with you. You should take care, however. The more inhuman, crazy, or plain dangerous someone is, the more effectively this works on them. Watch out for yanderes. As a final note, if you purchase this perk you may choose to take Hakuno’s place, if for some reason you want their role in this world.",,,
61,,800,Worthy,Fate/Legends: Garden of Avalon,"Once every few centuries, someone special is born. The sort of person that you just know will be something great as soon as you see them, even as a child. In these times, that person is Arturia Pendragon, the future king of Britain. But what if there was another like her? You’ve been found worthy of the favour of the World now and been blessed for it. Your path is one of great destiny, paved with many gifts and prizes, leading to truly incredible feats. And all it takes from you is to take the first step to adventure. So long as you pursue great feats and pursuits, you’ll find yourself surrounded by advantages. Mentors and teachers of incredible skill and fame appear to teach you skills, spells and abilities. You’ll find yourself involved in many stories in favourable ways, gathering friends, allies and resources without even trying to gain them. As you attempt to improve yourself, so long as it is in the aim of accomplishing great things later on, you’ll find no end to the breakthroughs and leaps of progress you achieve. While on this golden path, you’ll be protected from many minor dangers and risks, never needing to fear dying or failing because of accidents or the threat of unimportant foes in your story. Finally, this blessing of the World has ensured your natural charisma has skyrocketed to immense heights. Even if you act as an emotionless robot, you could gather a small army of devoted and powerful retainers over just a few years. It has it’s limits though, don’t expect people to stick around forever if you never show them a smile. Whatever path you take, it is one where you are assured to reach the centre stage of the story.",,,
62,,1000,Figurehead,Generic Nasuverse,"You seem to attract overwhelmingly competent people like rotting meat attracts flies. They might not necessarily choose to work under you as a minion for the rest of their lives, but they’ll be predisposed to accepting you as their boss/leader.

Brilliant people tend to have titanic egos. It can sometimes make it hard for them to work together. But that’s not a problem for you. You’ll always be able to help people find common ground between them and form bonds of friendship. Or, at the very least, to prevent them from being enemies. (This only works so long as they both respect and like you and don’t see you as their enemy/opponent.)",,,
