0,Perk Name,Cost,Source,Description
56,Industrial Agriculture,50 CP,Vanilla Stellaris,"""Large-scale industrial farms growing nutrient-rich produce allow a civilization to increase its population manifold.""

You possess the expertise of someone who has run and overseen the construction of large-scale industrial farms. Your knowledge covers efficient cultivation, infrastructure planning, and resource management necessary to feed a growing population. While modest by futuristic standards, this foundational skill ensures food security and the capacity to support expansion wherever you settle."
57,Energy Burster,50 CP,Vanilla Stellaris,"""Fires bio-projectiles that emit bursts of energy upon impact, subtly enhancing the maneuverability of our vessels.""

Blueprints and the practical skills to grow/create Energy Burster devices are now part of your mental library. These unique bio-projectiles release controlled energy bursts on impact, providing a subtle boost to your vessels' maneuverability during combat. A unconventional tool for those who prefer to turn every engagement into an opportunity for tactical repositioning."
58,Vector Lock Cannon,50 CP,Vanilla Stellaris,"""Biologically enhanced projectiles are fired, countering evasive maneuvers and striking agile targets.""

Blueprints and the practical skills to grow/create Vector Lock Cannon munitions are now part of your mental library. These biologically enhanced projectiles actively counter evasive maneuvers, making them exceptionally effective against agile targets. A precision tool for hunters who refuse to let their quarry slip away."
59,Maulers,200 CP,Vanilla Stellaris,"""Breakthroughs in bio-engineering have allowed the growth of space-faring, FTL-capable craft with military applications.""

Blueprints and the practical skills to grow/create Mauler-class bioships are now part of your mental library. These living vessels are fully space-faring and capable of faster-than-light travel, designed for military applications.

You also possess average piloting skills sufficient to operate one effectively. Whether grown in orbital habitats or tailored for specific roles, these organic craft offer a unique alternative to traditional shipbuilding."
60,Weavers,200 CP,Vanilla Stellaris,"""Building on the foundations of early bio-engineering, Weavers are crafted to balance agility with increased combat capabilities.""

Blueprints and the practical skills to grow/create Weaver-class bioships are now part of your mental library. These living vessels refine earlier bio-engineering techniques, striking an elegant balance between agility and combat performance. You also possess average piloting skills sufficient to operate one effectively."
61,Planetary Defenses,100 CP,Vanilla Stellaris,"""There may come a time when intellects, vast and cool and unsympathetic, regard our worlds with envy and draw plans against us. We must be ready.""

You are an expert of average skill in planetary defense planning and oversight. Your knowledge covers the strategic placement of defensive installations, coordination of ground-based systems, and preparation of civilian infrastructure to withstand orbital bombardment or invasion. While not a master strategist, you possess the foundational competence needed to make any world a harder target. Vigilance is the price of survival."
62,New Worlds Protocol,50 CP,Vanilla Stellaris,"""Calculating the required resources and gear needed to establish a planetary colony allows us to send brave pioneers forth in grand ark ships, confident that they will survive the long voyage across the stars to a new home.""

You possess a working knowledge of standard New World Protocols. This grants you the foundational skills and administrative know-how to plan, organize, and oversee the establishment of new colonies, ensuring that pioneering efforts have the infrastructure and supplies necessary to survive and take root on an unsettled world."
63,Planetary Germination,50 CP,Vanilla Stellaris,"""To spread our roots to a new world, we must first prepare the seedbed. By terraforming a planet, we can ensure that our colonies get off to a healthy start.""

You are an expert of average skill in the field of planetary engineering. You are capable of overseeing and assisting in the planning of large-scale terraforming and colonization projects, ensuring that a barren world can be made ready to support new life."
64,Planetary Government,100 CP,Vanilla Stellaris,"""Once a colony has been firmly established and pioneers become citizens, the need for a strong local government to provide stability outweighs the colonial need for flexibility.""

You are an expert in the field of planetary governance, possessing an average level of education by the standards of a future individualist society. You know how to establish and run effective administrative systems to ensure a stable and prosperous world."
65,Planetary Plexus,100 CP,Vanilla Stellaris,"""Our colonies would wither to naught without the stable projection of our collective self. Our effortless presence ensures a flourishing hive.""

You possess theoretical knowledge and a natural talent for the governing practices of a hive mind society. You understand how to manage a planetary population as a single, cohesive entity, ensuring the stability and prosperity of the collective."
66,Planetary Instantiation,100 CP,Vanilla Stellaris,"""Our colonies would never achieve stable operation without infrastructure dedicated to our networked self.""

You possess theoretical knowledge and a natural talent for the governing practices of a machine intelligence hive mind. You understand how to integrate a planetary population into a single networked consciousness, ensuring smooth and stable operation across all systems."
67,Holo-Entertainment,50 CP,Vanilla Stellaris,"""The latest in holographic entertainment. Entire worlds built out of photons and energy fields.""

You are an average-skilled expert in holo-engineering and design. You know how to create, maintain, and operate immersive holographic environments for recreation, education, or simulation purposes."
68,Interplanetary Commerce,150 CP,Vanilla Stellaris,"""With new planetary markets comes new opportunities for commerce. Business will be booming.""

You are an average-skilled expert in interplanetary trade and commerce. You understand the logistics, regulations, and financial strategies involved in moving goods and services across star systems."
69,Sociocultural History,150 CP,Vanilla Stellaris,"""An understanding of our shared past is necessary in order to make any significant strides into the future.""

You are an expert historian and monument builder of average skill from a future society. You know how to preserve cultural heritage, document historical events, and design lasting monuments that inspire and educate future generations."
70,Synaptic Structures,350 CP,Vanilla Stellaris,"""Through the development of macroscopic synaptic nodes, the will of the Hive will be strengthened.""

You possess the blueprints and operational instructions for constructing and maintaining various synaptic structures essential to a hive mind society. You know how to build the neural architecture that allows a collective consciousness to function across an entire planet."
71,Industrial Base,300 CP,Vanilla Stellaris,"""The basic industrial infrastructure required to become a spacefaring civilization.""

You possess an extensive theoretical foundation and exceptional talent for planning and constructing fundamental industrial infrastructure at the level of a future society. While you do not carry specific blueprints, your deep understanding allows you to design and oversee the building of factories, foundries, and manufacturing networks from the ground up."
72,Offworld Construction,250 CP,Vanilla Stellaris,"""Construction in space presents our engineers with new design challenges that must be solved before we can build orbital stations above other worlds.""

You possess an extensive theoretical foundation and exceptional talent for planning and executing offworld construction projects at the level of a future society. While you carry no specific blueprints, your deep understanding allows you to design and oversee the building of orbital platforms, space stations, and other zero-gravity structures from first principles."
73,Mechanized Mining,200 CP,Vanilla Stellaris,"""The basic industrial infrastructure required to become a spacefaring civilization.""

You possess a mental compendium of blueprints and instructions for planning, building, operating, and maintaining the foundational industrial infrastructure of a future civilization. However, your knowledge is purely theoretical - you have no practical skills or hands-on experience to accompany it."
74,Nanocomposite Materials,100 CP,Vanilla Stellaris,"""Reinforced nanocomposite hull plating can provide an extra layer of protection that could mean the difference between life and death in a combat situation.""

You are an expert in the field of nanocomposite materials. You know how to fabricate and apply them, and you understand the fundamental theory behind how they work at a molecular level."
75,Chemical Thrusters,100 CP,Vanilla Stellaris,"""Simple yet moderately effective chemical thrusters that rely on combustible propellant to function.""

You possess a mental compendium of blueprints and instructions for planning, building, operating, and maintaining chemical thrusters at a future civilization's technology level. However, your knowledge is purely theoretical - you have no practical skills or hands-on experience to accompany it."
76,Flak Battery,50 CP,Vanilla Stellaris,"""Gun batteries that fire shrapnel rounds at close range. They are particularly lethal to enemy strike craft, but can also defend against missiles.""

You possess a mental compendium of blueprints and instructions for planning, building, operating, and maintaining flak battery weaponry at a future civilization's technology level. However, your knowledge is purely theoretical - you have no practical skills or hands-on experience to accompany it."
77,Nuclear Missiles,150 CP,Vanilla Stellaris,"""Space-to-space missiles equipped with high-yield nuclear warheads. Although based on old pre-space technology, these crude fire-and-forget weapons can be surprisingly effective at range.""

You possess a mental compendium of blueprints and instructions for planning, building, operating, and maintaining space-to-space nuclear missile weaponry at a future civilization's technology level. However, your knowledge is purely theoretical - you have no practical skills or hands-on experience to accompany it."
78,Mass Drivers,150 CP,Vanilla Stellaris,"""These electromagnetic projectile launchers use magnets to accelerate armor-piercing rounds toward targets at high speeds.""

You can build a mass driver from scratch and modify it in a few ways, but you do not actually understand the fundamental physics of how they work. Your knowledge is purely practical - you know how to make, operate, and maintain them, but not the theory behind it."
79,Space Exploration,200 CP,Vanilla Stellaris,"""The Science Ship is used as a base of operations for a top scientist, ready to explore the vastness of space.""

You can build, maintain, and operate a science vessel of this caliber, provided you have the suitable tools and materials on hand. However, your knowledge is primarily practical - you lack an extensive theoretical background on why the ship is constructed in this particular way."
80,Interplanetary Expeditionary Forces,50 CP,Vanilla Stellaris,"""The invasion of another world is a staggering enterprise. There are immense logistical challenges that must be overcome before we can muster our first interplanetary armies.""

You have received education in the military logistics required to support interplanetary forces. You understand the complex supply chains, transport requirements, and coordination needed to sustain military operations across star systems."
81,Deep Space Defenses,150 CP,Vanilla Stellaris,"""This will enable the construction of defensive deep space platforms to protect our starbases.""

You know how to build, operate, maintain, and modify simple defensive deep space platforms, allowing you to establish basic orbital fortifications around key locations. It's equivalent of receiving good education and apply it practically for a few years."
82,Orbital Energy Conversion,150 CP,Vanilla Stellaris,"""Advances in solar panel technology could offset the operating costs of our starbases. The panels would require an entire starbase module to generate enough energy, however.""

You know how to build, operate, maintain, and modify orbital solar panels of this scale. You also understand the basic theory behind their inner workings, allowing you to adapt and improve the technology as needed."
83,Starbase Construction,200 CP,Vanilla Stellaris,"""A centralized space installation built in close orbit around the system's primary is necessary to make full use of the resources in a star system.""

You can build, maintain, and operate a starbase of this scale, provided you have the suitable tools and materials on hand. However, your knowledge is primarily practical: you lack an extensive theoretical background on why the base is constructed in this particular way."
84,Starport,200 CP,Vanilla Stellaris,"""The earliest starbases were little more than makeshift outposts. Permanent starports will enable us to maintain a firmer grip on star systems.""

You can build, maintain, and operate a permanent starport of this caliber, provided you have the suitable tools and materials on hand. However, your knowledge is primarily practical: you lack an extensive theoretical background on why it is constructed in this particular way."
85,Corvettes,150 CP,Vanilla Stellaris,"""The corvette is the most basic military ship, armed and ready in the event of hostile contact.""

You can build, maintain, and operate a corvette-class vessel, provided you have the suitable tools and materials on hand. However, your knowledge is primarily practical: you lack an extensive theoretical background on why it is constructed in this particular way."
86,Predatory Tactics,300 CP,Vanilla Stellaris,"""Just as clever pre-FTL hunters move to conceal themselves while approaching prey, so too can our pilots move faster without disrupting their cloaking field.""

You understand the art of stealth movement in combat. You know how to coordinate forces to maneuver at increased speed while maintaining active camouflage, allowing strikes that are both swift and undetected."
87,Alien Topography,300 CP,Vanilla Stellaris,"""Civilizations flourish in locations that promote growth. By analyzing where the majority of pre-FTL settlements thrive, we can gain more out of our own colonies.""

You possess a deep understanding of how alien species interact with their environments. You can analyze settlement patterns and geographical data to identify optimal locations for colonies, maximizing their growth and potential."
88,Lost Building Methods,200 CP,Vanilla Stellaris,"""Any civilization with a long enough history has examples of great wonders built by forgotten ancients, which can no longer be replicated. Luckily for us, we have documented these great ancients when they appeared on pre-FTL worlds.""

You have studied and preserved the construction techniques of ancient civilizations. You know how to recreate their lost architectural marvels, allowing you to build structures using methods and materials that have long since faded from memory and getting useful insights from them."
89,Leviathan Tech Genesis,500 CP,Vanilla Stellaris,"""Utilizing the recovered knowledge seized from leviathans, we now have access to new improvements for our frames.""

You possess the secrets extracted from ancient cosmic leviathans. This knowledge allows you to integrate their otherworldly biology and technology into your own constructions, granting them unprecedented enhancements and capabilities far beyond conventional designs."
90,Stellaris Species,200 CP,Vanilla Stellaris,"You are an expert focused on the biology of the many sentient species found throughout the Stellaris universe, including those from various species packs. Your scientific knowledge of their diverse and unique physiologies is extensive and profound, allowing you to understand, interact with, and potentially even engineer solutions tailored to their specific biological needs."
91,Enigmatic Decoding & Encoding ,800 CP,Vanilla Stellaris,"""While producing average results in standard tests, the accuracy of the Enigmatic Decoder's prediction algorithms seemingly increases as the target's flight path grows more erratic. Conversely, the Enigmatic Encoder scrambles our own flight path data according to some indeterminable design before feeding it back to fleet command.""

You possess the knowledge to construct, operate, and integrate both Enigmatic Decoder and Encoder systems. Your decoding technology becomes more accurate the more seemingly unpredictable the target's movements, while your encoding systems scramble your own flight data in ways that defy analysis. Together, these technologies grant your fleet unparalleled predictive targeting and defensive evasion."
92,Bio-Integrated Combat Computing,600 CP,Vanilla Stellaris,"""We can develop specialized neurochips to influence the behavior of space fauna involved in fleet combat. Additionally, the diverse sensory organs of spaceborne life can be enhanced by our technologies with minimal harm to the organism.""

You possess the knowledge to seamlessly integrate advanced computing technology with living spaceborne organisms. You can create neurochips that allow you to direct the behavior of space fauna during large-scale combat, while also enhancing their natural sensory organs with technological augmentations. All without causing significant harm to the creatures themselves."
93,Xenological Computation,700 CP,Vanilla Stellaris,"""After studying multiple pre-FTL civilizations, we have realized there are many alternative ways to calculate the universe. Different societies have developed alternative solutions for their logistics and computing. These alien ways of thinking have introduced entirely new numbers into our mathematics and made it easier to adapt to foreign empires' structures.""

You have absorbed the computational paradigms of countless alien civilizations. You understand alternative mathematical systems that introduce entirely new numerical concepts, as well as trinary and other non-binary computing architectures. This knowledge allows you to adapt seamlessly to foreign computational and logistical structures, whether for code-breaking, integration, or cultural understanding."
94,The Celestial Code,1200 CP,Vanilla Stellaris,"Your understanding has transcended conventional science, allowing you to perceive reality as a complex, layered code of physics and spacetime. By mastering the art of precise, microscopic alterations to gravity - injecting commands into the fundamental framework of existence - you can now perform temporary edits to the rules of reality itself. However, these changes are fleeting. To make your modifications permanent, you must engineer a vessel or construct capable of piercing the fabric of spacetime and surviving the journey through nascent universes. Only by anchoring your will across dimensions can you make your revisions to the cosmic source code absolute."
95,Gravity-Assist Logistics,300 CP,Vanilla Stellaris,"You possess an intuitive genius for gravity-assisted astrogation. You have the theoretical and practical knowledge to calculate perfect slingshot maneuvers, using planetary gravity wells to achieve maximum velocity with minimal fuel. This talent extends to logistics; your deep understanding of orbital mechanics allows you to position yourself or any craft you pilot with such efficiency that you can perform complex missions with a fraction of the typical resource expenditure. Wherever you fly, your fuel efficiency and maneuverability are simply superior."
96,Dark Matter Deflectors,500 CP,Vanilla Stellaris,"""These deflectors utilize dark matter to deflect incoming projectiles in a way that seems to utterly defy the laws of nature.""

You possess a complete understanding of Dark Matter Deflector technology. These advanced shields utilize dark matter to deflect incoming projectiles in a way that defies the known laws of physics, offering superior protection. You gain the theoretical knowledge and practical skills necessary to construct, maintain, and utilize these deflectors reliably. You still require the proper tools and facilities to build them and you have no idea how to do it!"
97,Dyson Sphere for Dummies,200 CP,Vanilla Stellaris,"Your mind now contains a comprehensive and highly detailed plan for constructing a Dyson Sphere - a megastructure designed to fully envelop a star and convert its entire energy output into usable power. This mental blueprint is easily accessible and outlines a step-by-step process, starting from the industrial capabilities of modern Earth and incorporating every conceivable shortcut to achieve this monumental goal. It doesn't put things like actual need for Dyson Sphere, ethics of each step or other important issues into account. Actually acquiring the resources and putting this information into practice is still up to you. "
98,Matter Decompressor Project,200 CP,Vanilla Stellaris,"You receive a fiat-backed dataslate containing incredibly detailed instructions for constructing a Matter Decompressor - a megastructure that uses a black hole's gravity as a drill to extract virtually unlimited minerals from the singularity itself. The blueprint touches a bit on fundamental theory but primarily serves as a practical, step-by-step guide to achieving this goal under a range of varying circumstances. It assumes the reader possesses the necessary foundational knowledge, focusing instead on the actual construction process. It is easily accessible by computers of practically any architecture and will come back into your possession some time after, if destroyed."
99,Dark Matter Power,400 CP,Vanilla Stellaris,"""These generators appear to somehow draw energy directly from dark matter, providing more ship power than should be possible according to the laws of physics.""

You possess the theoretical knowledge of Dark Matter Power generation: technology that draws energy directly from dark matter to provide far more power than should be physically possible. When attempting to construct these immensely complicated power generating devices, you have a supernatural advantage that guides your efforts. This won't make the task easy, but it gives you an edge in navigating the incredible complexity involved."
100,Extradimensional Weaponry,400 CP,Vanilla Stellaris,"""Applying 5th-dimensional energy manipulation principles on lower dimensional planes allows for the creation of powerful energy weapons."" 

You possess a mental compendium of fundamental knowledge and practical experiments needed to begin researching these kinds of weapons. You gain a supernatural advantage and sudden strikes of insight when actively working on this technology. "
101,Dark Matter Propulsion,350 CP,Vanilla Stellaris,"""These thrusters utilize Dark Matter technology to generate propulsion in a manner that appears to defy numerous laws of physics."" 

You possess the schematics and understanding needed to construct and integrate these exotic thrusters into your ships. They offer unparalleled speed and maneuverability by harnessing the reactive properties of dark matter."
102,Dimensional Transcendentalism,1000 CP,Vanilla Stellaris,"You have unlocked the secrets of dimensional transcendentalism, allowing you to construct ships whose interiors are vastly larger than their exteriors suggest. This ""bigger-on-the-inside"" principle grants your vessels immense firepower and capability at a fraction of the expected logistical cost. This knowledge applies across your fleet, from the modest Riddle Escort and the imposing Enigma Battlecruiser (which outclasses standard battleships) to the nigh-impregnable Paradox Titan, a mobile fortress that can shrug off all but the most brutal assaults."
103,Nanite Repair System,300 CP,Vanilla Stellaris,"This nanite repair system is a highly effective auto-repair mechanism comprised of billions of microscopic repair machines. Originally salvaged from the wreckage of the Scavenger, this technology has been repurposed for your use. You gain a sealed, dormant sample of this advanced technology, along with an incredibly detailed and comprehensive guide on how to activate, utilize, and reproduce it for your own vessels and equipment."
104,Power of the Sun,100 CP,Children of the Sun,"You spend long enough in the cult for the seed of psychic power to take root within you. You are able to move objects with your mind. To start your range only extends a few feet away from you and only allows you to move small objects like scissors or pencils. The range, power, and precision of these powers will slowly improve over time. 

However, extreme emotions and trauma can explosively speed up this growth. In a few years, you might be able to suspend entire cars in the air almost a mile away from you without focusing that hard on it or use a knife to slit someone’s throat without even looking in their direction."
105,The Father,400 CP,Children of the Sun,"Somehow or another, you have discovered the secret to how the Leader is able to unlock the psychic potential of his followers. This process involves frequent meditation, live sacrifices, prayer (either directed towards you or a deity/ideal of your choosing), and a variety of other rituals. Of those who follow your teachings, only 1 out of every 100 followers will develop any psychic abilities of note. Out of every 10,000 followers, you may get a natural savant like the Runaway who can demonstrate unprecedented psychic power. Hopefully your own psychic power is great enough for these anomalies to not threaten your position."
106,Sycophant,100 CP,Children of the Sun,"You always seem to know exactly how to act to get on the good side of power mad lunatics, and more importantly, how to stay there. Whenever your boss is looking for someone to kill to make a statement, it’s pretty much guaranteed they’ll choose someone other than you, unless you make an effort to piss them off."
107,Poison Smiles,100 CP,Children of the Sun,"Like any good cultist, you have mastered the art of weaponizing kindness to make others dependent on you. This is a time-consuming process, but with enough years to groom your mark, they’ll gladly turn a blind eye to all but the most extreme displays of cruelty or hypocrisy that might otherwise shake their faith."
108,Foreshadowing,200 CP,Children of the Sun,"When somebody is after your life, you will receive visions of their appearance. These are brief flashes and will only trigger if you already know that someone is after you. However, these flashes become more frequent the closer this assassin comes to achieving their goal, allowing you to roughly gauge their proximity."
109,Occult Sleuthing,200 CP,Children of the Sun,"It’s frankly bizarre how quickly the cult realized that they were losing dozens of men to a single bullet. You have the deductive skills to recognize even the most absurd truths behind a given crime scene. Whether that be the involvement of psychic powers, Rube Goldberg-esque murder plots, or similar improbabilities."
110,Descendence,300 CP,Children of the Sun,"You have mastered a rare form of psychic power. You are able to teleport up to 4 people, which may or may not include yourself, in a beam of light. The range of this warp is about the size of a small town. This range can be expanded with practice, to the point you could travers an entire city. Regardless of your mastery of this power, these kinds of long-range warps require 45 seconds to warm up."
111,Personal Space,300 CP,Children of the Sun,"A special psychic technique used to counter the runaway. You are able to project a large psychic bubble that is able to catch any projectile and redirect it out of the bubble, even if you have no means to perceive said projectiles. This power can only deflect one projectile at a time but can be projected again about half a second after each use. This also enhances your ability to levitate yourself into the air."
112,Long Live the King,500 CP,Children of the Sun,"You have the kind of charisma that most cult leaders wish they had. You could convince hundreds to worship you as a god, even if you’re an unhinged madman who kills their followers on a whim and rapes their wives. Now, going that far may cause a few cracks to form, but you’ll still be left with several dozens of followers willing to become killers in their own right just to earn your approval."
113,Sympathetic Barrier,600 CP,Children of the Sun,"A special psychic technique used by the Leader to save his own skin. You are able to erect large psychic barriers linked to up to 10 individuals of your choosing. They must remain outside the barrier, no more than 20 meters away, and alive. As long as at least one of these links remains, the barrier is invulnerable to all conventional damage. You can even nest multiple barriers within each other."
114,Hunter,100 CP,Children of the Sun,"Even without the use of psychic powers, you are a crack-shot with a rifle. You can put most snipers to shame and have a vague feeling for when you have a clear shot to either something living, or something that will explode when shot. However, this doesn’t actually tell you what that someone or something is."
115,Survivor,100 CP,Children of the Sun,"For such a young girl, the Runaway makes surviving in the woods look easy and so do you. Fishing, hunting, foraging, you have all the skills one could need to survive without any human assistance for prolonged periods. Some warm clothes, a knife, and maybe a hunting rifle for good measure, and you’re set for life."
116,Mark of the Beast,200 CP,Children of the Sun,"You are able to place a mental “mark” on a living being or other notable targets in your line of sight with a moment of focus. You are able to perceive this “mark” through solid walls once set. These will remain until the target has died, 3 hours pass, or they escape your range (about 2 miles)."
117,Berserker,200 CP,Children of the Sun,"One would think that insanity would be a liability to an assassin. Madness, in all its forms, only seems to increase your lethality. Dulling your pain while sharpening your other senses, concentration, and overall ferocity. Not even hallucinations can impede your ability to strategize or identify your enemy."
118,The Old King is Dead,400 CP,Children of the Sun,"What better way to prove your superiority over someone than to kill them? Whenever you find yourself up against some kind of (literal or figurative) cult of personality, simply killing the individual at the top has an odd effect on those below. The bulk of said cult will instantly redirect their admiration to you, allowing you to take control of the entire group without any notable resistance."
119,Prelude,400 CP,Children of the Sun,"On the night before you partake in some kind of assassination or major battle, you will experience prophetic dreams that simulate these missions, down to exact enemy locations. These dreams are abstract, and don’t account for factors outside the battle like the betrayal of an ally, or the arrival of a new superweapon. However, you’ll have about a dozen attempts to perfect your strategy before you wake up."
120,Ballistokinesis,600 CP,Children of the Sun,"The Runaway’s iconic power. You can infuse your power into a projectile, allowing you to “see” from the projectile’s perspective with time slowed to a crawl. You can slightly alter the projectile’s trajectory in-flight, but if you hit a valid target (any living being or explosive) your bullet stops in-place for you to freely rotate before resuming its prior momentum. You may develop more techniques in time. 

This power has a few weaknesses. You can only control one projectile at a time, and doing so leaves your body defenseless. The projectile will lose all power, and your consciousness will return to your body if the bullet hits any non-valid target or leaves the range of your power (marked by a giant golden bubble only you can see). The size of this bubble will grow as this power does. By the end of her quest for vengeance, the Runaway could encompass a small town with her power."
121,Oral Tradition,100 CP,Civilization,"The first method of really transferring information from generation to generation was the art of song and storytelling. You gain a knack for the same arts, able to effortlessly compose songlines and legends intended to deliver useful parables about the land, science or other such things. As long as something is composed as a song (or poem, it just needs that rhythm), you can explain something to someone and they will not forget it though t his doesn’t necessarily guarantee understanding."
122,No Gods or Kings,300 CP,Civilization,"With a sufficiently passionate declaration, you can describe or declare something, and people will see it as it is, not how they believe it to be. This perk allows you to remove someone’s blinders to illusion or stranger things. You could convince someone of your Jumper nature with a brief demonstration, or explain that disease is caused by germs they cannot see, as opposed to evil spirits. This only works on subjects that can be considered true you can’t make someone belief a false phenomenon."
123,Accepting the Divine,100 CP,Civilization,"Sometimes you just don’t have time to explain. This perk grants you a catchall excuse of ‘Mysteries of the gods’ or ‘I’ll explain later’. You can use this effect to ensure someone accomplishes a task you request or uses a tool you’ve provided, and they won’t delay by asking how it works. You will be required to explain properly later, but hopefully by that time, you and your allies have solved the problem."
124,Let There Be Light,100 CP,Civilization,"You gain a skill with what to most are minor tricks with fantastic applications. This talent allows you to purify things for later use, or amplify their effect, increasing how long they last and how effective they are. You could will a single candle to light a room, or arrange for a fire to burn through winter. Touching a vessel full of water purifies it of all contaminants. These are merely examples, not the limit of this talent. With sufficient time and attention to detail, the basic necessities of life for you or your people are always well in hand."
125,Primitive Screwheads,350 CP,Civilization,"Maybe by dint of items you brought in, new technologies you developed, or strange powers, you have convinced the local barbarian tribes and small hostile enclaves to give you and your civilization a wide berth. During Civilization, you suffer far fewer barbarian raids than others, and can rebuild faster from the attacks that do happen. In subsequent jumps, you and organizations you lead suffer from fewer random acts of hostility. Gangs don’t assault your stores, rival nations consider you not worth attacking, etc. You can expect a 50% reduction in these hazards."
126,Realm of Myths,600 CP,Civilization,"You and your chosen people are greater, grander than the others. Your civilization or organizations you lead, including yourself and your Companions, grow taller, healthier, and more mythic in stature. Legendary feats are now possible for you, such as such as wrestling a river, or dancing for twenty days and nights without food or rest. You could try to seduce the wind or tickle a mountain. Over time, you can also imbue this trait onto your chosen people (and companions), though any active conceptual effort on their part requires your presence. Those affected gradually become, grander, largerthanlife and serve as inspiration for all kinds of cultural tales and mythology."
127,Muse,200 CP,Civilization,"You are an inspirational presence You could serve as someone dispen sing sage advice, a legendary model, or create some other suitably thoughtprovoking ci rcumstance with another power. People who interact with you (even when unaware) are prone to sudden bursts of insight and inspiration. In any case, you don’t have direct control over what this inspiration leads to, but it’s usually related to whatever interests the inspired has. A musician might be inspired to create a defining piece of his genre, or strike out into new territory, shaking up the status quo. Regardless, this inspiration will make history."
128,View of Ages,300 CP,Civilization,"It’s easy for you to take the long view of things. You can maintain a very wide overview of a given topic, tracking variables from several different sources, and understanding the connections of one asset to another. This perk allows you to make reasonable predictions based on say, how good your current and previous harvests were, or how much profit you’ll make in the next quarter. Your predictive accuracy is based entirely on how good your base data is, but you won’t make a mistake misreading one variable for another."
129,The Enlightenment,300 CP,Civilization,"You gain a complete understanding of the scientific method, and can think in terms of analysis, testing and experimental planning as easily as you can count time to music. When confronted with a problem or task, you can conceive of every possible permutation of variables to test for, as long as there are a finite number of them. I.E. you can’t think of infiniteva riable testcases or experiments. You cannot write down or execute these tests any faster than you normally could. Additionally, you can in a few hours completely convey the foundations of the scientific method to another person, drastically enhancing their ability to observe the world. This does not change their personality on it’s own, but over time they will find their own answers."
130,Tech Tree,600 CP,Civilization,"You and your people are brilliant innovators, easily seeing the steps they need to take to reach the next inevitable phase of a technology, or the foundational research and technologies to make the next quantum leap forward in science and design. With this perk, you automatically know what you need to research to make another innovation possible. If for example you wish to create a trebuchet, you realize you need to learn more about material sciences, construction, and so on, to achieve your goal. This perk works best when you have an idea of what the end goal is, with the further out you reach, the more steps it outlines."
131,Eruption,100 CP,Aberrant,"The latent power within your genes has been activated and formed a Mazarin-Rashoud Node within your brain. This tiny gland gathers and stores the quantum energies that a Nova uses to fuel a potentially huge range of powers. 

The circumstance of your ‘Eruption’ likely influenced what kinds of powers you now have, if only subconsciously, and whether you like it or not are now a member of a group whose actions will decide the course of humanity’s future. All Novas can improve their powers with time and practice, or even gain entirely new abilities, but everything has a price. 

For you, that price is Taint. Little understood but manifesting as exotic radiation, it arises as the result of the imperfect transmutation of ambient quantum energies used to fuel the powers manifested by Novas. If the M-R Node is an engine, Taint is smog. Its existence is known only to a very few, and most assume the effects of Taint buildup to be a normal part of Nova-dom. Left unchecked, it can cause mutation, insanity, and will help drive the world to the brink of ruin in the decades to come"
132,10th Instar,200 CP,Aberrant,"Over time a nova’s node grows in size and power but also puts pressure on other parts of the brain which can cause any number of neurological problems. Your node has matured far past that point and is now dispersed throughout your entire nervous system in a natural process that would’ve otherwise taken years. As a result your stores of power are vastly larger and you can safely exert your powers to a higher degree with less concern for generating taint.

>Requires Eruption (Aberrant)"
133,NovaTech,300 CP,Aberrant,"Nova powers can fill technological gaps, allowing for devices to be constructed that are decades ahead of the curve...even if those devices won't work for anyone but the Nova that made them. Mainly the domain of Mega-intelligent scientists, you've made great strides into the field of using technology that interacts with a Nova's innate powers. 

Perhaps this is as simple as a gauntlet that helps amplify the power of Quantum Bolts, or as complex as the large structures that allowed Warp-capable Novas to send thousands of people and the resources needed to create a new civilization to distant star systems. Post-jump, you’ll have an equal knack for creating technology designed to interact with or be powered by exotic power sources and unusual biologies."
134,Second Generation,600 CP,Aberrant,"You are one of the extremely few 2nd-generation novas in the world. For a start this means you’re far more powerful than the average Nova and will continue to develop your abilities faster and easier than 1st generation novas. Being born a nova also means your mind and body is well-adapted to the strain of your powers and it is very difficult, but not impossible, for you to gain taint.

>Requires Eruption (Aberrant)"
135,Herding Flying Cats,200 CP,Aberrant,"There are more leaders than followers among Novas, and after formal training and exhaustive experience ‘in the field’ you’ve gotten used to dealing with the mega-arrogant. Even with your private Lear jet getting waved over your head you’ve got good odds of calming, placating, or at least convincing quantum-powered egos to dial it back before anything serious happens. Only so long as your intentions are pure, through. While Novas can easily be nudged to fulfill their contract or talked out of anything that’ll embarrass the agency, the smarter ones are still more than capable of picking up any attempts to be sabotaged or set up."
136,Superimposed,400 CP,Aberrant,"Acquiring a mask and a new identity is a central facet of the Elite subculture. By adopting a new persona, your real identity becomes harder to discern. Beyond simply hiding your face, the more effort you put into this new persona the more protection it offers. A cheap balaclava might leave people disagreeing on the details of your voice or build, but with a full costume and the close adherence to a carefully-crafted stage persona, you and your masked identity are effectively two different people. Even when precogs, telepaths, or out-of-jump means are concerned, your new persona doesn't even exist when you aren't 'in-costume.'"
