0,Perk Name,Cost,Source,Description
52,Scairhil,250 CP,Original,"A unique material between metal and stone: dark, nearly black, with a metallic sheen and a rough, rugged texture. It is notably heavy and difficult to work with. When exposed to magic, Scairhil briefly glows faint blue or purple, then becomes highly resistant to that specific magic type, sometimes making casting near it difficult or impossible. It can only be attuned to one magic type at a time; contact with a different type causes it to re-attune immediately. Differently attuned pieces stored together gradually destabilize, lose their attunement, and revert to blank Scairhil. The more distinct attunements in proximity, the faster the disruption. You gain one cubic meter of Scairhil as ingots, plates, and wires."
53,Skatrium,100 CP,Original,"Skatrium is a rare and mysterious substance found only in the deepest, darkest corners of the world. It appears as a shimmering, iridescent crystal that seems to shift and change colors depending on the angle of the light. Skatrium is incredibly lightweight, hard, and impact-resistant. When exposed to heat, Skatrium shifts into a white, gas-like state while retaining its hardness and solid-like properties. Kinda like a cloud made of hard cotton wool that resists attempts to disperse itself. The material becomes much lighter than air in this state. 

However, the transition itself is unexpected and explosive. The heated crystal remains almost unchanged for a while, but at some point it expands rapidly and becomes a solid cloud, like popcorn in a microwave. The transition occurs when the crystal is heated just above the boiling point of water. You gain one cubic meter of solid Skatrium in the form of crystals of various sizes, sealed in small boxes.

Recurring Supply (+50 CP): An additional crate with one one cubic meter of material arrives each week, but only if you actually want or need it at that time."
54,Angelic Lead,100 CP,Original,"This metal becomes harder and gains mass when in contact with sinful creatures. It temporarily increases in hardness and mass in proportion to the combined sins of everyone who touches the material at the moment - either directly or indirectly by one degree (such as through a layer of clothing). While in contact, the metal reflects their sins in its mass and hardness.

Angelic Lead is an excellent material for binding physically strong, unholy demons. It is especially suitable for creating weapons for saints because the metal is naturally lightweight (similar to aluminum) and soft like lead. However, when the weapon makes contact with a sinful creature or something it is wearing (or if the weapon is a mere bullet) it suddenly becomes very hard and heavy the moment it finally hits the sinful monster. You gain one cubic meter of Angelic Lead in the form of ingots, plates, and wires."
55,Eldritch Barbels,200 CP,Original,"Eldritch Barbels are long, white, and very flexible whisker-like formations. Their surface is covered with patterns resembling rings with many complex grooves. These organs belong to the same creature as the Eldritch Shell. Usually, they are stretched across different parts of the shell like strings, grow in armor gaps, or stand like long whiskers.

When struck or rubbed, they produce a sound similar to a melody composed of the noises of cracking and breaking glass. Beings that perceive this sound begin to experience sharp, increasing pains, dizziness, and impairment of short-term memory. Recordings of this noise also have a cognitohazardous effect, though to a lesser extent.

This substance can be used to create instruments and devices whose sounds produce a similar effect when perceived by beings with sufficiently complex perception. You gain a big bundle of these formations in different shapes and sizes, safely packaged to prevent negative effects."
56,Eldritch Shell,400 CP,Original,"Eldritch Shell consists of hexagonal, flat pieces of thick armor made from a dark, wood-like material. The surface of each scale is dotted with complex carved patterns and symbols that creep very slowly and seem to ripple when you blink. This is part of the shell of a creature belonging to a species that specializes in hunting sentient beings and types of life with complex perceptions. 

If a sentient or sapient being (or one with sufficiently complex perception) looks at the shell, their mind will gradually become filled with thoughts of patterns. They will no longer be able to look for vulnerabilities, plan an attack or retreat, and their thoughts will revolve around patterns: what they mean, how beautiful they are, what they look like, and so on. 

Hypercognitive creatures suffer even more, as their accelerated thinking, multi-threaded consciousness, and other information-processing functions become clogged with noise. Photos and videos of sufficient clarity also convey the cognitohazard effect, though much less strongly.

These properties make the material very difficult to study and process. However, things created from it can be quite interesting. You gain a large crate of these shells, sealed and contained in a way that prevents negative effects."
57,Dimlight Stone,50 CP,Original,"A roughly polished, glass-like sphere. Under high illumination, the sphere dims and ceases to glow. But as soon as it is brought into darkness, it begins to emit a soft reddish-yellow light, although not very bright. Shattering the sphere causes a short, bright flash of red light. The fractured areas glow brighter than usual for some time, but soon the stone returns to its normal behavior. You gain a full shipping container of this material in the form of spheres of various sizes.

Recurring Supply (+25 CP): An additional shipping container with this of material arrives each week, but only if you actually want or need it at that time."
58,Kinelight Stone,100 CP,Original,"A matte, translucent stone that can turn the light passing through it into kinetic radiation. This type of light transfers energy to objects not as heat, but as acceleration. The stone mostly generates a soft version of kinetic radiation, which tends to be distributed nigh-evenly across an object and accelerate each of its points uniformly (resulting in no G‑force from the acceleration). This stone is easily recognizable by the cleared surface around it or by the hole into which it has partially buried itself. You gain a full shipping container of this material in shapes convenient for you at the moment.

Recurring Supply (+50 CP): An additional shipping container with this of material arrives each week, but only if you actually want or need it at that time."
59,Photonite (aka Absorbent Luminosity Stone),100 CP,Ottriman,"Photonite is an extremely dull and dark rock in its base state, seemingly unremarkable. However, it has a very unusual property: it can absorb light and store it within. As it does so, it lightens, progressing from black to grey to white.

It can only absorb so much light. If it starts to passively emit rays of light and becomes uncomfortably hot, it is time to put it in a dark place, unless you want it to explode. The light can be stored effectively indefinitely, provided the stone doesn't break.

To release the light, strike the opposite end from where you want the light to come out. A sharp tap with a narrow impactor produces a tight laser beam, while a loose slap with something wide and slow produces a cone of unfocused light. As long as the stone doesn't break, you can strike harder to emit more intense light. You gain a full shipping container of this material in shapes convenient for you at the moment.

Recurring Supply (+50 CP): An additional shipping container with this of material arrives each week, but only if you actually want or need it at that time."
60,P-Kinelight (or Penetrative Kinetic Light Emitting Material - P.K.L.E.M),50 CP,Original,"A group of Photonite-Kinelight alloy materials. The substance resembles glass with a greenish tint. It is capable of converting light passing through it into a penetrative variation of kinetic light - akin to gamma radiation from the world of kinetic light.

A beam of this energy passes through many objects. The entire volume through which the light has traveled is unevenly and sharply shifted in the direction of the radiation's movement. Depending on the frequency of the radiation, the resulting destruction can vary, and some materials may not be affected at all. However, this type of kinetic light typically leaves holes with smooth edges.

You gain a crate containing various P.K.L.E.M. alloys samples, along with a manual describing the properties and methods for creating this substance from base materials."
61,H-Kinelight (or Hard Kinetic Light Emitting Material - H.K.L.E.M.,50 CP,Original,"A group of Photonite-Kinelight alloy materials. The substance resembles glass with a silvery-gray color. It is capable of converting light passing through it into a hard variation of kinetic light.

This type of kinetic light transfers energy in the form of acceleration applied to the area on which the light beam falls. It exerts pressure, as opposed to the soft variation of kinetic light, which tends to distribute energy evenly and accelerate an object without compromising its integrity. Depending on the energy, area, and frequency, this light can push like a hydraulic press, hit like a sledgehammer, or pound like a jackhammer.

You gain a crate containing various H.K.L.E.M. alloys samples, along with a manual describing the properties and methods for creating this substance from base materials."
62,Acoustic Dye,25 CP,Original,"A synthetic material in the form of small, multi-colored crystals from which paint can be made very easily. The color of this material changes depending on the prevailing frequencies of vibrations (sound) passing through them. In other words, they change color based on the noise, provided the sound is loud enough.

Very high sounds cause the crystals to take on a purple hues, while very low sounds turn them brown. White noise makes them gray. The color is retained until another sufficiently loud noise affects the hue. 

Such paints are often used in nightclubs to create patterns that shimmer with the music. You gain a crate of this material, which refills itself every 24 hours if depleted."
63,Thermus,150 CP,Original,"A dark, obsidian-like substance. It is close to diamond in hardness, similar to gold in density, conducts heat very well, and does not conduct electric current. It melts at 5273 K (5000°C; 9032°F). The main property of this material is its absurdly high heat capacity - at least ten times higher than that of water. This means a huge amount of energy is required to heat the material by just one Kelvin.

Upon reaching its melting point, the material loses its hardness very quickly, then begins to emit X-ray radiation and tends to cool rapidly. This effect continues for some time even if the material has already lowered its temperature and solidified again - it continues to emit radiation and cool down for a period. You gain a shipping container full of this material in various shapes convenient for you at the moment.

Recurring Supply (+75 CP): An additional shipping container with this of material arrives each week, but only if you actually want or need it at that time."
64,Illogical Drill Bits,25 CP,Original,"A battered, impossibly heavy footlocker sits humming faintly with wrong geometry. Inside: a collection of drill bits that defy physics yet work perfectly. Square bits (for square holes), 90° bent bits (sideways drilling), zig-zag bits (snaking around pipes), flexible “wet noodle” bits (steerable in real time), and more esoteric shapes. Each bit is self-sharpening, extremely durable, and fits any standard chuck. Somehow, they always extract cleanly - no binding, no shattered walls."
65,Blight of the Borrowed Spark,200 CP,Original,"You gain a specialized vessel capable of emitting Poisonous Light at will, in either a full omnidirectional or a directed cone of variable intensity. This light is harmless to anything it simply touches or illuminates. However, any system (biological or mechanical) that attempts to consume this light as an energy source (photosynthesis, solar panels, metabolic processes, etc.) will find the energy conversion process introduces a subtle, damaging noise. 

This manifests as accumulating cellular or systemic damage over time: plants wither leaf by leaf, solar arrays degrade, and any creature foolish enough to try feeding on the light suffers internal harm. To safely derive energy from this light without consequence, specific adaptations or countermeasures are required. Use it for research, sabotage a garden, or simply as a lesson in why some sparks should never be caught."
66,Haze of the Rusted Gale,200 CP,Original,"You gain a specialized vessel capable of releasing Iron Wind at will, in controlled amounts or torrential bursts. This heavy, metallic gas is transparent when still but takes on an iron sheen and a scraping-metal sound when in motion. It is breathable, but prolonged exposure causes harmful bioaccumulation unless you possess specific biological adaptations. The Wind creates extreme drag against sudden movements, conducts heat and electricity with ease, and can strip flesh or pierce like sharp iron when accelerated. 

Its most unique property emerges under intense heat: it temporarily transforms into a shapeable solid plasma. Whatever form you shape the plasma into (a blade, a net, a hook) permanently influences the Iron Wind's character once it cools back to gas, making it sharper, blunter, stickier, or otherwise altered. Use this exotic matter as a weapon, a crafting material, or a hazard to reshape at your whim."
67,Cigarette of the White Angel,300 CP,Original,"You gain a special vessel that releases Revive Smoke on command: a white, cloud-like substance with a faint glow visible in darkness. This smoke is absorbed by dead tissue and reanimates it to a living state. It does not heal wounds, but sustains the revived tissue until the smoke's charge burns out naturally (a process that typically takes a very long time). Revived tissue remains living permanently unless killed again by injury or decay after the charge depletes. 

Medically, this smoke is invaluable: patients cannot die during surgery, necrotic tissue is revived at a cellular level, and radiation-damaged cells are restored to near-perfect health. However, it cannot cure toxins, fix genetic diseases, and revives cancerous cells as readily as healthy ones. "
68,Lighter of the Black Demon,300 CP,Original,"You gain a special vessel (battery) that discharges Possession Charge: a rare, lightning-like element. Upon contact with dead tissue, it does not revive but animates the tissue, allowing it to move without life. You (or whoever used the charge) may either control the dead bodies directly or instill sets of instructions for autonomous operation. Unlike Revive Smoke, this charge does not burn out; animated bodies function for very long periods, though gradual decomposition slowly weakens their animation until it eventually fizzles out. 

Bodies retain some qualities of the original creature depending on which tissues are animated - animating a fresh, dead brain allows the corpse to execute certain skills and complex orders. However, these are p-zombies at best: no true intelligence, no internal structure, just obedient motion. Destroy or burn the body to stop the effect early. Perfect for laborers, guards, or unsettling a rival's dinner party."
69,Breath of the Hungry Void,200 CP,Original,"You gain a special vessel that releases Empty Wind: a gaseous Vacuum-Air hybrid that generates negative pressure instead of positive. Rather than pressing outward, it pulls on surfaces and sucks things into its volume. This substance naturally forms high-tension bubbles that can be broken by force, allowing the Wind to mix with other materials. 

When blended with ordinary air, it creates persistent zones of lowered pressure. Empty Wind is not breathable (it is effectively moving vacuum). Use it to create implosion hazards, unconventional barriers, or simply to ruin someone's attempt at maintaining atmospheric stability."
70,,,,
71,,,,
72,,,,
73,,,,
74,,,,
75,,,,
76,,,,
77,,,,
78,,,,
79,,,,
80,,,,
81,,,,
82,,,,
83,,,,
84,,,,
85,,,,
86,,,,
87,,,,
88,,,,
89,,,,
90,,,,
91,,,,
92,,,,
93,,,,
94,,,,
95,,,,
96,,,,
97,,,,
98,,,,
99,,,,
100,,,,
101,,,,
102,,,,
103,,,,
104,,,,
105,,,,
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
