0,Perk Name,Cost,Source,Description
120,Origin: Pyromancer,100 CP,Generic Fire Manipulation,"You have harnessed the innate mystical energy of magic to breathe life into your flames. Your sorcery brings light and fire into existence, scorching all who dare approach. Cast your spells of the sun, grasp at the great holy light above and bring down fiery wrath on your foes."
121,Origin: Pyrokinetic,100 CP,Generic Fire Manipulation,"Fire is a part of you. Flames lick your very thoughts, and you’ve learned to manifest the flames in your dreams and interweave them onto the material plane. Your psychic powers draw upon your infinite rage, your wrath, your hatred, and your passion to ignite the air around you. Can you steady your very essence and grasp the power which is being offered to you?"
122,Origin: Pyrotechnitian,100 CP,Generic Fire Manipulation,"You have vast understanding of fire and thermodynamics, and your power of fire comes from your knowledge and technology."
123,Origin: Ashen Beast,100 CP,Generic Fire Manipulation,"You are a beast, a creature formed from the ashes left behind. You are what’s left once the flames are gone, once they’ve cooled. Yet, your rage never cooled, your will never froze, and so you stood from those ashes and became an ashen beast."
124,Origin: Dancer,100 CP,Generic Fire Manipulation,"The fires of passion, honed to a deadly point. You have spent your life sharpening your passion into a weapon, a force of ruin to make those you grasp at dance to your whims. You have the natural ability to play the strings of passion in others, twisting the fire within them around your finger and holding them captive at the sight of you. Twist their emotions, control their bodies, and remake their minds through your perfect understanding of psychology until you tire of them and stab them through the back."
125,Origin: Promethean,200 CP,Generic Fire Manipulation,"The breath of life, the fires of existence, the burning within from which true understanding dawns. Your flames are the flames of creation, molding and changing life itself. Your fires do not harm, they do not heal, they advance. You hold holy flame at the tips of your fingers, flame which can be molded into various metals and materials and more importantly, flame which grants a soul to anything which is created. Hand the future to your children, and they will give you the world."
126,Origin: The Pyre,300 CP,Generic Fire Manipulation,"Your power over fire is eldritch in nature. It is no longer so much fire, as it’s reality warping with a fire aesthetic."
127,Basic Flame Manipulation,50 CP,Generic Fire Manipulation,"You can control flames at a basic level. Your power and control grows without bounds, based only on what’s required to fuel it and the training and knowledge you have on the subject. If you’re a pyromancer, this grants a small mana pool and knowledge of basic fire spells. If you’re a Pyrokinetic, this grants you increased willpower and mental endurance and basic psychic fire abilities. If you’re a Pyrotechnitian, this grants you a basic understanding of chemistry, physics, and thermodynamics in addition to some technology related to them. The Ashen Beast can manipulate ash around them to a small extent to add natural weapons to themselves, while a Dancer gains an extensive education in psychology and the Promethean can create basic items from the Fires of Creation. The Pyre gains small-scale, localized reality warping which can be trained up and knowledge on fire-related reality-editing abilities.

>Requires one or more Origins from Generic Fire Manipulation"
128,Beginner Flame Manipulation,100 CP,Generic Fire Manipulation,"You have the equivalent of 10 years of experience in fire manipulation. You have a repertoire of spells, abilities, and technologies which can perform simple to moderately complex operations related to fire. You can light a building on fire, incinerate bones, cause spontaneous combustion, shape fire into various shapes, and understand various principles regarding the physical world in order to build technology and bombs. Lots of bombs. A Dancer gains nearly supernatural capabilities in manipulating others and assassination techniques, and a Promethean can create nearly anything with their flames that they can see.

>Requires one or more Origins from Generic Fire Manipulation
>Requires Basic Flame Manipulation"
129,Intermediate Flame Manipulation,200 CP,Generic Fire Manipulation,"You have a solid 30 years of experience now. You can probably light up a city block and have the mana reserves, willpower, and mental endurance to maintain that for a while. You can create powerful weapons, items and technology which utilize fire in order to accomplish your goals, from building complex factories to machinery and equipment which runs entirely off of fire instead of electricity. Your psychology would be beyond supernatural now, able to force others to dance to your strings, and your Flames of Creation would be capable of creating magical items. An Ashen Beast can fully reform their body into various shapes and heal from damage. Your reality warping allows you to impose your view of reality, particularly that of a burning and scorched reality, on the world around you in a city block’s area.

>Requires one or more Origins from Generic Fire Manipulation
>Requires Beginner Flame Manipulation"
130,Advanced Flame Manipulation,400 CP,Generic Fire Manipulation,"you have 100 years of experience in fire manipulation. Your flames can Engulf a city, probably even more if you push yourself. Your control is improved, you have significantly increased mana reserves and willpower, and dozens of not hundreds of spells and abilities under your belt. Your reality warping is such that you can affect massive swathes of land, edit reality to add in fire ex-nihilo, scorch the earth with a thought, and reduce villages to ash and bones without even requiring fire. A Dancer can talk nearly anyone into nearly anything, even able to talk non-sapient beings into doing their bidding while a Promethean can create life itself and imbue it with a soul. An Ashen Beast can modify their physiology fully into any form and both control and feel through their ash at a magnificent distance.

>Requires one or more Origins from Generic Fire Manipulation
>Requires Intermediate Flame Manipulation"
131,Expert Flame Manipulation,800 CP,Generic Fire Manipulation,"You have 500 years of experience in fire manipulation. Your skills and abilities have expanded to be able to ignite anything short of a planet, scorching continents. Your technology can bend the laws of physics and perform feats which would leave scientists dumbfounded. Build bombs which ignite matter itself, creating a self-sustaining explosion. Build a perpetual motion machine. A Dancer can talk the world into changing how they want it to, and an Ashen Beast can grant themselves powers through the forms they take. A Promethean can create incredible constructs that border on divinity. Your reality warping is also now advanced enough to breathe actual life into constructs by manipulating and generating the flames of life.

>Requires one or more Origins from Generic Fire Manipulation
>Requires Advanced Flame Manipulation"
132,Origin: Mysticist,100 CP,Generic Water Manipulation,"You use magic to imbue philosophy with power and enact that philosophy on the world around you. You wield mystic energy to shape the flow of water and thought, summoning forth water to control the battlefield and understand the very concept of your foes."
133,Origin: Hydrokinetic,100 CP,Generic Water Manipulation,"Your mind has evolved to use psychic energy to manipulate the forces of water. You move liquids through sheer force of will, shaping it to your whims. Some say that psychics who control water are mad witches who curse travelers with eternal bad luck, but that’s just superstition… right?"
134,Origin: Mirror Demon,100 CP,Generic Water Manipulation,"You are a master of illusions and light. You understand instinctively how light refracts against surfaces such as water or mirrors, able to shape that light into powerful illusions that control not only sight, but any of the senses and even insidiously infect the mind."
135,Origin: Biologist,100 CP,Generic Water Manipulation,"You’re a scientist, one who plays with the body and blood. Your power comes from personal augmentations, knowledge, and mad science. Can you contain yourself?"
136,Origin: Cultist of the Deep Ones,200 CP,Generic Water Manipulation,"You’re one who worships the beings who exist outside of our reality. You hold no power of your own, but yet you have the power that the elder gods of the infinite ocean allow you to have as their host."
137,Origin: Herbalist,100 CP,Generic Water Manipulation,"You are a sage, one who uses plants and imbues them with chi in order to draw out their supernatural elements. By using a combination of your water chi and various plants, you can create healing salves, poisons, drugs, and various other effects."
138,Origin: Primordial,300 CP,Generic Water Manipulation,"Perhaps you’re not a primordial yet, but you have a natural connection to water such that others may think you are one. You are one with the water around you, able to move it freely through will alone, as you are the water and the water is you."
139,Basic Water Manipulation,50 CP,Generic Water Manipulation,"You can control water at a basic level. Whether through magic, psychic energy, chi, or another method, you’re able to move the waves to your whim. You have a small reserve of energy to perform these actions with, whether mana for a Mysticist, chi for an Herbalist, or something stranger. 

A Mysticist has learned the basics of infusing water with mana to manipulate it, casting basic spells and learning minor thaumaturgy. A hydrokinetic understands the basics of using psychic energy to perform similar feats. A mirror demon knows how to create simple illusions which fool the eyes of others. A biologist has knowledge of medicine and genetics. A cultist has the fortitude to contract with lesser horrors and allow them into their body for a presence in the world. An herbalist understands basic chi manipulation to grow plants and herbs and how to make simple healing concoctions and poisons. A primordial has a weak connection to the natural world and can will water into existence.

>Requires one or more Origins from Generic Water Manipulation"
140,Beginner Water Manipulation,100 CP,Generic Water Manipulation,"You’ve been around for 10 years. You have a repertoire of spells, skills, abilities, and technologies that you can use, from simple to moderately complex. Thrash and churn the seas and summon the water out of the atmosphere, crush concrete and break bones. 

A Mysticist finds their meditation allows them to infuse their magic into metaphor, drawing on the power of philosophy and adding this to their water magic. Hydrokinetics have greater force and power, and a mirror demon can create more complex illusions. Biologists understand genetics and biology to the point of being able to perform surgery with suboptimal tools and modify others into monstrosities, while cultists have enough insanity and constitution to allow powerful monsters into their souls and channel those powers. Primordials have expanded capabilities and can control their created water as an extension of themselves, crushing and pulverizing concrete, houses, and people

>Requires one or more Origins from Generic Water Manipulation
>Requires Basic Water Manipulation"
141,Intermediate Water Manipulation,200 CP,Generic Water Manipulation,"You have 30 years of practice has culminated in this. Your power expands beyond their normal bounds, allowing you to flood a city block and crush people into paste. Control the water pressure, put tens of thousands of gallons of water into a small ball, and shred steel and stone with your churning waves. Your energy reserves have increased to handle this power, as well. 

Mysticists have much more control over the conceptual aspects of water, infusing human thought and the collective unconscious into their magic. Hydrokinetics boast massive power and pure brute force. A mirror demon learns to control more senses than sight, though with less finesse, and some control over light and its refraction on mirror surfaces. A biologist begins their descent into madness and mad science, able to manipulate genetics and fuse species together, even creating new creatures altogether. Learning the language of the gods becomes easier for cultists, allowing them to speak their frenzied thoughts into existence, and herbalists can develop potent poisons and concoctions and learn to manipulate plant life with their chi. Even a primordial begins to extend its connection with the waters across the world, expanding themselves and extending into new places, creating constructs out of water to expand their influence.

>Requires one or more Origins from Generic Water Manipulation
>Requires Beginner Water Manipulation"
142,Advanced Water Manipulation,400 CP,Generic Water Manipulation,"You have 100 years of experience in water manipulation. Your capabilities begin reaching the levels of phenomenal power, able to eradicate a city through sheer force and overwhelming strength. Your water and abilities tear apart the very molecules holding matter together. 

Philosophy practically radiates out of your power as a Mysticist, wrapping all of your magic in the power and versatility of metaphor. A hydrokinetic can tear apart entire cities and countries through the water vapor sitting in every structure. A mirror demon creates illusions which encompass all senses, able to even inflict pain and pleasure at will and control light as if it were a physical thing. Biologists create terrors, modify bodies, and are masters of surgery and bodily modification, able to strengthen and alter bodies to add animal characteristics, minor powers, and even dip into modifying the metaphysical properties of living things. Herbalists can create poisons so potent that the very sight of them infects someone, and use their chi to rapidly grow and add new properties to plants, even making plants sapient. A cultist learns to summon the horror they worship, more easily create contracts, and can channel the power of horrors without inviting them into their soul. A primordial learns to create local laws of the universe which affect small areas, up to the size of a town, and modify the laws that reality abides by.

>Requires one or more Origins from Generic Water Manipulation
>Requires Intermediate Water Manipulation"
143,Expert Water Manipulation,800 CP,Generic Water Manipulation,"You have 500 years have passed, and your capabilities have grown in turn. You can flood planets, use water to strip the very earth of all resources, drown the mantle, and erase all evidence of life having ever lived. 

A mysticist finds their philosophy influencing the world around them, through meditation and magic, changing nature to better suit them and their flowing ideals. Hydrokinetics learn both fine control on the level of molecular finesse while holding the sheer strength to punch holes through nearly anything not completely indestructible. Mirror demons can use reflections to completely dominate the mind of those caught in their illusions, controlling all senses perfectly and modifying all stimuli. Biologists can build creatures and manipulate genetics on a massive level, even manipulating their own genes to grant themselves powers capable of tearing apart continents or affecting planets wholesale, while an herbalist can grow herbs able to bring entire countries back to life or granting the powers a biologist may tinker, and even manipulate plantlife on a massive scale. A primordial has attuned with the nature of the entire planet and beyond, gaining great influence in the way nature exists and how the natural laws of the world function.

>Requires one or more Origins from Generic Water Manipulation
>Requires Advanced Water Manipulation"
144,Linguist,50 CP,Generic Linguist,"You’re educated in the field of linguistics, with the equivalent of a philosophical doctorate in a subject at least somewhat related to linguistics or languages. You know all about sentence structure, participles, phonemes, and other sentence stuff. This includes the holy grail of hidden knowledge: You know when it is appropriate to use a semicolon."
145,Incantations,100 CP,Generic Linguist,"In this world language can have literal, magical power. You know incantations for some basic cantrips, and you’re able to discover other magic incantations by studying and experimenting with the spells you have."
146,Signing,100 CP,Generic Linguist,"You’re fluent in a form of sign language, and are able to use signing in place of speech for the purposes of spells, powers, and perks. When you encounter others who sign, they’re guaranteed to know this form of sign language."
147,Translator,100 CP,Generic Linguist,"What are you supposed to do when the alien species you’ve encountered communicates exclusively through a pheromone-based language? Here’s your solution. When you lack the physical ability to express yourself in a language, you’re able to train your body to make up the difference, somehow.  

Learn to control your pheromone production just well enough to be a skilled communicator in insect-speak, or learn to emit telepathic signals just well enough to communicate with members of a psychic society. You can only train qualities with this perk if it's necessary to communicate in a language you’ve encountered - if you haven’t encountered any psychics, you aren’t able to pick up telepathyspeak."
148,Language Games,50 CP,Generic Linguist,"You’re exceptionally talented at playing and designing word games. You know all sorts of obscure words, and find it easy to pick up on hidden meanings and codes. As a side-effect, you’re also a little bit funnier. You’d make a great editor for the crossword."
149,Why waste time say lot word… ,100 CP,Generic Linguist,"…When few word do trick? By omitting some non-essential words from your speech, you’re able to communicate ideas significantly faster, without detracting from your listener’s ability to understand you. You know exactly which words you need to retain in order to be understood. This also makes you an expert at making understandable text-abbreviations."
150,Cunning Linguist,100 CP,Generic Linguist,"Whether innuendo or euphemism, you’re a master of implying things without actually stating them outright. Useful for speaking of secrets in open spaces, engaging in doublespeak, dancing around censorship, and sneaking “dirty jokes” into kids’ shows that only older viewers will understand. When you’re about to imply something in this manner, you always know who amongst your intended audience will receive the implication."
151,Fluency,100 CP,Generic Linguist,"When studying a new language, you rapidly gain proficiency in all language skills (listening comprehension, vocabulary, grammar, reading, speaking, and writing). Furthermore, your skills in every language you know are linked, allowing you to increase your speaking proficiency by studying grammar, increase your reading proficiency by practicing conversation, etc. This ability also applies to variant local dialects."
152,The DNA of the Soul ,150 CP,Generic Linguist,"You’re educated in the field of memetics, able to predict how certain ideas will evolve when exposed to the public. You can easily guess the end-result of a game of “telephone” with a high degree of accuracy, predict whether that fashion trend will catch on, and you can tell when the kid who saw you flying above the city streets is going to start a new religion based on you."
153,Speech Bubble,100 CP,Generic Linguist,"You can choose to manifest illusory text of the words spoken by other people in your vision, presented in whatever formatting you want - speech bubbles next to their heads, subtitles in front of them, etc. If you have the ability to read thoughts, you can manifest illusory thought bubbles as well. You can also visualize your words as speech bubbles or subtitles for other people."
154,Handwriting,50 CP,Generic Linguist,"You have very steady hands, and can easily replicate any style of handwriting you’ve seen. Useful for forging signatures. It doesn’t take you any effort to write quickly while keeping your handwriting legible."
155,Deceiver,100 CP,Generic Linguist,"You are really good at convincing people to believe things that aren’t true. Even if your target thought you were a lying liar who lies, you could present the honest truth in a way that they’d dismiss out of hand "
156,Vicious Mockery ,200 CP,Generic Linguist,"Words can hurt. You exemplify this phrase, since you’re able to deal physical damage to others by insulting them. The more hurt the enemy feels from your insults, the more damage they take. If it was humiliating enough, you could kill someone with words alone."
157,Voice-training,200 CP,Generic Linguist,"You can speak with any pitch, resonance, and tone you desire. You can mimic any voice or sound you’ve heard before, and you can “throw” your voice like a ventriloquist to anywhere within your line of sight."
158,Infohazard,300 CP,Generic Linguist,"If you have a secret you’d like to keep, you can apply a curse to that secret, making anyone who learns of it against your will suffer from the curse’s effect. This starts out as a curse of silence, preventing the afflicted from sharing your secret (or anything), but with experimentation you can learn to put all sorts of curses on information. If you wanted, you could also use this to place blessings on information instead."
159,Constructed Language,200 CP,Generic Linguist," You know Esperanto, Klingon, Elvish, and every other conlang out there. You have the knowledge to create your own conlangs, and with some effort you can create languages that are tailor-made for any purpose: communicating ideas quickly, being easy to learn, sounding pretty, or any other purpose you can think of. With enough practice, you could learn to create magical languages, and optimize their magical effects in the same way."
160,Gibberish,200 CP,Generic Linguist,"An offensive technique used by linguists, you’re able to infuse your attacks with a quality that temporarily makes your foes spout gibberish instead of comprehensible speech. Advanced users are able to control the sounds made by targets, allowing them to mislead enemies with false orders out of the mouths of their comrades."
161,Provocateur,200 CP,Generic Linguist,"When you focus your attention on another person, you start getting ideas of what kinds of things would piss them off. If you wanted to, after a few minutes of observation, you could craft a sentence that would make a relatively stable person fly off the handle. You’re also proficient in making more general ‘ragebait’ designed to garner a reaction from as many people as possible."
162,Runesmith,250 CP,Generic Linguist,"You know the basics of a magical script that can be inscribed on objects to enchant them. At a basic level, this script can be used to reinforce objects, making them a bit tougher, and a bit lighter or heavier. With practice and experimentation, you can learn to enchant flaming swords, self-repairing clothes, nearly indestructible armor, bags of holding, runic gates to other places, and other such high-tier adventuring equipment. You learn magical scripts at double the rate."
163,Language Barrier,200 CP,Generic Linguist,"You’re able to form physical barriers out of languages that you speak. These barriers will act as impassable walls for anyone who doesn’t speak that language, while allowing anyone who does speak that language to pass. These barriers can still be broken with effort, their durability scaling with your overall level of fluency in that language."
164,Categorical Imperative,300 CP,Generic Linguist,"Do not kill, do not steal, do not lie. You can burn rules like these into the mind of anything capable of interpreting language, forcing them to comply or experience some sort of heavy consequences. The rule can be whatever you like, as long as it comes in the form of an imperative statement, and the consequences can be anything that you’re personally capable of inflicting upon that person or thing. You can only do one rule per person, at least to start."
165,Memetic Virologist,400 CP,Generic Linguist,"Some ideas take on a life of their own once put out into the world. You know how to craft ideas that spread like viruses, infecting the minds and bodies of those who encounter them and forcing them to spread them to others. You could make a post online that forces readers to share it, or give a speech that turns people into zombies that happen to repeat it to everyone they encounter. 

The greater the effect one of these memetic viruses has on the minds and bodies of the afflicted, the more time and resources it takes to create. Achieve world peace, make society get obsessed with phone chargers, or make a podcast that literally bores the listeners to death. The world is your petri dish."
166,Largest Language Models,300 CP,Generic Linguist,"You’re an expert programmer with a specialization in machine-learning algorithms and large language models. You can do more than make machines that pass the turing test, though. You know how to make programs that can learn to parse semantics, granting them the ability to truly comprehend language. You’re able to design programs capable of utilizing any kind of language-based techniques you’re able to teach, as long as they have access to an output device capable of expressing that language i.e. a monitor or speaker."
167,Combative Conversationalist ,300 CP,Generic Linguist,"t’s a commonly held opinion by warrior-types that combat is a form of conversation, and you’re inclined to agree. You’re able to use your argumentative and persuasive skills in battle to great effect; the fact that you’re currently trying to take someone’s life won’t stop them from honestly considering your request that they lower their guard, or come out from their hiding place and face you with courage. 

If that’s not enough, you can also treat conversation as a form of combat: Slice through your interlocutor’s counter-arguments with your broadsword, and everyone will agree that your argument is unbeatable. You can find all sorts of ways to utilize your combat abilities in conversation and vice-versa if you put your mind to it, and all of those pesky social conventions that would normally get in your way just.. Don’t."
168,Mixed Metaphors,300 CP,Generic Linguist,"The longer you meditate on a particular phrase, idiom, or expression, the more insight you gain into the power behind it, until these insights eventually crystalize into a new linguistic technique. Meditating on the concept of “letting the cat out of the bag” might eventually give you a technique to divine people’s secrets by talking to cats, meditating on the concept of “burned bridges” as a metaphor for cutting contact might give you a technique to silence people with fire, etc. 

The longer you spend meditating on one of these concepts, the more powerful the resulting technique will be, and you can improve the techniques you gain from this with further meditation."
169,Dictator,450 CP,Generic Linguist,"You have the peculiar ability to determine the future by writing things down. When you write down what you want to happen in the future, the words on the page will slowly correct themselves to the ‘actual’ future. This power has two parts: the words that change will show you the future, and the words that don’t change will influence the future, nudging things in your favor. The closer the events you described are supposed to happen, the more ‘set in stone’ the future is, limiting the scale of what you’ll be able to influence.

Though you can still change the future on the page by acting on the information they describe; if you write “tomorrow i will win the lottery”, the words will likely shift to “tomorrow i will not win the lottery”, but if you write “tomorrow the winning powerball numbers will be ____”, the correct numbers will show up on the page, allowing you to purchase the winning ticket. The further out you schedule the events you describe, the more likely they are to come true, scaling based on how unlikely they are."
170,Social Construction,300 CP,Generic Linguist,"You’re able to use abstract concepts as crafting materials, infusing your final product with a hint of conceptual power. Items crafted this way will be a bit better at tasks related to the concept in question, and this boost slowly grows stronger as the item is exposed to the concept in question. Very, very slowly. The more conceptual power the item has absorbed through exposure, the more it takes to achieve any significant growth."
171,Magic Typewriter ,100 CP,Generic Linguist,"This typewriter has all of the standard functions of a typewriter. If you provide the typewriter with a basic outline of the general points of something you want to write but don’t want to write, it will write it for you, taking the specific details from your unconscious mind. It takes twice as long to do this as you would if you wrote it yourself, but hey, you weren’t going to write it anyways, were you?"
172,Awakened Spellbook,200 CP,Generic Linguist,"This is a talking book. What’s better than a talking book? A flying book. Which this is. You can decide on the nature of this book’s speech - whether it generates text on the pages, emotes, or manifests a voice through magic. It automatically takes detailed notes on any spells, enchantments, wards, magical creatures, and other supernatural phenomena you encounter alongside it. These notes are comprehensive, always managing to be greater than you could achieve without detailed study or autopsies. Can be imported as a companion or a follower in future jumps."
173,Amnestics,200 CP,Generic Linguist,"A case of amnestic drugs from an organization so secretive it doesn’t even know what it’s called. These drugs can induce amnesia in those they’re administered to, targeting any memories you want to erase from their mind. Erase childhood trauma, witnessed supernatural events, the last five minutes, whatever. 

You’re guaranteed to erase only the memories you want to erase with these, as long as you know what it is you’re trying to erase: “Their encounter with a blood-sucking vampire” works, “the supernatural thing they saw” does not. This case also includes a drug to temporarily prevent new memories from forming, and a drug to defend against unwanted memory erasure. This case refills whenever you run out, and comes with a formula for each of the drugs."
174,Willing Victims,200 CP,Generic Linguist,"A list of names with contact information making up a representative sample from all walks of life for any experiment you want to run. All of the people on this list will be willing to participate in any experiment, no matter how sketchy, as long as there’s a somewhat reasonable cash prize in it for them (though you can low-ball them by quite a bit if you’re out of grant money). If something happens to the people on this list, it will update with new names and contact information."
175,Status,75 CP,Out of Context - Isekai'd Too Many Times Supplement,"Your current physical condition is clearly written in a menu only you can see and summon. It shows you stats such as STR or AGI, whether or not you have abnormal status, skills list or spell list, and anything else that would be seen in an RPG menu."
176,Forge of Hephaestus,400 CP,Out of Context - Isekai'd Too Many Times Supplement,"Like Kosuke Shibata you have access to a skill set that would make a minecrafter proud. 

>First skill【Inventory】consists of 50 storage slots, 9 Hotbar slots, and an off-hand slot. All resources that were collected (Dirt or Bricks) are composed of a block shape and non-solid blocks have the same features. When Killing something the corpse materials are auto-dismantled rapidly. 

>Second【Crafting Menu】the process of constructing tools, items, and blocks from your inventory to a crafting grid and arranging them according to a recipe. 

>Third【Crafting Guide】is a mechanic that serves as a catalog of recipes and as a crafting, smelting, and other guides. 

>Fourth【Block】 dirt, bricks, ice, and stone 3×3 place and replace the Blocks itself is really highly durable and unmovable. If you make a torch the flame from the torch cannot be extinguished even with water, it emits everlasting smokeless flame and light. When a bucket of water is poured by blocks it will spread, becoming an infinite source of water. 

>Lastly,【Blueprint function】In short, you can copy-and-paste buildings."
177,Plunder,400 CP,Out of Context - Isekai'd Too Many Times Supplement,"By completely drinking all of your target’s blood (or eat all their flesh if you're not a vampire), you can steal their skills. If they don’t have any skills, any preeminent ability they have can be converted into a skill and then stolen. It does not matter if it is a general skill or an individual skill. Only one skill can be stolen"
178,Steal Concept,200 CP,Out of Context - Isekai'd Too Many Times Supplement,"Like Matilna the Thief Wife you can steal things with far less substance. If you were to, I don’t know, steal the heart of the Hero, he would fall madly in love with you albeit temporarily (one hour). You must have the concept in mind and make physical contact with the target. Be careful with what you take if it will be gone for one hour & there is a twenty four hour cool down. Stealing a friend's common sense may just get them killed. Plus, when you steal it you don’t actually get it, they really just lose it."
179,Analyze,200 CP,Out of Context - Isekai'd Too Many Times Supplement,"A skill (perk) that can analyze information about a certain object or living being appearing in a menu only you can see. The more you use this skill the more details will appear in the menu starting with name, it’s rank (level if it has one), race, sex, age, and value at first"
180,THULE KNOWLEDGE,200 CP,Castle Wolfenstein,"You have spent years studying the ancient secrets of the Thule people. You have a detailed knowledge of the secrets behind their magic science. The black sun dimension they drew power for. The inventions they come up with such as magical doors and ladders that can only be accessed by one who is walking within the veil. The places they once resided in and the history of their people. 

You also know how to make Thule Medallions, don’t let anyone in this world know that or you’ll be the number one target for the NAZI’s and Golden Dawn Society. The medallions you make are not fiat backed and will only operate if you can find an appropriate fuel source (some options include the stop the Blaskowicz scenario or Thule Technology in Nazi items). In future jumps you receive knowledge of one extinct civilization of your choice from that world."
181,OCCULT SCIENCE ,200 CP,Castle Wolfenstein,"You are now one of the scientists at the forefront of the German effort to not just recover the lost knowledge of the Thule but improve it. You have a detailed knowledge of how to make, and charge all the different items that the research at Isenstadt has developed. Things such as Veil canisters to store black sun energy, shield generators or Veil blockers to inhibit the influence of other dimensions on our own. In addition this knowledge can provide a base to develop your own magi-tech devices using other supernatural sources of energy with time and research."
182,VEIL CRYSTAL,100 CP,Castle Wolfenstein,"This sky blue opaque crystal glows faintly. This crystal when inserted into a Thule medallion will power its basic abilities. These abilities are to enter and perceive the veil, recharge the Medallions power supply from veil pools, perceive veil creatures such as Geists, pass through Veil walls and other mystical barriers, perceive ladders and writings hidden in the veil and protect you against the mutational effects of entering the black sun dimension. While in the Veil you will be able to move faster, jump further and perceive a bright green glow around living beings.

>For Additional 100 CP: Gain a small box of these crystals being delivered to you every week in convenient way and if you actually need/want it."
183,MIRE CRYSTAL,100 CP,Castle Wolfenstein,"Light seems to take several minutes to pass through this transparent yellow crystal inside of which can be seen numerous concentric rings. When inserted into a Thule Medallion this crystal allows the user to slow time bringing it to a virtual standstill allowing them valuable moments to act. It also causes a pulse of temporal flux damaging objects, and people around you so it's advised not to use it next to someone you like.

>For Additional 100 CP: Gain a small box of these crystals being delivered to you every week in convenient way and if you actually need/want it."
184,SHIELD CRYSTAL,100 CP,Castle Wolfenstein,"This flawlessly clear dark blue crystal buzzes with energy. When inserted into a Thule Medallion it allows the user to create a shield around themselves to protect themselves against injury or harm from outside sources. Ranged attacks are reflected back against the attacker and physically touching the shield will damage anyone or anything who comes into contact. Be warned however there is an upper limit of the damage the shield can handle and sufficiently powerful attacks or environmental hazards can overwhelm and shut it down. Small arms fire will be of little concern but high power sniper weapons may break through.

>For Additional 100 CP: Gain a small box of these crystals being delivered to you every week in convenient way and if you actually need/want it."
185,EMPOWERMENT CRYSTAL,100 CP,Castle Wolfenstein,"The edges of this red crystal are razor sharp and it seems to burn with an inner fire. This crystal when inserted into a thule medallion will magically empower your weapons to cut through non-magical objects such as stone, metal, wood, people with the ease of a hot knife through warm butter. Unusually durable materials and beings may resist these attacks or be outright immune to them so do be sure of what you're starting a fight with.

>For Additional 100 CP: Gain a small box of these crystals being delivered to you every week in convenient way and if you actually need/want it."
186,THULE MEDALION,200 CP,Castle Wolfenstein,"The holy grail, well not the actual holy grail but this is what everyone is after in the catacombs and mines of Isenstadt. As valuable as the Nachstone crystals are, this is the pinnacle of Thule technology and the few in existence are greatly coveted by both the Nazi forces and Dr Alexandrov. Crafted of silver, gold and steel this particular medallion is of limited use as it hasn’t been empowered by any Nachstone crystals yet. 

Should you acquire some however it will retain that empowerment with the same fiat backing it has. Normally a Thule medallion has a limited internal ability to store black sun energy before it needs to be recharged either from a veil pool or over time through natural regeneration. As your paying CP however your particular one will have an unlimited supply of power to operate its abilities, assuming you can find crystals to insert."
187,BLACK SUN COMBAT ARMOUR ,200 CP,Castle Wolfenstein,The pinnacle of NAZI research into using the black sun dimension as a source of power for their soldiers. This combat armour is highly durable and resistant to even the advanced weapons of their research division such as the Particle Cannon and Leichenfaust 44. Increases the wearer's strength by half as much and yours can come with a helmet if you don’t want your head out there to be shot at. Its armament is two Venom Chain Guns capable of sustained rapid fire. It also allows those without a Thule medallion to survive in the black sun dimension.
188,Mixed Traditions,200 CP,Generic Hedge Mage,"Coming across so many different ways to do things has allowed you to take the various methodologies and traditions you’ve encountered, and will encounter, and combine them to create variations that can work in a way more suited to your needs and desires. You will instinctively know what the best combination for you to use will be, but are not limited to just that methodology if you wish to expand your horizons or teach someone else a method more suited to them."
189,Cooperative Casting ,200 CP,Generic Hedge Mage,"With how weak many hedge mages are individually, some have taken to pooling their power to achieve greater magics. When casting a spell, others may aid you, taking over part of the spell's casting. Be it the magical energy costs, the calculations to perform the spell, the verbal or somatic components of the spell, or the vigor necessary, they can imbue the spell. 

Similarly, when someone else is casting a spell, you can do the same for them. With a few working in tandem, you could make a difficult spell much easier through the cooperation between you and others. A person need not be a mage to take over a part of a spell. They merely cannot properly contribute magical power to the spell."
190,Sympathy,200 CP,Generic Hedge Mage,"Sympathy is the connection one thing has to another and the inherent desire for them to return to each other. You can use this sympathy as a means to target someone with a spell through the connections held, such as using a strand of someone’s hair to curse them across a great distance or to use a piece of wood to call on the spirit of the tree that wood came from."
191,Magical Skills,300 CP,Generic Hedge Mage,"A hedge mage often combines their magic with common, mundane skill, having them support one another in equal measure. As a result of this mingling of the mundane and magical, you can push your mundane skills beyond their normal limits, allowing them to grow to the point they are innately magical, with no need for spells to augment them. This effectively uncaps the growth of your skills"
