0,Perk Name,Cost,Source,Description
63,Spell: Penance,10 CP,Original,"You've learned a new spell!

Name: Penance
Aspect: 1 Hurt + 1 Healing
Description: This spell causes the caster themselves to receive painful, but temporary and mostly illusory, wounds. The caster can control how much pain they experience and for how long - up to around an hour or until they lose consciousness."
64,Spell: Decapitation,15 CP,Original,"You've learned a new spell!

Name: Decapitation
Aspect: 2 Hurt + 1 Force + 1 Semblance
Description: Make a chopping gesture with your hand. Around your palm and extending some distance away from it (approximately five inches from the fingertips), a burning-like crimson aura will appear, which sounds like a knife being sharpened when moved through the air. If the aura touches the neck of another living creature, it leaves a small cut, which quickly grows into a clean decapitation. It can be temporarily disrupted or blocked by physical objects (as if it was a physical flame)."
65,Spell: Severance,25 CP,Original,"You've learned a new spell!

Name: Severance
Aspect: 3 Hurt + 1 Force + 1 Semblance
Description: A less theatrical but more versatile variant of Decapitation. The same chopping gesture produces a faint, almost invisible cutting edge that can sever any limb or body part, not just the neck. It can be blocked by sufficiently thick material or partially disrupted. 

>Requires Spell: Decapitation"
66,Spell: Bleed!,25 CP,Original,"You've learned a new spell!

Name: Bleed!
Aspect: 2 Hurt + 1 Water + 1 Life
Description: This spell is channeled through a weapon or through the caster themselves. Wounds left by weapons with Bleed! channeled cause blood to stop coagulating and become thinner near the puncture temporarily, causing them to bleed profusely for a few minutes. Even blunt wounds are affected, but to a lesser degree - this spell works best for cuts and punctures."
67,Spell: Cease!,15 CP,Original,"You've learned a new spell!

Name: Cease!
Aspect: 2 Hurt + 1 Air + 1 Aether
Description: This spell is transmitted by voice: whoever hears the caster's voice while their throat is infused with the spell will be affected. It has a maximum radius of five meters, and the effect slowly becomes weaker over distance. A louder voice makes the effect stronger in the radius. It works in short bursts (such as the next word spoken). 

The spell causes the target to experience a sudden but short-lived headache (like a severe migraine) and slight muscle cramps in random parts of their body. Not hearing the voice prevents the effect from working."
68,Spell: Fall!,50 CP,Original,"You've learned a new spell!

Name: Fall!
Aspect: 2 Hurt + 1 Space + 1 Aether
Description: This spell is channeled through a gesture - a downward pointing of the finger. A target within ten meters who sees the gesture and is of roughly human size or smaller feels a sudden, crushing weight on their body, as if gravity had intensified tenfold for an instant. They are forced to the ground and may be briefly stunned or winded, or even get their legs broken. Larger targets or those with exceptional strength may resist or ignore the effect."
69,Spell: Choke!,25 CP,Original,"You've learned a new spell!

Name: Choke!
Aspect: 3 Hurt + 1 Aether + 1 Air
Description: This spell is channeled through the user's body and transmitted by their scent (such as blood and sweat). When a target smells the caster while the spell is active, they suddenly choke - their airways contract. The spell's effect works like a poison; it lingers after being applied and can even damage the airways. 

However, it lasts only for a limited time. The strength of the effect depends on the olfactory acuity of the target, and its duration depends on how long they perceive the smell (up to nine minutes of active choking)."
70,Spell: Spit!,10 CP,Original,"You've learned a new spell!

Name: Spit!
Aspect: 3 Hurt + 1 Aether + 1 Water
Description: This spell is cast once to linger on the caster's body for some time (up to 44 minutes). It is transmitted through the caster's taste (their saliva, sweat, blood, etc.) When a target comes into contact with the caster's taste (such as through a spit, a kiss, or bite), they are affected by the spell. The target experiences severe nausea and vertigo, which can be debilitating and disorienting. The effect lasts for a limited time (up to 12 minutes), and its severity depends on the acuity of the target's sense of taste and duration for how long they experienced taste."
71,Spell: Kitty Claws,10 CP,Original,"You've learned a new spell!

Name: Kitty Claws
Aspect: 1 Hurt + 1 Transformation + 1 Semblance
Description: This spell slightly elongates the user's nails, making them sharp like claws and distinctly red. It can be channeled, sustained, or cast for a duration (up to three minutes). It can target both toenails and fingernails. These claws are durable and unusually sharp, especially when cutting living or dead tissues. When the spell ends, the nails return to their normal state."
72,Spell: Kitty Bristles,15 CP,Original,"You've learned a new spell!

Name: Kitty Bristles
Aspect: 1 Hurt + 2 Protection + 1 Transformation + 1 Semblance
Description: This spell can be channeled, sustained, or cast for a duration (up to 33 minutes). It affects all of the user's hair, turning it into a ginger-colored reactive shield. When the user feels a threat from a certain direction or something tries to strike them, the hairs stand on end, working like durable needles that are especially good at piercing living and dead tissues. When the spell ends, the hair returns to its normal state."
73,Spell: Kitty Bites,10 CP,Original,"You've learned a new spell!

Name: Kitty Bites
Aspect: 2 Hurt + 1 Semblance + 1 Transformation
Description: This spell can be channeled, sustained, or cast for a duration (up to 71 minutes). It affects the user's mouth and teeth, making the latter much more durable and sharper when used against other living creatures. It also grants enhanced biting strength and the ability to open the jaws wider. 

However, the main effect of the spell is the ability to project the bite slightly outside the reach of the mouth: red and ghostly outlines of chomping teeth appear for a moment when the user performs a biting action, and they will bite things up to four inches away from the mouth. When the spell ends, the teeth return to their normal state."
74,Spell: Perish!,50 CP,Original,"You've learned a new spell!

Name: Perish!
Aspect: 2 Hurt + 2 Death + 1 Transformation
Description: The user infuses a hair with this spell, allowing it to be flung like a needle-projectile as fast as a dart and extremely difficult to see due to its thin nature. When this hair sinks into living flesh, the effect of the spell takes hold. It works like a venom, causing severe, hot pain at the site of impact, necrosis spreading from the point of contact, and gradually worsening paralysis. A single hair can kill an adult male if it remains embedded in their body for half a minute. Removing the hair quickly lessens the effect of the spell."
75,Spell: Wound Patch,10 CP,Original,"You've learned a new spell!

Name: Wound Patch
Aspect: 2 Semblance + 1 Healing
Description: Creates a temporary, semi-transparent film over a wound. The film prevents the wound from widening, keeps out dirt and debris, and stops minor bleeding. It lasts for several hours. The spell does not heal the wound - it only stabilizes and protects it. Larger or deeper wounds may require multiple applications or a stronger, different spell."
76,Spell: Epinephrine Charm,10 CP,Original,"You've learned a new spell!

Name: Epinephrine Charm
Aspect: 1 Semblance + 1 Healing + 1 Life
Description: This spell functions much like an EpiPen. It stops and reverses severe allergic reactions and prevents anaphylactic shock from occurring. The spell can also be used preemptively, providing protection for one to two hours."
77,Spell: Organic Mending,25 CP,Original,"You've learned a new spell!

Name: Organic Mending
Aspect: 3 Healing + 2 Transformation
Description: This spell reverses mechanical damage in a variety of tissues. It does not leave scars, but it is not perfect - the effect cannot regenerate lost tissue. Instead, it takes what is present and fuses it back together into a coherent, functional whole. The spell works on practically any tissue, though its effectiveness varies by tissue type."
78,Spell: Bone Mending,50 CP,Original,"You've learned a new spell!

Name: Bone Mending
Aspect: 3 Healing + 2 Transformation + 1 Order
Description: This spell is a specialized variation of Organic Mending, focused specifically on repairing mechanical damage to bone. It can also regenerate small amounts of lost bone tissue. The spell can be guided with high accuracy and precision by the practitioner, allowing even complex fractures to be fully repaired.

>Requires Spell: Organic Mending"
79,Spell: Skin Mending,50 CP,Original,"You've learned a new spell!

Name: Skin Mending
Aspect: 3 Healing + 2 Transformation + 1 Order
Description: A specialized variation of Organic Mending focused on skin, mucous membranes, and related tissues. The spell reverses mechanical damage, sealing cuts, tears, and abrasions without scarring. It can regenerate lost tissue in small amounts, but mostly fuses existing material back into a coherent, functional whole.

>Requires Spell: Organic Mending"
80,Spell: Vascular Mending,50 CP,Original,"You've learned a new spell!

Name: Vascular Mending
Aspect: 3 Healing + 2 Transformation + 1 Order
Description: A specialized variation of Organic Mending focused on blood vessels, the heart, and related tissues. The spell repairs mechanical damage such as tears, punctures, and ruptures, restoring circulatory integrity. It can regenerate lost tissue to a degree, but mostly fuses existing material back into a functional state.

>Requires Spell: Organic Mending"
81,Spell: Muscle Mending,50 CP,Original,"You've learned a new spell!

Name: Muscle Mending
Aspect: 3 Healing + 2 Transformation + 1 Order
Description: A specialized variation of Organic Mending focused on muscles, tendons, and similar tissues. The spell reverses mechanical damage, reconnecting torn fibers and restoring tensile strength. It can regenerate lost tissue to a degree, but mostly fuses existing material back into a coherent, functional whole.

>Requires Spell: Organic Mending"
82,Spell: Neural Mending,50 CP,Original,"You've learned a new spell!

Name: Neural Mending
Aspect: 3 Healing + 2 Transformation + 1 Order
Description: A specialized variation of Organic Mending focused on nerves, neural tissues, and their supporting structures. The spell repairs mechanical damage, reconnecting severed or compressed neural pathways. It can regenerate small amounts of lost tissue, but mostly fuses existing material back into a functional state. Results may vary depending on the complexity of the injury. The spell does not restore memories or skills - it only repairs the hardware.

>Requires Spell: Organic Mending"
83,Spell: Cancer Killing Array,100 CP,Original,"You've learned a new spell!

Name: Cancer Killing Array
Aspect: 5 Healing + 2 Life + 1 Death + 3 Order + 2 Transformation
Description: This complex, modular spell is designed to counter malignant tumors. It operates through several vectors: detecting problematic tissue, killing or reverting cancerous cells, and temporarily training the immune system to accurately recognize that specific cancer type. With repeated use, this immune training can become semi-permanent for this specific kind of cancer.

The spell requires significant time and focus to execute. Multiple applications are usually needed to fully eliminate a tumor, and it may miss isolated rogue cells. The lengthy process is due to the vast diversity of cancer types, even within a single tissue. The spell cannot harm healthy tissues."
84,Spell: Immune Fortification,10 CP,Original,"You've learned a new spell!

Name: Immune Fortification
Aspect: 3 Life + 2 Order + 1 Healing + 1 Protection
Description: This spell temporarily bolsters the patient's immune system, enhancing its ability to identify and eliminate threats - including infections, abnormal cells, and even some types of cancer. The effect lasts for several days. Overuse might cause acute auto-immune symptoms. "
85,Spell: Antibody Focus,15 CP,Original,"You've learned a new spell!

Name: Antibody Focus
Aspect: 5 Life + 2 Order + 1 Healing + 1 Mind + 1 Protection
Description: This spell is a variant of Immune Fortification that allows the healer to direct the patient's immune system toward a specific threat: a particular pathogen, a known allergen, or a recognized cancer marker. The spell requires the healer to understand the target and provides no protection against other threats. The effect lasts for several hours. Less risk of auto-immune symptoms due to the focused nature of the spell.

>Requires Spell: Immune Fortification"
86,Spell: Hydra's Blessing,50 CP,Original,"You've learned a new spell!

Name: Hydra's Blessing
Aspect: 4 Healing + 2 Life + 1 Semblance + 2 Creation
Description: This spell grants a short-lived but extreme healing factor focused on regenerating lost limbs and organs. For organs, at least some remaining tissue (such as a portion of a kidney) is required for the spell to function.

The blessing works best on fresh, mechanical wounds. The user can guide the regeneration for improved results. However, the spell places strain on the body (even while producing tissue ex nihilo) and may cause complications for those who are famished, ill, or otherwise exhausted.

Note: Slightly ages regenerated tissues and slightly increases the risk of cancer in the long run."
87,Spell: True Healing,100 CP,Original,"You've learned a new spell!

Name: True Healing
Aspect: 6 Healing + 3 Order + 3 Life + 3 Creation + 1 Aether
Description: This spell heals mechanical wounds and corrects alignment issues (such as misaligned bones, partial organ loss, or paralysis) without drawing energy or biomass from the recipient. It cannot handle complex problems like vision loss from brain damage or completely missing eyes, but resolves anything less severe. The spell does not affect poisons or illnesses, though it can heal the damage they caused.

True Healing is costly and works in an unfocused manner: healing everything at once, it cannot be focused or prioritized. Cost increases proportionally with the number and complexity of issues addressed per unit of time."
88,Spell: Cellular Resuscitation,25 CP,Original,"You've learned a new spell!

Name: Cellular Resuscitation
Aspect: 3 Healing + 2 Aether + 1 Order + 1 Time
Description: This spell reverses the death of recently deceased cells and repairs cellular-level damage in targeted tissues. It is highly effective against necrosis and radiation damage. While the spell cannot fully repair DNA, it can reliably address recent and severe DNA damage. It does not affect genetic disorders - only damage incurred relatively recently and that is unnatural for the body's usual state."
89,Spell: Deformation Curse,50 CP,Original,"You've learned a new spell!

Name: Deformation Curse
Aspect: 2 Curse + 2 Hurt + 1 Transformation
Description: This curse manifests as a continuous, fluid-like ray of energy with a faint scent of rotten blood. When it strikes a living creature, it begins to slowly and painfully deform their bone and muscle structure.

The effect is not deadly and leaves almost no actual tissue or organ damage, but it is severely crippling and distorting. The point of impact is affected the most, and the user can decide the general direction of the deformation. Like all curses, it resists being reversed."
90,Spell: Pins and Needles,15 CP,Original,"You've learned a new spell!

Name: Pins and Needles
Aspect: 1 Curse + 1 Mind + 2 Hurt
Description: This curse manifests as a thin needle of dark-red light accompanied by the sound of a nail dragged across glass. Upon impact, the victim experiences a sudden, brief sensation of many tiny needles pricking random parts of their skin - then it vanishes.

From that moment on, several times a day at random intervals, the sensation of one or more needles piercing the skin will flare up again and then abruptly stop. This continues for the rest of the victim's life unless the curse is lifted or countered somehow."
91,Spell: Festering Mark,15 CP,Original,"You've learned a new spell!

Name: Festering Mark
Aspect: 2 Curse + 1 Death
Description: This curse appears as a small, fast-moving blob of brown slime. Upon striking a target, it enters the body and causes all wounds near the point of impact to become inflamed and rotten. Even after those wounds are finally cleared and healed, any new injury dealt to the same area will spontaneously become infected and rot again, because the curse still lingers in the flesh."
92,Spell: Slippery Soul,15 CP,Original,"You've learned a new spell!

Name: Slippery Soul
Aspect: 2 Aether + 2 Order + 1 Life + 1 Protection
Description: This blessing grants temporary resistance to curses. It rarely prevents a curse's effect entirely, but ensures the curse does not stick and generally weakens its impact. The blessing can be overwhelmed by enough curses layered together.

Focusing on a specific curse or a few similar ones during the casting improves resistance against those specifically while weakening effect against others. Slippery Soul can also be cast immediately after being struck by a curse, causing it to ""slip"" off the target - though this is harder and less reliable."
93,Mystic Craft: Ward from Evil,25 CP,Original,"You've learned a new mystic craft!

Name: Ward from Evil
Aspect: 3 Protection + 1 Creation
Description: This is the art of creating a protective mark on a body that prevents curses from sticking and weakens their initial effects. The closer a curse strikes to the mark, the more effective the protection. With each curse blocked or weakened, the mark diminishes until it eventually vanishes. This mark can also be placed on an object to prevent it from being cursed."
94,Ritual: Cleansing Pyre,100 CP,Original,"You've learned a new ritual!

Name: Cleansing Pyre
Aspect: 4 Fire + 3 Order + 2 Aether + 1 Death + 1 Purity
Description: This ritual is designed to separate a curse from its target (land, object, or creature) and burn it in purifying flames. The cost and complexity scale with the nature, intensity, and scale of the curse.

Full success: The curse is erased (without reversing its physical effects) and yields purified remnants (white ash, milky water, etc.) which can be used in future Cleansing Pyre rituals against the same or similar curses, greatly reducing cost and complexity.

Partial success: The curse may be separated and latched onto something else nearby (warping it in the process), or weakened enough to fade on its own over time.

Failure: The curse is unaffected, or at most temporarily weakened."
95,Spell: Purifying Embers,25 CP,Original,"You've learned a new spell!

Name: Purifying Embers
Aspect: 2 Fire + 1 Order + 1 Healing + 2 Purity
Description: A smaller, less dramatic version of Cleansing Pyre. This spell produces a small flame that can be applied directly to a cursed wound or object. It weakens the curse rather than removing it entirely, buying time for a proper Cleansing Pyre ritual. The flames do not harm living tissue."
96,Spell: Heart Sight,15 CP,Original,"You've learned a new spell!

Name: Heart Sight
Aspect: 1 Air + 1 Mind + 1 Lore
Description: This spell alters your perception, allowing you to see nearby heartbeats as an overlay on your vision combined with an intuitive sense. It works through walls, but effective sound isolation will block it.

The spell captures sounds, identifies those matching the noise of heartbeats, and lets you see them. You can perceive how loud or fast each heartbeat is. If too many heartbeats are present, they tune out and turn into a vague fog, causing no negative effects on you."
97,Spell: Mind Mapping,50 CP,Original,"You've learned a new spell!

Name: Mind Mapping
Aspect: 2 Lore + 1 Mind + 1 Aether
Description: This spell lets you take a snapshot of a person's general neural structure or mind via eye contact or touch. It provides only the ""shape"" of their mind: no thoughts, moods, or memories, no specific contents. Think of it as an intuitive magic MRI.

The longer you focus on a target, the clearer the image becomes. The spell can reveal abnormalities, unique mental traits, which temperaments are more or less expressed in the psyche, and so on. However, interpreting what unfamiliar ""mind map"" features actually mean is entirely up to you."
98,Spell: Write In,10 CP,Original,"You've learned a new spell!

Name: Write In
Aspect: 1 Lore + 1 Mind + 1 Order
Description: This spell lets you perfectly memorize what you are currently reading. It creates something like a file somewhere in your neural architecture, which is very easy to access and recall later. 

However, you must actually read and comprehend what you are looking at while sustaining the spell, as it uses the text-recognition part of your mind to function. Being tired or lacking focus and reading skills may prevent the spell from working, or cause it to stop while you are reading - resulting in an incomplete recording or missing sections."
99,Spell: Know Thy Tongues,100 CP,Original,"You've learned a new spell!

Name: Know Thy Tongues
Aspect: 4 Mind + 2 Order + 1 Lore
Description: This spell lets you teach a willing or unconscious target any language you know, provided they are capable of learning it. The spell works in two stages.

First, you isolate and create a small mind-space containing a copy of your knowledge of a specific language. You can even teach an incomplete version if you wish. Then, that knowledge is removed from your mind, placed into a wisp-like carrier, and transferred to the recipient through touch or close proximity.

The spell teaches the language as you speak it: including word meanings, accent, and reading and writing specifics. It is possible for someone to learn the same language from two different people and still gain something useful from each, because everyone's linguistic knowledge is slightly different."
100,Spell: Skill Implantation,100 CP,Original,"You've learned a new spell!

Name: Skill Implantation
Aspect: 4 Mind + 2 Order + 2 Life
Description: This spell lets you copy a motor skill you possess into an isolated, temporary part of your mind, then remove it as a spell carrier and implant it into a willing or unconscious target. The spell automatically remaps the skill to the recipient's neural structure.

The recipient needs time to practice and fully integrate the new skill. The thing includes any bad skill-related habits or quirks from the original owner. Taking a skill directly from another person's head is possible, but they must perform the first step (isolating the data package) themselves. This method costs significantly more."
101,Spell: Hypercalculia,25 CP,Original,"You've learned a new spell!

Name: Hypercalculia
Aspect: 2 Mind + 1 Order + 1 Lore
Description: This spell temporarily enhances and optimizes the part of the user's mind that handles calculations. Working with numbers becomes much more intuitive and quick, while comprehension of numerical and calculation-related knowledge and skills is slightly improved.

The spell can be cast on others, but at a higher cost and with a shorter duration (unless continuously sustained). It can also counter the effects of dyscalculia, bringing the target at least to an average level for the duration."
102,Mystic Craft: Catch-Curse Talisman,50 CP,Original,"You've learned a new mystic craft!

Name: Catch-Curse Talisman
Aspect: 3 Creation + 2 Protection
Description: This magical craft allows you to create special amulets (ofuda) that intercept and absorb curses, burning away instead of allowing the curse to affect the wielder, but only if the curse strikes the amulet or lands close to it. These talismans can also be used to temporarily weaken and slow an existing curse's active effect, consuming the amulet in the process."
103,Crafting Ritual: Hide Lantern,,Original,"You've learned a new crafting ritual!

Name: Hide Lantern
Aspect: 3 Transformation + 1 Light + 1 Order
Description: Inscribe a specific sigil on a piece of raw animal skin and add a drop of blood (any). The skin folds and transforms into a leathery, slightly bouncy sphere. Squeeze it to turn the light on; squeeze again to turn it off. The light is relatively dim. 

While squeezed and held, you can cycle through colors: cold white (brightest), warm white, orange, yellow, and red (dimmest). The lantern lasts for a few months of continuous use. Larger pieces of skin produce larger spheres (up to 15 cm in diameter) that last longer."
104,Spell: Explosivo,25 CP,Original,"You've learned a new spell!

Name: Explosivo
Aspect: 2 Fire + 2 Air + 1 Order
Description: This spell produces a fast-moving, metallic-looking sphere that is extremely sticky. Upon impact, it begins to grow in size over the course of one second, then explodes. You can create spheres as small as a pea or as large as a soccer ball, with explosive power scaling proportionally. The projectile feels lightweight and hollow.

If the sphere is broken before detonation, the explosion may be prevented entirely or triggered early with reduced force, depending on how and when it is damaged. It won't explode before sticking though."
105,Spell: Gamma Laser,50 CP,Original,"You've learned a new spell!

Name: Gamma Laser
Aspect: 1 Light
Description: This spell produces a thin ray of gamma radiation in an extremely short burst. The beam is incredibly quick, energy-efficient, and possesses exceptional penetration power, cutting through most mundane materials with ease.

However, the ray is narrow and highly focused. Unless it strikes something vital (a brain, heart, or critical component), the results are often debilitating rather than immediately fatal. Tissue along the beam's path suffers severe radiation damage, but the wound channel itself is tiny."
106,Martial Technique: Swift and Heavy ,25 CP,Original,"You've learned a martial technique!

Name: Swift and Heavy
Aspect: 1 Space + 1 Force
Description: This martial technique targets a tool or weapon wielded by the user. While infused, the user can change the object's effective inertia and mass at will: making it up to ten times lighter or heavier, and doing so almost instantly. Doesn't make target more or less durable."
107,Spell: Entropic Shattering,50 CP,Original,"You've learned a new spell!

Name: Entropic Shattering
Aspect: 3 Chaos + 1 Destruction
Description: This spell can be applied on hit or through a relatively slow, flame-like carrier. When it strikes a target, a few faintly glowing, illusionary cracks appear on its surface, radiating from the point of impact. These cracks fade over time.

While the cracks are still visible, any sufficiently strong hit may shatter the object along these imaginary lines, making them real. The more faded the cracks, the less effective the effect. The spell practically ignores conventional durability. It works best on homogeneous materials and is less effective on composite or uneven substances."
108,Spell: Entropic Flames,50 CP,Original,"You've learned a new spell!

Name: Entropic Flames
Aspect: 2 Chaos + 1 Fire
Description: This spell produces extremely cold, cyan-blue-white fire that does not burn. Upon contact with a material, the flame is partially drawn into it, causing the material's entropy to gradually increase from the point of contact inward, while the flame is still fed into it or persists.

This effect causes sudden heat redistribution, chaotic mingling of different materials and elements within the composition (including with surrounding air), and typically results in the target crumbling into dust from the points of contact. The spell works best on composite materials made of many different substances, but is less effective against homogeneous materials."
109,Spell: Disarming Spell,15 CP,Original,"You've learned a new spell!

Name: Disarming Spell
Aspect: 1 Mind + 1 Force + 1 Air
Description: This spell produces a quick red carrier ray that forces the target to unclench their hands (or similar appendages) and release whatever they are wielding, while simultaneously propelling the item away from them."
110,Spell: Paralysis Needle,15 CP,Original,"You've learned a new spell!

Name: Paralysis Needle
Aspect: 1 Life + 1 Mind
Description: This spell launches needles of dim green light that easily penetrate living tissue and some thin non-living materials. The needles do not cause physical damage - they partially phase into the target and can be removed without trauma.

However, each needle induces numbness and paralysis around the struck area. This effect lasts until the needles naturally vanish, are dispelled, or are removed. The spell is clearly non-lethal, but highly restrictive."
111,Spell: Bone Breaker,15 CP,Original,"You've learned a new spell!

Name: Bone Breaker
Aspect: 2 Hurt + 1 Life
Description: The carrier of this spell is a projectile that can pass through low-density obstacles and living tissue, though it gradually loses power and can eventually be stopped. When it strikes bone, it interacts like fast-moving metallic material, typically fracturing or breaking it."
112,Spell: Bloodletting,20 CP,Original,"You've learned a new spell!

Name: Bloodletting
Aspect: 2 Hurt + 1 Water
Description: The carrier of this spell resembles liquid crimson lightning. When Bloodletting strikes, it causes nearby blood vessels to burst and temporarily prevents blood from coagulating. This typically results in severe internal bleeding."
113,Spell: Piercing Spell,20 CP,Original,"You've learned a new spell! 

Name: Piercing Spell
Aspect: 1 Force
Description: This spell manifests as a semi-transparent, light-blue projectile shaped like an arrowhead. When it strikes something, it applies high force over a small area and pierces through the obstacle. It is strong enough to pierce glass with almost no shattering. It can be tuned to be more or less powerful."
114,Spell: Bludgeoning Spell,20 CP,Original,"You've learned a new spell!

Name: Bludgeoning Spell
Aspect: 1 Force
Description: This spell manifests as a semi-transparent, light-orange projectile shaped like a fuzzy disc or slab. When it strikes a target, it applies high force across the area of contact, pushing and shattering whatever it hits. It is strong enough to easily knock down a door or overturn a car. The spell can be tuned to be more or less powerful as needed."
115,Spell: Slicing Spell,20 CP,Original,"You've learned a new spell!

Name: Slicing Spell
Aspect: 1 Force
Description: This spell manifests as a semi-transparent, light-green projectile shaped like a thin crescent. When it strikes a target, it applies high force along a narrow edge, cutting and shearing through the material. It is strong enough to slice through rope, leather, or even thin metal cables with ease. The spell can be tuned to deliver a shallow cut or a deep gash as needed."
116,Spell: Crimson Flame,25 CP,Original,"You've learned a new spell!

Name: Crimson Flame
Aspect: 3 Fire + 1 Hurt
Description: The spell produces streams, bursts or small projectiles of special flame. This crimson fire is not very hot (around 100 degrees Celsius), produces a sound of rubbing needles, and sticks to living tissues. Damage from this flame mostly comes from the small cuts and pinpricks it causes to living tissues while it is stuck, turning the material it ""burns"" into mincemeat. This fire consumes blood as fuel - as if it were gas for the flame."
117,Spell: Absorption Nudge,10 CP,Original,"You've learned a new spell!

Name: Absorption Nudge 
Aspect: 1 Life + 1 Transformation + 1 Water
Description: This spell can be cast on medicine, on the patient, or on both simultaneously. It helps the drug to be absorbed more quickly and to take effect sooner. A skilled medic can even use this spell to nudge the drug toward specific areas of the body first, or to reduce its presence in others, making treatment more efficient and lowering side effects."
118,Spell: Cauterize Wounds,10 CP,Original,"You've learned a new spell!

Name: Cauterize Wounds
Aspect: 1 Healing + 1 Fire
Description: This spell allows the user to efficiently and quickly cauterize wounds with just a touch, stopping bleeding and sealing the wound closed. The process is painful and leaves burns and scars, but it is highly effective in emergencies where proper treatment is unavailable."
119,Spell: Defibrillation,10 CP,Original,"You've learned a new spell!

Name: Defibrillation
Aspect: 1 Healing + 1 Lightning
Description: This spell functions like a finely tuned defibrillator. The user lays their palms on the patient's chest and channels the spell through them. It does not work on other parts of the body and cannot be used to produce a shock on demand - it is specifically calibrated to restore proper heart rhythm."
120,Spell: Anesthetic Touch,15 CP,Original,"You've learned a new spell!

Name: Anesthetic Touch
Aspect: 2 Healing + 1 Mind + 1 Life
Description: This spell numbs a targeted area of the patient's body, blocking pain signals without affecting consciousness or motor function. The effect lasts for up to an hour, depending on the area and the patient's constitution. Useful for surgery or treating painful injuries without general anesthesia."
121,Spell: Blood Clotting,10 CP,Original,"You've learned a new spell!

Name: Blood Clotting
Aspect: 2 Healing + 1 Water + 1 Life
Description: This spell accelerates the body's natural clotting process, rapidly sealing wounds and stopping internal bleeding. The effect is localized to the wound and does not affect the rest of the circulatory system. Useful for deep wounds or internal injuries."
122,Spell: Field Injection,10 CP,Original,"You've learned a new spell!

Name: Field Injection
Aspect: 2 Semblance + 1 Metal + 1 Healing + 1 Transformation
Description: This spell is used on a finger by the caster. It temporarily transforms the finger into a metallic but organically shaped syringe. It can be used to store and inject medicine into a patient. The needle part can be controlled: made thicker or thinner, or bent to a degree. This spell does not leave puncture holes; they are healed on the needle's way out."
123,Spell: Paralytic Touch,15 CP,Original,"You've learned a new spell!

Name: Paralytic Touch
Aspect: 2 Life + 1 Lightning
Description: This spell produces a barely visible blue aura around the caster's hand. This aura can be used to force muscles to relax and prevent movement in the area by touch. Alternatively, the spell can be channeled into the target for more general paralysis and relaxation, or to make the effect stick for a time (up to an hour)."
124,Spell: Sterile Field,10 CP,Original,"You've learned a new spell!

Name: Sterile Field
Aspect: 2 Protection + 1 Life + 1 Air +1 Earth 
Description: This spell creates a temporary, invisible barrier around a targeted area (such as a wound, a surgical site, or a medical instrument) that repels bacteria, viruses, and other contaminants. The field lasts for several hours or until deliberately dismissed. Used in field medicine to prevent infection when sterile conditions cannot be guaranteed. It is highly efficient, but not perfect. "
125,Spell: Muscle Relaxant,10 CP,Original,"You've learned a new spell!

Name: Muscle Relaxant
Aspect: 2 Life + 1 Water + 1 Healing
Description: A gentler variant of Paralytic Touch that reduces muscle tension without causing full paralysis. The target remains mobile but feels relaxed and loose, with reduced strength and reflexes. Useful for treating spasms, anxiety, or preparing a patient for physical therapy."
126,Spell: Slicing Curse,50 CP,Original,"You've learned a new spell!

Name: Slicing Curse
Aspect: 2 Hurt + 1 Curse + 1 Force
Description: A sibling of the Slicing Spell. This curse manifests as a semi-transparent, dark greenish-yellow projectile shaped like a thin crescent with a jagged edge. When it strikes a creature, it leaves an ugly cut and causes temporary severe bleeding. It can penetrate thin armor, but its intended target is living flesh.

Wounds left by this curse heal several times slower, bleed more profusely, and leave ugly scars that tend to ache, reopen, and even bleed again on occasion. Like all curses, it resists being reversed.

>Requires Spell: Slicing Spell "
127,Spell: Sweating Sickness,25 CP,Original,"You've learned a new spell!

Name: Sweating Sickness
Aspect: 2 Life + 1 Fire + 1 Curse
Description: This curse appears as a streak of ugly flame and carries a faint scent of sweat. When it strikes a target, it induces a high (but not deadly) fever that lasts for several hours. From that point on, the fever will return and subside periodically. Sometimes it lasts a few hours, sometimes a full day. It may strike once a month or several times a week. In the long run, this will surely wear down the victim's body and spirit unless the curse is lifted or countered somehow."
128,Spell: Snap & Seal,50 CP,Original,"You've learned a new spell!

Name: Snap & Seal
Aspect: 1 Curse + 1 Hurt + 1 Force + 1 Heal
Description: This curse appears as a barely visible slab of black and white, accompanied by a wet snapping sound - similar to the Bone Breaker spell. It is a projectile that can pass through low-density obstacles and living tissue, gradually losing power until stopped.

When it strikes bone, it interacts like fast-moving metallic material, typically fracturing or breaking it. The bone then instantly heals, but in the wrong, fractured state. The curse actively resists any attempt to correct the mishealed bone.

>Requires Spell: Bone Breaker"
129,Spell: Hurting,25 CP,Original,"You've learned a new spell!

Name: Hurting
Aspect: 1 Hurt
Description: Creates a semi-transparent, head-sized orb of flowing red and violet swirls. It moves as quickly as a stone thrown from a sling. When the orb hits, it creates a heavy impact and pushes the target away. The effect is much stronger against living things - dramatically so. It can leave literal cylindrical holes in a target, like a cannonball. However, it pops soon after impact."
