0,Perk Name,Cost,Source,Description
64,pHreak,300 CP,Original,"You are a Tinker specializing in acid-base chemistry, able to construct devices that manipulate pH across any medium: from pocket sprayers that instantly corrode alloys to handheld gel projectors that neutralize toxins mid-air. While you can craft battlefield-grade acids and bases, your true mastery lies in “pH-shifting”: tweaking the effective pH of materials and biological systems to force unexpected reactions: catalyzing explosions from inert compounds, paralyzing muscles via alkalosis, or dissolving non-metals with superacids (pH far below 0) and igniting organics with superbases (pH above 14). Your devices are precise, potent, and terrible when mixed carelessly. Your standard tinker limitations are slightly lifted."
65,Stress Fracture,100 CP,Original,"You are a tinker specializing in material fatigue, residual stress, and structural failure points. You can build devices that apply precisely tuned vibrational loads, thermal shocks, or micro-impacts to make practically any solid material (from steel to bone to even tinkertech alloys) crack, shatter, or deform along invisible fault lines. Your signature tech includes “pre-stress injectors” that leave materials seemingly intact but doomed to fail under the slightest pressure hours or days later. You suffer from standard tinker limitations."
66,Grain Boundary,100 CP,Original,"You are a tinker focused on crystallography - specifically, the microscopic gaps between crystals in metals, ceramics, and even biological minerals (teeth, shells, kidney stones). You build “boundary probes” that slip between grains to weaken or reinforce structures at the atomic level. Your devices can embrittle a steel beam until it powders, or calcify a target’s joints into solid stone from the inside out. You excel at “seam bursting” - using fluid pressure or electrical charge to split materials cleanly along their natural grain lines. You suffer from standard tinker limitations."
67,Hysteresis,100 CP,Original,"You are a tinker specializing in systems that remember their past states: magnetic hysteresis, elastic hysteresis, even thermal or chemical lag. You build devices that exploit this memory to create “delayed effect traps” and “feedback loops.” A magnetic strip you create can be demagnetized but “remember” its orientation, snapping back violently hours later. A rubber cord you treat will stretch normally, then lock rigid when jerked. Your specialty is making materials lie about their present state, then punish anyone who trusts the lie. You suffer from standard tinker limitations."
68,Bite Down,200 CP,Original,"You are a Tinker specializing in dentistry, oral biomechanics, and bio-mineralization. You can modify teeth, jaws, saliva, and cranial nerves: but crucially, you can also grow teeth outside your mouth or even detached from your body. These external “living tools” retain biological properties: razor-sharp enamel blades, gripping “tongue-hooks” for grapnel guns, crushing molars used as press-jaws, or self-repairing drill-burrs. Your implants deliver venom, sense chemicals, generate vibrations, or interface with your trigeminal nerve. Your spit transforms into adhesives, corrosives, or smoke via custom oral bacteria. Extracted teeth become disposable trackers or small explosives from your tinker work. You suffer from standard tinker limitations."
69,Filter & Flush,200 CP,Original,"You are a Tinker specializing in liver and kidney biology: filtration, metabolism, and toxin processing. You build organic devices modeled on these organs: implants that scrub poisons from your own blood, external filter-glands that harvest or concentrate chemicals from any liquid, and hybrid liver-kidney growths that turn waste into weapons. Your “renal launcher” fires hyper-concentrated urea crystals; your “bile cutter” sprays digestive enzymes that liquefy steel. You survive any toxin by shunting it through wearable filter-bags. You suffer from standard tinker limitations."
70,Dose Response,400 CP,Original,"You are a Tinker specializing in pharmaceuticals: drug design, delivery systems, and biological interactions. You create pills, patches, aerosols, implants, and injectables that produce effects ranging from subtle (pain suppression, sensory enhancement, metabolic acceleration) to extreme (instant paralysis, targeted cell death, temporary brain rewiring). Your signature is precision delivery: timed-release cascades, pH-triggered activation, or compounds that only activate in specific organs. You can produce antidotes on the fly, designer psychoactives for interrogation or control, and regeneration cocktails that close wounds in minutes. Your standard tinker limitations are slightly lifted."
71,Noble Cause,500 CP,Original,"You are a Tinker specializing in precious metals: gold, silver, platinum, palladium, rhodium, and ruthenium. You can build almost any sci-fi or fantasy inspired device imaginable, but every creation must consist of at least 30% precious metals by composition. Each metal grants unique properties beyond their basic characteristics, when used for your tinkering. Now you just need to obtain these metals in needed amounts. You suffer from standard tinker limitations."
72,Mind the Gap,450 CP,Original,"You are a Tinker specializing in psychiatry: neural interfaces, psychopharmacology, and behavioral conditioning. You build devices that read, influence, or rewrite mental states: headsets that suppress phobias, implants that block intrusive thoughts, wands that deliver targeted electromagnetic pulses to disrupt panic attacks or trigger euphoria. Your “mood regulators” release precisely timed neurotransmitter cocktails. Your “dream editors” record and rescript nightmares during sleep. Your most invasive work uses conditioned response loops: a small wearable that pairs a specific tone with painless micro-shocks until the target flinches at any trigger sound you choose. You cannot read minds in any literal sense, but you can map emotional patterns, install compulsions, and erase memories with enough time and contact. Your standard tinker limitations are slightly lifted."
73,Heartwood Carpenter,100 CP,Original,"You are a Tinker specializing in wood material: its growth, treatment, and anomalous modification. You create devices and controlled conditions to cultivate wood with impossible properties: planks as durable as steel, splinters that detonate on impact, fibers that remember their shape and snap back into place. Through ""alchemical"" infusions and growth rituals, you can “enchant” wooden objects with one-use effects: a carved statue that screams when broken, an arrow that seeks the nearest heartbeat, a walking stick that Roots anyone it touches. Your focus is not flashy or powerful by tinker standards, but it requires only wood to function: common, accessible, and everywhere. You suffer from standard tinker limitations."
74,Below Zero,350 CP,Original,"You can construct devices that breach the thermodynamic floor, reaching into “negative heat” - a regime below absolute zero where entropy inverts, particles exhibit negative mass behavior, and energy flows paradoxically. This enables the fabrication of exotic matter (e.g., negative-temperature superfluids, time-reversed crystals), sub-absolute refrigerators that “heat” by cooling, and transmutation engines that restructure matter through inverted phase transitions. Your creations violate conventional conservation laws in localized, repeatable ways, but tend to self-destruct if they ever return to positive Kelvin ranges. You suffer from standard tinker limitations."
75,Oracle Engines,400 CP,Original,"You can build a limited class of hypercomputational devices: super-Turing machines that solve non-algorithmic problems. Each device is narrowly specialized (e.g., predicting a single chaotic system, deciding a specific undecidable proposition, or perfectly compressing one type of data). These machines are fragile, power-hungry, and cannot run general software, but they seamlessly interface with your other tech, accelerating research, optimizing designs, or bypassing impossible calculations. Your own creativity remains essential - the oracles answer only what you specifically ask, in ways you must learn to interpret. You suffer all usual tinker limitations."
76,Weft & Warp ,100 CP,Original,"Your specialty is Textiles - not mere clothing, but the engineering of fabric as a dynamic medium. You build looms, spindles, and thread-laying rigs capable of producing super-textiles with properties like extreme tensile strength, energy diffusion, or reactive shaping. Designing fashionable attire comes naturally as a side effect, but your true art lies in treating any cloth-like material as a structural and functional technology. Your tinker limitations are partially lifted. "
77,Plasma,200 CP,Original,"Your tinker focus is on plasma generation, containment, and projection. You can build reactors, conduits, and emission arrays that harness superheated ionized matter: ranging from cutting tools and sustained energy arcs to short-range plasma bursts with exotic effects. Defensive applications include containment fields and heat-flare shrouds. You have all the usual tinker limitations."
78,Lightning in a Bottle (Hyperspec x Mad Scientist),150 CP,A Tinker's Way (by RaventheWizard),"The main stickler with this power is that you need to carry a large energy source, both a detriment and advantage; it accumulates charges which you can spend to boost your gear, or it can power items built from fields outside of your specialty, at a high cost. But it remains a big glowing weak point for enemies to go after.

Your specialty is Voltage. Electricity and magnetism are your playground, especially more power-hungry tech you make. Within these fields, as long as you have the requisite power supply, materials, and supplies, there isn't much you can't do. You have all the usual tinker limitations."
79,Meta-Alchemy (Liberty x Resource),200 CP,A Tinker's Way (by RaventheWizard),"You don't require usual resources, instead setting up a workstation or node that produces resources for building at a sure and steady rate. This negates the component of needing to get a funding and material stream, while emphasizing pacing out the tinkering. In a pinch, you can destroy the workstation to rush a job.

Your specialty is Alloys, with an emphasis on Material Synthesis, Fabrication, and Transmutation, a specialty dealing primarily with esoteric metamaterials, armor and armor plating, though other materials and compositions are available as well. Alloy specialty Tinkers seem initially predisposed to defense. Not the case. As an Alloy Tinker, you can touch upon the 'immovable object' or 'unstoppable force' archetypes, generally utilizing aspects of both as you branch out in your tinkerings. You have all the usual tinker limitations."
80,Mainframe.EXE (Hyperspec x Magi),250 CP,A Tinker's Way (by RaventheWizard),"You are an Immolated Tinker. You build tinkertech that gets so deep into the field of specialty that reality and the rules of physics may break down. Oftentimes, this is in the interests of tinkering-managed breaker transformations, partial or total, but it can extend to specific deployments or environmental effects as well.

Your field of specialty is in Coding/Programming. You'll have access to some stations to set up in your workshop, but most of your tinkering and coding will be applied to a frame or armor you'll wear, with some options for grafts and implants. You have limited access to AI. You have all the usual tinker limitations."
81,(Relative) Lawbreaking (Chaos x Architect),300 CP,A Tinker's Way (by RaventheWizard),"You are a Weatherman Tinker. You're not limited to weather manipulation, but you tend to blanket-target areas with your megaprojects, granting yourself and a limited few immunity or ability to navigate what is inevitably a haphazard or chaotic bombardment or unpredictable hazard for others. Start out with a basic kit and a limited (a few rounds) deployment of the 'storm', and build a device to make it constant, 24/7, 365/year effect, and then scale it up in area.

Your specialty is Temporal energy/Time. Your storms are temporal hazards; age someone up a few years, trap someone in a loop temporarily, make them face hazardous doppelgangers, etc. You have all the usual tinker limitations."
82,Medkit (Focal x Focal),150 CP,A Tinker's Way (by RaventheWizard),"You are an Implement Tinker. You have a single item they fixate on, with a wide assortment of augments and patterns they can plug into that item. They get no peripheral items, no bodysuits to wear, terminals to build, and only a few trinkets that specifically focus on repairing, charging up, or otherwise working with the item, but the ways they can customize their item are endless.

The item is a Medkit, with the specialty being Medical Technology. As long as you can fit it in the medkit, there isn't much you can't make as far as healing and medical technology goes. Comes with a minor thinker power that gives an instinctive knowledge of the human anatomy, broad medical knowledge, and how to apply it. You have all the usual tinker limitations."
83,"Barriers, Forcefields, Oh My… (Liberty x Architect)",300 CP,A Tinker's Way (by RaventheWizard),"You are an Atelier Tinker. You don't utilize conventional workshops, but instead bring your workshops to battlefields or missions. Conflating workshop with your megaproject, you can call down obelisks, spikes, or other fixtures that become a part of the local terrain, unfolding with any workshop elements and upgrades made to date. 

Ramping up to speed, the megaproject gets increasing functionality and scale round by round, up to a limit dependent on the progress on your project and previous successful deployments. Your more conventional weapons and utility devices are necessary to protect your deployments.

You specialize in Defense, nearly all forms of it. From forcefields to armored emplacements and self-constructed fortresses, to reactive defenses that trigger when struck or reflect projectiles back at your attackers, you best dominate the field with overwhelming defense. You have all the usual tinker limitations."
84,Laplace's Demon,350 CP,A Tinker's Way (by RaventheWizard),"You are a Quality Hyperspecialist; You can't build a wide range of things and can't tap into other specialties, but the stuff you build is better. Comes in some subvarieties, like the Power Hyperspecialist, the Scale Hyperspecialist, and the Hard Hyperspecialist. Often the best in your specialty.

You specialize in Simulations, with an emphasis on Predictions. You can simulate past, present and future events, but you require data and an analysis of a person's mental state or their choices in order to determine the most likely scenarios that might happen if you plan on predicting a person's future/past/present and not the weather or something. While the main function of your specialty is predictions, you can also create simulated combat scenarios of an individual at the cost of more extensive analysis on your chosen target; Endbringers, The Triumvirate, whatever you choose to simulate, you can. But be weary, whether it's combat simulations or predictions, what you put in, is what you get in return; Garbage in, garbage out.

Your simulations can also become physical. Make minions based on the data you've collected on a cape, and suddenly you could have a pocket Alexandria. Create a room for training purposes that simulate any feasible scenario and conditions. The sky is the limit, provided you have the data for it. You have all the usual tinker limitations."
85,Target Acquired (Combat x Architect),250 CP,A Tinker's Way (by RaventheWizard),"You are an Air Raid Tinker; a combat tinker with a long-ranged focus, you can utilize deployments from a distant megaproject to assist you in your endeavors. Marking out areas for exceptionally long-ranged bombardments, airstrikes, blasts of energy, projections, or other 'strikes', you can use the same time their enemies are scrambling for cover to get into position to lay down more fire or to limit enemy movements so they can't escape the next bombardment.

You specialize in Precision Weaponry. You specialize in weapons that hit exactly what they are meant to hit, exactly when they are meant to hit it, from exactly the angle required to matter. Your weapons calculate, adjust, correct, and prosecute a target with obsessive focus. They do not merely fire at a person; they fire at the exposed servo joint in their armor, the weak spot in a shield rotation, the ankle as they dodge, the hand holding a detonator, the trigger mechanism of a gun, the tire axle of a getaway vehicle, or the three-millimeter gap between two hostages.

At the lower end, this means smart ammunition, assisted targeting systems, stabilized sniper platforms, trajectory-correcting bullets, and HUD-linked weak-point analysis. At the high end, this means practically undodgeable deployments of weaponry. You have all the usual tinker limitations."
86,High Energy,150 CP,Original,"You are a tinker specializing in high-energy phenomena and machinery. Your creations are universally power-hungry, energy-intense, and anything but subtle: a plasma pistol becomes a cannon, a bomb becomes a mini-nuke, and you simply cannot produce devices that operate below a certain threshold of energy output. You possess the full breadth of a tinker's capabilities, including the accompanying limitations."
87,Hormonal Alchemy,150 CP,Original,"You are a tinker specializing in the creation and application of designer hormones capable of manipulating physical appearance, physiology, and psychology with precision that borders on the supernatural. Any effect theoretically achievable through advanced targeted hormonal therapy is within your reach, but amplified far beyond natural extremes: reshaping bodies, rewriting metabolic processes, or recalibrating emotional responses with a single tailored dose. Your tinker limitations are slightly eased."
88,Tinker Analyst ,500 CP,Original,"You are a tinker with an atypical focus: rather than building from your own specialty, your power lets you research and reverse-engineer other tinkertech devices, blueprints, or even incomprehensible alien technology, producing weaker, simpler, but mass-producible and fully understandable versions. These reproductions operate on principles that conventional science can grasp, making them reliable, maintainable, and replicable by mundane manufacturing. You suffer almost none of the usual tinker limitations - your only constraints involve the specialized tools and diagnostic devices required to properly analyze and deconstruct other tinkertech projects in the first place."
89,,,,
90,,,,
91,,,,
92,,,,
93,,,,
94,,,,
95,,,,
96,,,,
97,,,,
98,,,,
99,,,,
100,,,,
101,,,,
102,,,,
103,,,,
104,,,,
105,,,,
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
